780
500
['7', '157', '401', '795', '12', '501']
['14', '164', '402', '790', '19', '502']
['21', '171', '403', '785', '26', '503']
['28', '178', '404', '780', '33', '504']
['35', '185', '405', '775', '40', '505']
['42', '192', '406', '770', '47', '506']
['49', '199', '407', '765', '54', '507']
['56', '206', '408', '760', '61', '508']
['63', '213', '409', '755', '68', '509']
['70', '220', '410', '750', '75', '510']
['77', '227', '411', '745', '82', '511']
['84', '234', '412', '740', '89', '512']
['91', '241', '413', '735', '96', '513']
['98', '248', '414', '730', '103', '514']
['105', '255', '415', '725', '110', '515']
['112', '262', '416', '720', '117', '516']
['119', '269', '417', '715', '124', '517']
['126', '276', '418', '710', '131', '518']
['133', '283', '419', '705', '138', '519']
['4', '19', '796']
['22', '104', '778']
['23', '108', '777']
['24', '112', '776']
['25', '116', '775']
['26', '120', '774']
['27', '124', '773']
['28', '128', '772']
['29', '132', '771']
['30', '136', '770']
['31', '140', '769']
['32', '144', '768']
['33', '148', '767']
['34', '152', '766']
['35', '156', '765']
['18', '89', '782']
['19', '93', '781']
['20', '97', '780']
['21', '101', '779']
['22', '105', '778']
['23', '109', '777']
['24', '113', '776']
['25', '117', '775']
['26', '121', '774']
['27', '125', '773']
['28', '129', '772']
['29', '133', '771']
['30', '137', '770']
['31', '141', '769']
['32', '145', '768']
['33', '149', '767']
['34', '153', '766']
['35', '157', '765']
['36', '161', '764']
['19', '94', '781']
['20', '98', '780']
['21', '102', '779']
['22', '106', '778']
['23', '110', '777']
['24', '114', '776']
['25', '118', '775']
['26', '122', '774']
['27', '126', '773']
['28', '130', '772']
['29', '134', '771']
['30', '138', '770']
['31', '142', '769']
['32', '146', '768']
['33', '150', '767']
['34', '154', '766']
['35', '158', '765']
['36', '162', '764']
['37', '166', '763']
['20', '99', '780']
['21', '103', '779']
['22', '107', '778']
['23', '111', '777']
['24', '115', '776']
['25', '119', '775']
['26', '123', '774']
['27', '127', '773']
['28', '131', '772']
['29', '135', '771']
['30', '139', '770']
['31', '143', '769']
['32', '147', '768']
['33', '151', '767']
['34', '155', '766']
['35', '159', '765']
['36', '163', '764']
['37', '167', '763']
['38', '171', '762']
['21', '104', '779']
['22', '108', '778']
['23', '112', '777']
['24', '116', '776']
['25', '120', '775']
['26', '124', '774']
['27', '128', '773']
['28', '132', '772']
['29', '136', '771']
['30', '140', '770']
['31', '144', '769']
['32', '148', '768']
['33', '152', '767']
['34', '156', '766']
['35', '160', '765']
['36', '164', '764']
['37', '168', '763']
['38', '172', '762']
['39', '176', '761']
['22', '109', '778']
['23', '113', '777']
['24', '117', '776']
['25', '121', '775']
['26', '125', '774']
['27', '129', '773']
['28', '133', '772']
['29', '137', '771']
['30', '141', '770']
['31', '145', '769']
['32', '149', '768']
['33', '153', '767']
['34', '157', '766']
['35', '161', '765']
['36', '165', '764']
['37', '169', '763']
['38', '173', '762']
['39', '177', '761']
['40', '181', '760']
['23', '114', '777']
['24', '118', '776']
['25', '122', '775']
['26', '126', '774']
['27', '130', '773']
['28', '134', '772']
['29', '138', '771']
['30', '142', '770']
['31', '146', '769']
['32', '150', '768']
['33', '154', '767']
['34', '158', '766']
['35', '162', '765']
['36', '166', '764']
['37', '170', '763']
['38', '174', '762']
['39', '178', '761']
['40', '182', '760']
['41', '186', '759']
['24', '119', '776']
['25', '123', '775']
['26', '127', '774']
['27', '131', '773']
['28', '135', '772']
['29', '139', '771']
['30', '143', '770']
['31', '147', '769']
['32', '151', '768']
['33', '155', '767']
['34', '159', '766']
['35', '163', '765']
['36', '167', '764']
['37', '171', '763']
['38', '175', '762']
['39', '179', '761']
['40', '183', '760']
['41', '187', '759']
['42', '191', '758']
['25', '124', '775']
['26', '128', '774']
['27', '132', '773']
['28', '136', '772']
['29', '140', '771']
['30', '144', '770']
['31', '148', '769']
['32', '152', '768']
['33', '156', '767']
['34', '160', '766']
['35', '164', '765']
['36', '168', '764']
['37', '172', '763']
['38', '176', '762']
['39', '180', '761']
['40', '184', '760']
['41', '188', '759']
['42', '192', '758']
['43', '196', '757']
['26', '129', '774']
['27', '133', '773']
['28', '137', '772']
['29', '141', '771']
['30', '145', '770']
['31', '149', '769']
['32', '153', '768']
['33', '157', '767']
['34', '161', '766']
['35', '165', '765']
['36', '169', '764']
['37', '173', '763']
['38', '177', '762']
['39', '181', '761']
['40', '185', '760']
['41', '189', '759']
['42', '193', '758']
['43', '197', '757']
['44', '201', '756']
['27', '134', '773']
['28', '138', '772']
['29', '142', '771']
['30', '146', '770']
['31', '150', '769']
['32', '154', '768']
['33', '158', '767']
['34', '162', '766']
['35', '166', '765']
['36', '170', '764']
['37', '174', '763']
['38', '178', '762']
['39', '182', '761']
['40', '186', '760']
['41', '190', '759']
['42', '194', '758']
['43', '198', '757']
['44', '202', '756']
['45', '206', '755']
['28', '139', '772']
['29', '143', '771']
['30', '147', '770']
['31', '151', '769']
['32', '155', '768']
['33', '159', '767']
['34', '163', '766']
['35', '167', '765']
['36', '171', '764']
['37', '175', '763']
['38', '179', '762']
['39', '183', '761']
['40', '187', '760']
['41', '191', '759']
['42', '195', '758']
['43', '199', '757']
['44', '203', '756']
['45', '207', '755']
['46', '211', '754']
['29', '144', '771']
['30', '148', '770']
['31', '152', '769']
['32', '156', '768']
['33', '160', '767']
['34', '164', '766']
['35', '168', '765']
['36', '172', '764']
['37', '176', '763']
['38', '180', '762']
['39', '184', '761']
['40', '188', '760']
['41', '192', '759']
['42', '196', '758']
['43', '200', '757']
['44', '204', '756']
['45', '208', '755']
['46', '212', '754']
['47', '216', '753']
['30', '149', '770']
['31', '153', '769']
['32', '157', '768']
['33', '161', '767']
['34', '165', '766']
['35', '169', '765']
['36', '173', '764']
['37', '177', '763']
['38', '181', '762']
['39', '185', '761']
['40', '189', '760']
['41', '193', '759']
['42', '197', '758']
['43', '201', '757']
['44', '205', '756']
['45', '209', '755']
['46', '213', '754']
['47', '217', '753']
['48', '221', '752']
['31', '154', '769']
['32', '158', '768']
['33', '162', '767']
['34', '166', '766']
['35', '170', '765']
['36', '174', '764']
['37', '178', '763']
['38', '182', '762']
['39', '186', '761']
['40', '190', '760']
['41', '194', '759']
['42', '198', '758']
['43', '202', '757']
['44', '206', '756']
['45', '210', '755']
['46', '214', '754']
['47', '218', '753']
['48', '222', '752']
['49', '226', '751']
['32', '159', '768']
['33', '163', '767']
['34', '167', '766']
['35', '171', '765']
['36', '175', '764']
['37', '179', '763']
['38', '183', '762']
['39', '187', '761']
['40', '191', '760']
['41', '195', '759']
['42', '199', '758']
['43', '203', '757']
['44', '207', '756']
['45', '211', '755']
['46', '215', '754']
['47', '219', '753']
['48', '223', '752']
['49', '227', '751']
['50', '231', '750']
['33', '164', '767']
['34', '168', '766']
['35', '172', '765']
['36', '176', '764']
['37', '180', '763']
['38', '184', '762']
['39', '188', '761']
['40', '192', '760']
['41', '196', '759']
['42', '200', '758']
['43', '204', '757']
['44', '208', '756']
['45', '212', '755']
['46', '216', '754']
['47', '220', '753']
['48', '224', '752']
['49', '228', '751']
['50', '232', '750']
['51', '236', '749']
['34', '169', '766']
['35', '173', '765']
['36', '177', '764']
['37', '181', '763']
['38', '185', '762']
['39', '189', '761']
['40', '193', '760']
['41', '197', '759']
['42', '201', '758']
['43', '205', '757']
['44', '209', '756']
['45', '213', '755']
['46', '217', '754']
['47', '221', '753']
['48', '225', '752']
['49', '229', '751']
['50', '233', '750']
['51', '237', '749']
['52', '241', '748']
['35', '174', '765']
['36', '178', '764']
['37', '182', '763']
['38', '186', '762']
['39', '190', '761']
['40', '194', '760']
['41', '198', '759']
['42', '202', '758']
['43', '206', '757']
['44', '210', '756']
['45', '214', '755']
['46', '218', '754']
['47', '222', '753']
['48', '226', '752']
['49', '230', '751']
['50', '234', '750']
['51', '238', '749']
['52', '242', '748']
['53', '246', '747']
['36', '179', '764']
['37', '183', '763']
['38', '187', '762']
['39', '191', '761']
['40', '195', '760']
['41', '199', '759']
['42', '203', '758']
['43', '207', '757']
['44', '211', '756']
['45', '215', '755']
['46', '219', '754']
['47', '223', '753']
['48', '227', '752']
['49', '231', '751']
['50', '235', '750']
['51', '239', '749']
['52', '243', '748']
['53', '247', '747']
['54', '251', '746']
['37', '184', '763']
['38', '188', '762']
['39', '192', '761']
['40', '196', '760']
['41', '200', '759']
['42', '204', '758']
['43', '208', '757']
['44', '212', '756']
['45', '216', '755']
['46', '220', '754']
['47', '224', '753']
['48', '228', '752']
['49', '232', '751']
['50', '236', '750']
['51', '240', '749']
['52', '244', '748']
['53', '248', '747']
['54', '252', '746']
['55', '256', '745']
['38', '189', '762']
['39', '193', '761']
['40', '197', '760']
['41', '201', '759']
['42', '205', '758']
['43', '209', '757']
['44', '213', '756']
['45', '217', '755']
['46', '221', '754']
['47', '225', '753']
['48', '229', '752']
['49', '233', '751']
['50', '237', '750']
['51', '241', '749']
['52', '245', '748']
['53', '249', '747']
['54', '253', '746']
['55', '257', '745']
['56', '261', '744']
['39', '194', '761']
['40', '198', '760']
['41', '202', '759']
['42', '206', '758']
['43', '210', '757']
['44', '214', '756']
['45', '218', '755']
['46', '222', '754']
['47', '226', '753']
['48', '230', '752']
['49', '234', '751']
['50', '238', '750']
['51', '242', '749']
['52', '246', '748']
['53', '250', '747']
['54', '254', '746']
['55', '258', '745']
['56', '262', '744']
['57', '266', '743']
['40', '199', '760']
['41', '203', '759']
['42', '207', '758']
['43', '211', '757']
['44', '215', '756']
['45', '219', '755']
['46', '223', '754']
['47', '227', '753']
['48', '231', '752']
['49', '235', '751']
['50', '239', '750']
['51', '243', '749']
['52', '247', '748']
['53', '251', '747']
['54', '255', '746']
['55', '259', '745']
['56', '263', '744']
['57', '267', '743']
['58', '271', '742']
['41', '204', '759']
['42', '208', '758']
['43', '212', '757']
['44', '216', '756']
['45', '220', '755']
['46', '224', '754']
['47', '228', '753']
['48', '232', '752']
['49', '236', '751']
['50', '240', '750']
['51', '244', '749']
['52', '248', '748']
['53', '252', '747']
['54', '256', '746']
['55', '260', '745']
['56', '264', '744']
['57', '268', '743']
['58', '272', '742']
['59', '276', '741']
['42', '209', '758']
['43', '213', '757']
['44', '217', '756']
['45', '221', '755']
['46', '225', '754']
['47', '229', '753']
['48', '233', '752']
['49', '237', '751']
['50', '241', '750']
['51', '245', '749']
['52', '249', '748']
['53', '253', '747']
['54', '257', '746']
['55', '261', '745']
['56', '265', '744']
['57', '269', '743']
['58', '273', '742']
['59', '277', '741']
['60', '281', '740']
['43', '214', '757']
['44', '218', '756']
['45', '222', '755']
['46', '226', '754']
['47', '230', '753']
['48', '234', '752']
['49', '238', '751']
['50', '242', '750']
['51', '246', '749']
['52', '250', '748']
['53', '254', '747']
['54', '258', '746']
['55', '262', '745']
['56', '266', '744']
['57', '270', '743']
['58', '274', '742']
['59', '278', '741']
['60', '282', '740']
['61', '286', '739']
['44', '219', '756']
['45', '223', '755']
['46', '227', '754']
['47', '231', '753']
['48', '235', '752']
['49', '239', '751']
['50', '243', '750']
['51', '247', '749']
['52', '251', '748']
['53', '255', '747']
['54', '259', '746']
['55', '263', '745']
['56', '267', '744']
['57', '271', '743']
['58', '275', '742']
['59', '279', '741']
['60', '283', '740']
['61', '287', '739']
['62', '291', '738']
['45', '224', '755']
['46', '228', '754']
['47', '232', '753']
['48', '236', '752']
['49', '240', '751']
['50', '244', '750']
['51', '248', '749']
['52', '252', '748']
['53', '256', '747']
['54', '260', '746']
['55', '264', '745']
['56', '268', '744']
['57', '272', '743']
['58', '276', '742']
['59', '280', '741']
['60', '284', '740']
['61', '288', '739']
['62', '292', '738']
['63', '296', '737']
['46', '229', '754']
['47', '233', '753']
['48', '237', '752']
['49', '241', '751']
['50', '245', '750']
['51', '249', '749']
['52', '253', '748']
['53', '257', '747']
['54', '261', '746']
['55', '265', '745']
['56', '269', '744']
['57', '273', '743']
['58', '277', '742']
['59', '281', '741']
['60', '285', '740']
['61', '289', '739']
['62', '293', '738']
['63', '297', '737']
['64', '301', '736']
['47', '234', '753']
['48', '238', '752']
['49', '242', '751']
['50', '246', '750']
['51', '250', '749']
['52', '254', '748']
['53', '258', '747']
['54', '262', '746']
['55', '266', '745']
['56', '270', '744']
['57', '274', '743']
['58', '278', '742']
['59', '282', '741']
['60', '286', '740']
['61', '290', '739']
['62', '294', '738']
['63', '298', '737']
['64', '302', '736']
['65', '306', '735']
['48', '239', '752']
['49', '243', '751']
['50', '247', '750']
['51', '251', '749']
['52', '255', '748']
['53', '259', '747']
['54', '263', '746']
['55', '267', '745']
['56', '271', '744']
['57', '275', '743']
['58', '279', '742']
['59', '283', '741']
['60', '287', '740']
['61', '291', '739']
['62', '295', '738']
['63', '299', '737']
['64', '303', '736']
['65', '307', '735']
['66', '311', '734']
['49', '244', '751']
['50', '248', '750']
['51', '252', '749']
['52', '256', '748']
['53', '260', '747']
['54', '264', '746']
['55', '268', '745']
['56', '272', '744']
['57', '276', '743']
['58', '280', '742']
['59', '284', '741']
['60', '288', '740']
['61', '292', '739']
['62', '296', '738']
['63', '300', '737']
['64', '304', '736']
['65', '308', '735']
['66', '312', '734']
['67', '316', '733']
['50', '249', '750']
['51', '253', '749']
['52', '257', '748']
['53', '261', '747']
['54', '265', '746']
['55', '269', '745']
['56', '273', '744']
['57', '277', '743']
['58', '281', '742']
['59', '285', '741']
['60', '289', '740']
['61', '293', '739']
['62', '297', '738']
['63', '301', '737']
['64', '305', '736']
['65', '309', '735']
['66', '313', '734']
['67', '317', '733']
['68', '321', '732']
['51', '254', '749']
['52', '258', '748']
['53', '262', '747']
['54', '266', '746']
['55', '270', '745']
['56', '274', '744']
['57', '278', '743']
['58', '282', '742']
['59', '286', '741']
['60', '290', '740']
['61', '294', '739']
['62', '298', '738']
['63', '302', '737']
['64', '306', '736']
['65', '310', '735']
['66', '314', '734']
['67', '318', '733']
['68', '322', '732']
['69', '326', '731']
['52', '259', '748']
['53', '263', '747']
['54', '267', '746']
['55', '271', '745']
['56', '275', '744']
['57', '279', '743']
['58', '283', '742']
['59', '287', '741']
['60', '291', '740']
['61', '295', '739']
['62', '299', '738']
['63', '303', '737']
['64', '307', '736']
['65', '311', '735']
['66', '315', '734']
['67', '319', '733']
['68', '323', '732']
['69', '327', '731']
['70', '331', '730']
['53', '264', '747']
['54', '268', '746']
['55', '272', '745']
['56', '276', '744']
['57', '280', '743']
['58', '284', '742']
['59', '288', '741']
['60', '292', '740']
['61', '296', '739']
['62', '300', '738']
['63', '304', '737']
['64', '308', '736']
['65', '312', '735']
['66', '316', '734']
['67', '320', '733']
['68', '324', '732']
['69', '328', '731']
['70', '332', '730']
['71', '336', '729']
['54', '269', '746']
['55', '273', '745']
['56', '277', '744']
['57', '281', '743']
['58', '285', '742']
['59', '289', '741']
['60', '293', '740']
['61', '297', '739']
['62', '301', '738']
['63', '305', '737']
['64', '309', '736']
['65', '313', '735']
['66', '317', '734']
['67', '321', '733']
['68', '325', '732']
['69', '329', '731']
['70', '333', '730']
['71', '337', '729']
['72', '341', '728']
['55', '274', '745']
['56', '278', '744']
['57', '282', '743']
['58', '286', '742']
['59', '290', '741']
['60', '294', '740']
['61', '298', '739']
['62', '302', '738']
['63', '306', '737']
['64', '310', '736']
['65', '314', '735']
['66', '318', '734']
['67', '322', '733']
['68', '326', '732']
['69', '330', '731']
['70', '334', '730']
['71', '338', '729']
['72', '342', '728']
['73', '346', '727']
['56', '279', '744']
['57', '283', '743']
['58', '287', '742']
['59', '291', '741']
['60', '295', '740']
['61', '299', '739']
['62', '303', '738']
['63', '307', '737']
['64', '311', '736']
['65', '315', '735']
['66', '319', '734']
['67', '323', '733']
['68', '327', '732']
['69', '331', '731']
['70', '335', '730']
['71', '339', '729']
['72', '343', '728']
['73', '347', '727']
['74', '351', '726']
['57', '284', '743']
['58', '288', '742']
['59', '292', '741']
['60', '296', '740']
['61', '300', '739']
['62', '304', '738']
['63', '308', '737']
['64', '312', '736']
['65', '316', '735']
['66', '320', '734']
['67', '324', '733']
['68', '328', '732']
['69', '332', '731']
['70', '336', '730']
['71', '340', '729']
['72', '344', '728']
['73', '348', '727']
['74', '352', '726']
['75', '356', '725']
['58', '289', '742']
['59', '293', '741']
['60', '297', '740']
['61', '301', '739']
['62', '305', '738']
['63', '309', '737']
['64', '313', '736']
['65', '317', '735']
['66', '321', '734']
['67', '325', '733']
['68', '329', '732']
['69', '333', '731']
['70', '337', '730']
['71', '341', '729']
['72', '345', '728']
['73', '349', '727']
['74', '353', '726']
['75', '357', '725']
['76', '361', '724']
['59', '294', '741']
['60', '298', '740']
['61', '302', '739']
['62', '306', '738']
['63', '310', '737']
['64', '314', '736']
['65', '318', '735']
['66', '322', '734']
['67', '326', '733']
['68', '330', '732']
['69', '334', '731']
['70', '338', '730']
['71', '342', '729']
['72', '346', '728']
['73', '350', '727']
['74', '354', '726']
['75', '358', '725']
['76', '362', '724']
['77', '366', '723']
['60', '299', '740']
['61', '303', '739']
['62', '307', '738']
['63', '311', '737']
['64', '315', '736']
['65', '319', '735']
['66', '323', '734']
['67', '327', '733']
['68', '331', '732']
['69', '335', '731']
['70', '339', '730']
['71', '343', '729']
['72', '347', '728']
['73', '351', '727']
['74', '355', '726']
['75', '359', '725']
['76', '363', '724']
['77', '367', '723']
['78', '371', '722']
['61', '304', '739']
['62', '308', '738']
['63', '312', '737']
['64', '316', '736']
['65', '320', '735']
['66', '324', '734']
['67', '328', '733']
['68', '332', '732']
['69', '336', '731']
['70', '340', '730']
['71', '344', '729']
['72', '348', '728']
['73', '352', '727']
['74', '356', '726']
['75', '360', '725']
['76', '364', '724']
['77', '368', '723']
['78', '372', '722']
['79', '376', '721']
['62', '309', '738']
['63', '313', '737']
['64', '317', '736']
['65', '321', '735']
['66', '325', '734']
['67', '329', '733']
['68', '333', '732']
['69', '337', '731']
['70', '341', '730']
['71', '345', '729']
['72', '349', '728']
['73', '353', '727']
['74', '357', '726']
['75', '361', '725']
['76', '365', '724']
['77', '369', '723']
['78', '373', '722']
['79', '377', '721']
['80', '381', '720']
['63', '314', '737']
['64', '318', '736']
['65', '322', '735']
['66', '326', '734']
['67', '330', '733']
['68', '334', '732']
['69', '338', '731']
['70', '342', '730']
['71', '346', '729']
['72', '350', '728']
['73', '354', '727']
['74', '358', '726']
['75', '362', '725']
['76', '366', '724']
['77', '370', '723']
['78', '374', '722']
['79', '378', '721']
['80', '382', '720']
['81', '386', '719']
['64', '319', '736']
['65', '323', '735']
['66', '327', '734']
['67', '331', '733']
['68', '335', '732']
['69', '339', '731']
['70', '343', '730']
['71', '347', '729']
['72', '351', '728']
['73', '355', '727']
['74', '359', '726']
['75', '363', '725']
['76', '367', '724']
['77', '371', '723']
['78', '375', '722']
['79', '379', '721']
['80', '383', '720']
['81', '387', '719']
['82', '391', '718']
['65', '324', '735']
['66', '328', '734']
['67', '332', '733']
['68', '336', '732']
['69', '340', '731']
['70', '344', '730']
['71', '348', '729']
['72', '352', '728']
['73', '356', '727']
['74', '360', '726']
['75', '364', '725']
['76', '368', '724']
['77', '372', '723']
['78', '376', '722']
['79', '380', '721']
['80', '384', '720']
['81', '388', '719']
['82', '392', '718']
['83', '396', '717']
['66', '329', '734']
['67', '333', '733']
['68', '337', '732']
['69', '341', '731']
['70', '345', '730']
['71', '349', '729']
['72', '353', '728']
['73', '357', '727']
['74', '361', '726']
['75', '365', '725']
['76', '369', '724']
['77', '373', '723']
['78', '377', '722']
['79', '381', '721']
['80', '385', '720']
['81', '389', '719']
['82', '393', '718']
['83', '397', '717']
['84', '401', '716']
['67', '334', '733']
['68', '338', '732']
['69', '342', '731']
['70', '346', '730']
['71', '350', '729']
['72', '354', '728']
['73', '358', '727']
['74', '362', '726']
['75', '366', '725']
['76', '370', '724']
['77', '374', '723']
['78', '378', '722']
['79', '382', '721']
['80', '386', '720']
['81', '390', '719']
['82', '394', '718']
['83', '398', '717']
['84', '402', '716']
['85', '406', '715']
['68', '339', '732']
['69', '343', '731']
['70', '347', '730']
['71', '351', '729']
['72', '355', '728']
['73', '359', '727']
['74', '363', '726']
['75', '367', '725']
['76', '371', '724']
['77', '375', '723']
['78', '379', '722']
['79', '383', '721']
['80', '387', '720']
['81', '391', '719']
['82', '395', '718']
['83', '399', '717']
['84', '403', '716']
['85', '407', '715']
['86', '411', '714']
['69', '344', '731']
['70', '348', '730']
['71', '352', '729']
['72', '356', '728']
['73', '360', '727']
['74', '364', '726']
['75', '368', '725']
['76', '372', '724']
['77', '376', '723']
['78', '380', '722']
['79', '384', '721']
['80', '388', '720']
['81', '392', '719']
['82', '396', '718']
['83', '400', '717']
['84', '404', '716']
['85', '408', '715']
['86', '412', '714']
['87', '416', '713']
['70', '349', '730']
['71', '353', '729']
['72', '357', '728']
['73', '361', '727']
['74', '365', '726']
['75', '369', '725']
['76', '373', '724']
['77', '377', '723']
['78', '381', '722']
['79', '385', '721']
['80', '389', '720']
['81', '393', '719']
['82', '397', '718']
['83', '401', '717']
['84', '405', '716']
['85', '409', '715']
['86', '413', '714']
['87', '417', '713']
['88', '421', '712']
['71', '354', '729']
['72', '358', '728']
['73', '362', '727']
['74', '366', '726']
['75', '370', '725']
['76', '374', '724']
['77', '378', '723']
['78', '382', '722']
['79', '386', '721']
['80', '390', '720']
['81', '394', '719']
['82', '398', '718']
['83', '402', '717']
['84', '406', '716']
['85', '410', '715']
['86', '414', '714']
['87', '418', '713']
['88', '422', '712']
['89', '426', '711']
['72', '359', '728']
['73', '363', '727']
['74', '367', '726']
['75', '371', '725']
['76', '375', '724']
['77', '379', '723']
['78', '383', '722']
['79', '387', '721']
['80', '391', '720']
['81', '395', '719']
['82', '399', '718']
['83', '403', '717']
['84', '407', '716']
['85', '411', '715']
['86', '415', '714']
['87', '419', '713']
['88', '423', '712']
['89', '427', '711']
['90', '431', '710']
['73', '364', '727']
['74', '368', '726']
['75', '372', '725']
['76', '376', '724']
['77', '380', '723']
['78', '384', '722']
['79', '388', '721']
['80', '392', '720']
['81', '396', '719']
['82', '400', '718']
['83', '404', '717']
['84', '408', '716']
['85', '412', '715']
['86', '416', '714']
['87', '420', '713']
