3
200
['96', '0']
['1', '431']
['145', '3']
['481', '1']
['122', '2']
['98', '0']
['456', '0']
['1', '227']
['0', '455']
['0', '441']
['3', '319']
['0', '94']
['2', '41']
['82', '3']
['1', '213']
['488', '1']
['161', '1']
['231', '0']
['247', '1']
['1', '98']
['346', '2']
['3', '132']
['43', '2']
['259', '2']
['0', '314']
['108', '3']
['0', '268']
['0', '460']
['3', '245']
['0', '339']
['3', '33']
['67', '0']
['0', '17']
['1', '125']
['266', '1']
['3', '303']
['60', '1']
['13', '2']
['3', '484']
['68', '2']
['175', '0']
['1', '147']
['0', '393']
['3', '483']
['285', '3']
['0', '438']
['1', '237']
['66', '1']
['3', '390']
['256', '2']
['183', '2']
['391', '1']
['37', '0']
['490', '1']
['1', '128']
['462', '2']
['352', '0']
['159', '0']
['0', '189']
['88', '3']
['0', '366']
['2', '339']
['242', '2']
['298', '3']
['3', '156']
['338', '0']
['1', '150']
['274', '3']
['88', '2']
['236', '0']
['1', '59']
['238', '3']
['3', '491']
['82', '1']
['0', '207']
['1', '350']
['344', '0']
['3', '426']
['399', '0']
['41', '1']
['2', '47']
['3', '255']
['2', '194']
['3', '345']
['426', '1']
['411', '0']
['1', '17']
['0', '180']
['70', '1']
['2', '380']
['473', '2']
['2', '291']
['3', '111']
['182', '2']
['480', '3']
['201', '3']
['1', '442']
['3', '179']
['3', '489']
['188', '2']
['0', '13']
['319', '1']
['3', '26']
['420', '2']
['399', '3']
['199', '2']
['172', '3']
['148', '2']
['349', '2']
['392', '1']
['311', '2']
['41', '3']
['449', '0']
['1', '349']
['347', '0']
['0', '446']
['3', '334']
['0', '200']
['2', '133']
['2', '476']
['1', '495']
['2', '235']
['3', '216']
['0', '367']
['231', '1']
['3', '304']
['194', '1']
['2', '264']
['436', '2']
['1', '6']
['57', '0']
['186', '3']
['3', '198']
['1', '219']
['2', '117']
['0', '252']
['64', '1']
['1', '199']
['3', '301']
['178', '3']
['245', '2']
['3', '280']
['3', '217']
['0', '20']
['193', '1']
['396', '0']
['0', '203']
['3', '168']
['369', '0']
['0', '22']
['116', '0']
['1', '336']
['2', '347']
['1', '269']
['259', '0']
['0', '171']
['25', '0']
['114', '1']
['1', '102']
['465', '3']
['392', '3']
['214', '3']
['2', '400']
['36', '0']
['413', '1']
['110', '2']
['0', '35']
['466', '3']
['203', '3']
['2', '464']
['103', '3']
['75', '1']
['96', '2']
['120', '1']
['353', '2']
['490', '0']
['0', '108']
['360', '2']
['0', '135']
['0', '223']
['1', '144']
['2', '44']
['495', '3']
['2', '189']
['84', '0']
['60', '2']
['496', '3']
['431', '0']
['1', '436']
['223', '1']
['2', '261']
['0', '40']
['0', '164']
['3', '46']
['2', '453']
['1', '29']
['428', '3']
['0', '91']
['362', '0']
['159', '2']
['3', '105']
['171', '1']
['164', '3']
['402', '1']
['219', '0']
['0', '353']
['1', '280']
['3', '84']
['359', '0']
['271', '0']
['3', '360']
['443', '3']
['3', '129']
['420', '3']
['0', '435']
['326', '0']
['0', '243']
['54', '1']
['2', '211']
['247', '0']
['2', '478']
['139', '1']
['2', '208']
['436', '3']
['126', '3']
['2', '233']
['0', '119']
['2', '106']
['3', '4']
['1', '203']
['2', '197']
['466', '0']
['198', '1']
['241', '2']
['71', '2']
['1', '459']
['0', '199']
['3', '371']
['158', '0']
['3', '442']
['498', '1']
['273', '2']
['1', '456']
['2', '195']
['1', '239']
['1', '134']
['0', '272']
['73', '3']
['2', '488']
['419', '2']
['1', '320']
['150', '3']
['245', '1']
['2', '145']
['2', '220']
['1', '96']
['1', '140']
['2', '51']
['142', '1']
['74', '0']
['3', '13']
['434', '0']
['60', '0']
['282', '2']
['167', '0']
['1', '259']
['2', '479']
['0', '28']
['351', '0']
['459', '0']
['51', '0']
['343', '1']
['1', '183']
['476', '1']
['1', '43']
['2', '216']
['387', '0']
['1', '189']
['3', '62']
['0', '404']
['0', '123']
['1', '201']
['0', '488']
['273', '0']
['160', '1']
['402', '0']
['89', '0']
['2', '246']
['312', '0']
['304', '0']
['0', '317']
['3', '143']
['2', '91']
['75', '0']
['243', '2']
['84', '1']
['385', '2']
['135', '3']
['285', '0']
['322', '0']
['2', '5']
['0', '453']
['120', '0']
['414', '0']
['0', '451']
['2', '141']
['192', '0']
['152', '0']
['261', '3']
['225', '3']
['0', '121']
['2', '161']
['297', '2']
['3', '482']
['450', '3']
['427', '0']
['0', '288']
['3', '206']
['0', '297']
['366', '1']
['487', '3']
['0', '372']
['472', '1']
['458', '3']
['341', '1']
['3', '29']
['409', '1']
['1', '5']
['497', '2']
['397', '1']
['111', '0']
['469', '2']
['0', '430']
['129', '1']
['295', '3']
['2', '94']
['0', '138']
['28', '2']
['414', '3']
['2', '63']
['3', '187']
['485', '2']
['2', '379']
['3', '167']
['0', '174']
['417', '3']
['0', '42']
['0', '319']
['1', '373']
['3', '121']
['2', '24']
['422', '1']
['1', '108']
['3', '394']
['0', '68']
['93', '1']
['2', '494']
['214', '0']
['2', '15']
['1', '434']
['3', '85']
['3', '115']
['0', '292']
['176', '0']
['1', '26']
['3', '344']
['418', '3']
['3', '204']
['1', '178']
['356', '1']
['459', '2']
['3', '336']
['222', '3']
['1', '297']
['389', '3']
['0', '64']
['0', '452']
['3', '142']
['86', '1']
['212', '1']
['3', '223']
['1', '367']
['3', '275']
['294', '0']
['113', '1']
['383', '2']
['3', '219']
['130', '0']
['1', '94']
['2', '403']
['1', '433']
['1', '273']
['333', '1']
['373', '0']
['497', '0']
['83', '3']
['2', '8']
['1', '270']
['461', '2']
['0', '136']
['1', '316']
['3', '22']
['267', '2']
['277', '3']
['155', '0']
['3', '435']
['1', '244']
['284', '1']
['2', '271']
['3', '236']
['0', '337']
['1', '354']
['2', '37']
['0', '418']
['3', '18']
['215', '2']
['2', '482']
['1', '180']
['321', '0']
['323', '3']
['0', '310']
['1', '425']
['2', '274']
['2', '337']
['276', '2']
['2', '160']
['0', '204']
['137', '2']
['443', '0']
['222', '2']
['298', '1']
['225', '2']
['238', '2']
['151', '1']
['3', '154']
['170', '1']
['116', '2']
['408', '3']
['197', '1']
['340', '2']
['35', '2']
['0', '72']
['3', '101']
['318', '0']
['384', '3']
['2', '275']
['1', '91']
['0', '97']
['1', '196']
['25', '1']
['1', '10']
['99', '1']
['439', '2']
['335', '0']
['490', '2']
['143', '1']
['491', '1']
['3', '78']
['377', '2']
['0', '256']
['81', '0']
['3', '38']
['2', '471']
['3', '269']
['1', '460']
['0', '151']
['284', '0']
['0', '129']
['38', '0']
['2', '119']
['1', '499']
['335', '3']
['1', '72']
['308', '0']
['153', '3']
['474', '0']
['304', '2']
['109', '1']
['2', '452']
['141', '1']
['146', '0']
['347', '1']
['326', '2']
['3', '452']
['1', '56']
['2', '445']
['2', '374']
['24', '3']
['177', '0']
['2', '368']
['220', '0']
['388', '3']
['92', '3']
['31', '0']
['424', '3']
['2', '414']
['3', '370']
['69', '2']
['3', '292']
['480', '2']
['0', '208']
['1', '220']
['3', '312']
['2', '362']
['15', '3']
['3', '330']
['185', '1']
['78', '1']
['3', '467']
['218', '3']
['393', '3']
['3', '364']
['393', '1']
['117', '0']
['55', '1']
['3', '499']
['0', '124']
['79', '2']
['149', '0']
['294', '3']
['1', '48']
['90', '1']
['0', '425']
['5', '8']
['269', '2']
['1', '159']
['30', '1']
['2', '177']
['0', '386']
['0', '234']
['1', '27']
['455', '3']
['2', '422']
['0', '401']
['263', '0']
['107', '3']
['340', '0']
['1', '272']
['1', '124']
['2', '348']
['2', '395']
['205', '0']
['275', '0']
['338', '3']
['14', '2']
['28', '1']
['1', '301']
['1', '464']
['20', '3']
['228', '3']
['286', '3']
['0', '307']
['490', '3']
['0', '477']
['1', '47']
['3', '118']
['465', '0']
['270', '2']
['345', '1']
['0', '325']
['0', '354']
['1', '42']
['100', '0']
['115', '0']
['3', '403']
['2', '376']
['424', '0']
['493', '3']
['317', '1']
['293', '1']
['3', '86']
['260', '3']
['181', '0']
['0', '496']
['458', '2']
['3', '369']
['230', '0']
['470', '2']
['218', '0']
['39', '2']
['1', '315']
['205', '1']
['438', '3']
['2', '4']
['447', '1']
['0', '122']
['2', '219']
['389', '2']
['276', '0']
['3', '315']
['107', '0']
['58', '0']
['124', '3']
['79', '0']
['344', '2']
['3', '69']
['1', '260']
['475', '2']
['367', '2']
['385', '1']
['375', '2']
['0', '224']
['1', '321']
['454', '2']
['3', '110']
['3', '95']
['83', '2']
['411', '1']
['2', '407']
['0', '270']
['165', '3']
['118', '1']
['2', '411']
['168', '1']
['3', '175']
['131', '1']
['61', '1']
['1', '176']
['1', '73']
['0', '439']
['273', '3']
['44', '3']
['2', '173']
['158', '2']
['41', '0']
['6', '5']
['1', '467']
['3', '290']
['3', '324']
['404', '1']
['0', '99']
['3', '340']
['471', '3']
['278', '0']
['217', '0']
['427', '1']
['439', '1']
['44', '0']
['2', '437']
['26', '0']
['3', '378']
['349', '0']
['3', '220']
['1', '376']
['287', '1']
['3', '14']
['473', '3']
['1', '177']
['2', '449']
['2', '397']
['125', '0']
['390', '1']
['2', '153']
['0', '470']
['6', '7']
['1', '7']
['156', '1']
['2', '65']
['460', '2']
['158', '3']
['1', '181']
['122', '1']
['398', '1']
['396', '1']
['133', '3']
['2', '157']
['194', '0']
['166', '2']
['1', '4']
['44', '1']
['49', '2']
['162', '1']
['306', '2']
['3', '57']
['224', '2']
['410', '3']
['287', '0']
['3', '412']
['0', '246']
['427', '2']
['195', '1']
['0', '85']
['1', '240']
['74', '1']
['296', '2']
['22', '2']
['213', '3']
['19', '0']
['2', '260']
['3', '343']
['284', '2']
['3', '409']
['293', '2']
['146', '3']
['198', '0']
['39', '3']
['494', '3']
['27', '0']
['3', '339']
['361', '3']
['1', '448']
['1', '89']
['3', '252']
['2', '244']
['113', '3']
['294', '2']
['1', '166']
['218', '1']
['258', '2']
['291', '1']
['2', '484']
['300', '3']
['474', '1']
['2', '123']
['229', '2']
['238', '0']
['109', '3']
['1', '370']
['58', '1']
['148', '1']
['103', '0']
['95', '2']
['1', '455']
['494', '1']
['1', '230']
['415', '2']
['262', '3']
['16', '0']
['30', '2']
['28', '3']
['3', '432']
['285', '2']
['462', '3']
['3', '215']
['489', '2']
['0', '193']
['163', '3']
['2', '341']
['3', '446']
['2', '428']
['3', '8']
['257', '1']
['369', '2']
['146', '1']
['165', '1']
['438', '2']
['326', '1']
['76', '0']
['2', '443']
['0', '23']
['30', '3']
['1', '357']
['2', '263']
['236', '2']
['336', '0']
['2', '463']
['155', '2']
['54', '0']
['213', '2']
['2', '210']
['464', '0']
['1', '493']
['2', '333']
['3', '475']
['1', '233']
['333', '3']
['3', '266']
['461', '0']
['402', '2']
['274', '0']
['174', '1']
['400', '1']
['330', '2']
['43', '0']
['272', '3']
['262', '0']
['3', '474']
['3', '166']
['286', '1']
['361', '1']
['2', '10']
['0', '61']
['2', '32']
['225', '1']
['3', '184']
['186', '2']
['301', '2']
['453', '3']
['1', '36']
['2', '114']
['0', '266']
['253', '3']
['3', '396']
['3', '9']
['334', '2']
['226', '0']
['2', '313']
['2', '388']
['3', '363']
['3', '320']
['0', '463']
['418', '2']
['1', '497']
['128', '2']
['0', '479']
['0', '385']
['282', '1']
['364', '2']
['45', '1']
['0', '330']
['197', '0']
['217', '1']
['350', '2']
['16', '3']
['3', '354']
['1', '50']
['3', '311']
['3', '32']
['1', '252']
['3', '456']
['0', '482']
['51', '3']
['95', '0']
['3', '96']
['2', '405']
['223', '2']
['86', '0']
['3', '169']
['244', '3']
['302', '3']
['2', '143']
['400', '3']
['421', '3']
['0', '363']
['272', '2']
['165', '0']
['2', '218']
['0', '260']
['2', '268']
['204', '1']
['420', '1']
['138', '1']
['407', '0']
['0', '131']
['0', '448']
['3', '31']
['2', '62']
['18', '1']
['154', '1']
['73', '2']
['1', '415']
['0', '170']
['470', '1']
['496', '1']
['23', '3']
['0', '471']
['3', '366']
['160', '0']
['90', '2']
['138', '3']
['49', '1']
['1', '468']
['392', '0']
['400', '0']
['79', '3']
['117', '3']
['148', '3']
['217', '2']
['3', '411']
['1', '164']
['417', '1']
['261', '1']
['1', '137']
['1', '262']
['1', '387']
['366', '2']
['127', '0']
['0', '53']
['2', '325']
['0', '485']
['0', '232']
['1', '358']
['1', '236']
['0', '132']
['207', '2']
['1', '334']
['3', '221']
['0', '289']
['2', '179']
['479', '1']
['50', '2']
['1', '484']
['0', '105']
['282', '3']
['231', '2']
['1', '112']
['2', '424']
['92', '1']
['0', '389']
['42', '2']
['413', '2']
['368', '1']
['357', '3']
['328', '3']
['448', '2']
['9', '1']
['365', '2']
['2', '75']
['1', '471']
['248', '3']
['3', '422']
['393', '2']
['2', '167']
['3', '423']
['305', '1']
['1', '208']
['1', '478']
['121', '2']
['332', '1']
['7', '8']
['2', '147']
['1', '46']
['88', '0']
['0', '140']
['421', '2']
['3', '444']
['2', '412']
['1', '449']
['2', '435']
['209', '2']
['3', '25']
['3', '50']
['2', '206']
['289', '3']
['82', '0']
['3', '268']
['2', '132']
['1', '83']
['1', '152']
['278', '1']
['370', '2']
['353', '1']
['0', '360']
['1', '249']
['2', '66']
['230', '2']
['172', '0']
['3', '136']
['2', '81']
['212', '0']
['0', '10']
['3', '291']
['234', '3']
['2', '431']
['72', '2']
['292', '1']
['3', '171']
['378', '2']
['1', '369']
['254', '3']
['64', '2']
['0', '481']
['1', '187']
['3', '271']
['3', '58']
['279', '2']
['151', '3']
['0', '462']
['2', '150']
['3', '189']
['331', '1']
['1', '424']
['241', '3']
['299', '1']
['3', '365']
['318', '3']
['469', '0']
['281', '0']
['1', '200']
['0', '291']
['316', '0']
['3', '373']
['224', '3']
['0', '137']
['0', '487']
['2', '164']
['244', '0']
['406', '0']
['1', '121']
['2', '104']
['3', '122']
['0', '468']
['0', '202']
['103', '1']
['0', '483']
['0', '498']
['1', '430']
['0', '374']
['346', '3']
['2', '105']
['3', '429']
['21', '3']
['3', '337']
['363', '1']
['358', '2']
['39', '1']
['264', '1']
['143', '0']
['145', '1']
['7', '4']
['384', '0']
['0', '296']
['192', '3']
['0', '39']
['2', '184']
['461', '3']
['2', '442']
['209', '3']
['2', '468']
['196', '3']
['3', '288']
['399', '2']
['1', '288']
['1', '446']
['2', '317']
['456', '2']
['318', '1']
['0', '29']
['100', '1']
['496', '2']
['396', '2']
['1', '412']
['3', '497']
['3', '356']
['180', '3']
['401', '1']
['372', '1']
['197', '3']
['3', '316']
['77', '1']
['3', '383']
['2', '474']
['3', '415']
['1', '381']
['129', '2']
['1', '95']
['191', '0']
['2', '136']
['63', '0']
['485', '3']
['386', '2']
['0', '444']
['2', '440']
['204', '2']
['329', '2']
['3', '7']
['375', '1']
['379', '0']
['2', '25']
['2', '441']
['381', '0']
['238', '1']
['221', '1']
['12', '2']
['323', '1']
['139', '2']
['2', '82']
['2', '372']
['3', '267']
['300', '0']
['0', '32']
['3', '48']
['2', '135']
['280', '2']
['339', '1']
['461', '1']
['305', '2']
['2', '200']
['200', '3']
['1', '265']
['1', '130']
['1', '253']
['3', '10']
['351', '3']
['3', '439']
['72', '3']
['234', '1']
['338', '1']
['255', '0']
['0', '395']
['3', '170']
['192', '2']
['457', '3']
['2', '384']
['1', '304']
['142', '0']
['0', '394']
['3', '287']
['0', '80']
['1', '428']
['206', '1']
['115', '1']
['43', '3']
['99', '2']
['433', '2']
['133', '0']
['2', '112']
['58', '2']
['3', '226']
['1', '248']
['450', '1']
['2', '499']
['3', '240']
['2', '57']
['2', '80']
['123', '3']
['90', '0']
['1', '242']
['1', '235']
['289', '1']
['1', '188']
['23', '2']
['77', '3']
['455', '2']
['0', '412']
['2', '394']
['0', '356']
['327', '1']
['110', '0']
['1', '351']
['3', '174']
['169', '2']
['352', '2']
['499', '0']
['3', '476']
['357', '2']
['1', '209']
['3', '433']
['1', '11']
['187', '2']
['1', '81']
['53', '1']
['83', '0']
['258', '1']
['2', '152']
['1', '97']
['475', '0']
['447', '0']
['1', '485']
['1', '250']
['0', '436']
['0', '196']
['75', '3']
['21', '2']
['2', '250']
['379', '3']
['101', '0']
['2', '390']
['263', '1']
['118', '0']
['0', '161']
['0', '280']
['240', '0']
['479', '3']
['2', '85']
['2', '486']
['74', '3']
['166', '0']
['140', '3']
['285', '1']
['19', '1']
['141', '3']
['105', '1']
['65', '3']
['355', '0']
['3', '210']
['98', '3']
['4', '0']
['178', '0']
['0', '213']
['309', '1']
['2', '92']
['0', '77']
['0', '378']
['0', '190']
['372', '3']
['2', '319']
['0', '329']
['1', '295']
['0', '445']
['1', '80']
['181', '2']
['495', '2']
['2', '226']
['312', '2']
['0', '235']
['226', '1']
['1', '451']
['2', '498']
['0', '495']
['2', '221']
['3', '157']
['34', '3']
['402', '3']
['0', '403']
['0', '375']
['2', '318']
['1', '67']
['3', '239']
['1', '429']
['126', '2']
['332', '0']
['2', '156']
['487', '1']
['191', '1']
['106', '0']
['1', '210']
['2', '467']
['1', '224']
['355', '2']
['27', '3']
['23', '1']
['0', '323']
['1', '62']
['391', '3']
['0', '187']
['3', '249']
['1', '267']
['109', '2']
['158', '1']
['282', '0']
['221', '0']
['3', '430']
['457', '0']
['1', '117']
['45', '2']
['380', '3']
['93', '3']
['423', '0']
['3', '182']
['345', '2']
['463', '3']
['87', '1']
['397', '3']
['0', '343']
['409', '2']
['0', '357']
['429', '2']
['1', '477']
['70', '2']
['2', '359']
['2', '124']
['182', '1']
['3', '313']
['314', '3']
['3', '70']
['3', '329']
['2', '20']
['1', '441']
['1', '214']
['423', '1']
['308', '3']
['1', '63']
['12', '1']
['320', '2']
['263', '3']
['406', '3']
['489', '0']
['1', '440']
['7', '0']
['1', '465']
['162', '2']
['391', '2']
['0', '147']
['440', '3']
['2', '86']
['0', '398']
['3', '492']
['405', '0']
['0', '346']
['290', '0']
['445', '3']
['12', '3']
['2', '248']
['3', '279']
['484', '0']
['3', '61']
['2', '295']
['454', '1']
['241', '1']
['288', '2']
['59', '2']
['249', '0']
['325', '1']
['1', '492']
['332', '3']
['1', '419']
['324', '0']
['427', '3']
['0', '328']
['435', '1']
['314', '1']
['348', '3']
['403', '1']
['101', '1']
['193', '2']
['0', '440']
['398', '3']
['1', '8']
['0', '229']
['162', '0']
['0', '183']
['3', '264']
['2', '228']
['91', '3']
['331', '3']
['0', '71']
['89', '2']
['306', '3']
['133', '1']
['416', '3']
['13', '1']
['416', '1']
['123', '1']
['3', '293']
['297', '3']
['107', '2']
['1', '106']
['313', '1']
['390', '0']
['2', '198']
['0', '408']
['3', '405']
['278', '2']
['338', '2']
['0', '153']
['257', '2']
['2', '327']
['2', '151']
['341', '3']
['6', '3']
['135', '1']
['169', '1']
['3', '161']
['3', '45']
['3', '190']
['3', '155']
['3', '131']
['491', '2']
['52', '2']
['2', '292']
['408', '1']
['0', '365']
['2', '138']
['388', '1']
['2', '171']
['2', '212']
['0', '420']
['2', '404']
['483', '2']
['447', '2']
['299', '3']
['232', '1']
['0', '327']
['392', '2']
['3', '374']
['0', '261']
['1', '85']
['2', '102']
['328', '1']
['153', '1']
['3', '321']
['437', '1']
['3', '208']
['311', '0']
['141', '0']
['3', '325']
['2', '232']
['73', '0']
['414', '1']
['381', '3']
['337', '1']
['1', '24']
['1', '155']
['62', '0']
['2', '203']
['492', '2']
['1', '382']
['252', '2']
['2', '299']
['470', '3']
['3', '488']
['2', '451']
['2', '36']
['229', '1']
['71', '1']
['1', '421']
['0', '6']
['380', '1']
['131', '2']
['0', '163']
['211', '0']
['359', '1']
['104', '3']
['0', '33']
['2', '423']
['55', '0']
['3', '237']
['1', '399']
['222', '0']
['2', '425']
['11', '0']
['251', '1']
['3', '472']
['1', '475']
['30', '0']
['434', '3']
['1', '346']
['0', '361']
['228', '0']
['0', '113']
['3', '281']
['401', '2']
['426', '2']
['0', '299']
['1', '275']
['259', '3']
['3', '355']
['130', '2']
['3', '243']
['0', '49']
['309', '0']
['0', '313']
['3', '53']
['1', '277']
['373', '2']
['154', '0']
['0', '237']
['0', '320']
['342', '2']
['3', '375']
['358', '3']
['2', '240']
['52', '1']
['175', '2']
['445', '1']
['3', '242']
['457', '2']
['333', '0']
['486', '3']
['47', '3']
['3', '181']
['1', '406']
['1', '14']
['354', '2']
['2', '16']
['0', '368']
['0', '241']
['0', '376']
['395', '1']
['0', '429']
['0', '34']
['1', '215']
['2', '335']
['2', '9']
['465', '2']
['0', '209']
['1', '377']
['321', '2']
['410', '1']
['1', '35']
['2', '77']
['0', '15']
['3', '100']
['24', '0']
['3', '353']
['56', '2']
['4', '5']
['1', '453']
['415', '0']
['1', '149']
['2', '309']
['185', '3']
['8', '6']
['227', '0']
['0', '494']
['2', '111']
['2', '76']
['1', '222']
['165', '2']
['230', '3']
['127', '2']
['0', '458']
['336', '2']
['303', '0']
['277', '0']
['232', '3']
['2', '308']
['144', '0']
['184', '0']
['3', '352']
['289', '2']
['3', '265']
['380', '0']
['413', '0']
['323', '2']
['54', '3']
['1', '20']
['47', '0']
['54', '2']
['487', '2']
['0', '59']
['3', '188']
['0', '92']
['444', '2']
['0', '239']
['452', '1']
['3', '193']
['89', '3']
['144', '2']
['3', '309']
['69', '0']
['265', '2']
['1', '279']
['2', '286']
['2', '19']
['126', '0']
['134', '3']
['3', '350']
['1', '407']
['1', '119']
['3', '5']
['2', '249']
['386', '3']
['52', '0']
['0', '215']
['1', '254']
['67', '3']
['383', '1']
['450', '2']
['1', '312']
['1', '34']
['3', '250']
['3', '152']
['477', '3']
['443', '1']
['2', '113']
['489', '1']
['2', '446']
['0', '104']
['3', '60']
['3', '431']
['87', '2']
['2', '46']
['478', '0']
['327', '3']
['178', '2']
['1', '418']
['3', '99']
['0', '419']
['231', '3']
['2', '430']
['2', '11']
['1', '374']
['0', '442']
['3', '246']
['322', '1']
['0', '245']
['0', '486']
['55', '2']
['0', '432']
['1', '405']
['5', '0']
['0', '206']
['308', '1']
['125', '3']
['163', '2']
['57', '1']
['1', '157']
['0', '18']
['38', '2']
['0', '14']
['433', '0']
