40
20
['358', '61', '525', '738', '522', '666', '597', '694', '545', '162', '121', '432', '708', '618', '639', '82', '20', '221', '199', '347']
['738', '764', '666', '694', '463', '723', '708', '618', '339', '639', '650', '82', '707', '96', '288', '23', '20', '537', '678', '34']
['628', '391', '738', '509', '764', '83', '180', '545', '463', '121', '432', '14', '339', '639', '650', '707', '96', '23', '20', '537']
['593', '525', '616', '764', '83', '545', '162', '463', '121', '723', '339', '650', '20', '221', '678', '34', '775', '248', '670', '504']
['427', '391', '546', '358', '61', '509', '767', '740', '576', '597', '121', '708', '618', '650', '707', '96', '288', '23', '683', '199']
['61', '738', '509', '767', '522', '83', '597', '545', '162', '14', '618', '339', '332', '262', '82', '96', '23', '221', '607', '678']
['546', '358', '738', '509', '767', '25', '597', '545', '463', '686', '121', '262', '288', '683', '607', '678', '775', '487', '244', '614']
['456', '546', '358', '593', '525', '509', '25', '616', '764', '576', '522', '666', '83', '180', '694', '545', '14', '723', '332', '262']
['689', '269', '358', '593', '525', '509', '576', '522', '180', '597', '545', '162', '463', '121', '432', '723', '708', '339', '262', '707']
['59', '391', '546', '593', '525', '767', '740', '576', '666', '83', '14', '639', '650', '288', '683', '20', '537', '607', '199', '775']
['391', '61', '525', '738', '767', '764', '740', '522', '618', '96', '288', '23', '683', '20', '678', '239', '775', '347', '248', '797']
['391', '546', '767', '25', '616', '740', '694', '121', '639', '262', '650', '683', '607', '34', '775', '248', '361', '504', '614', '676']
['584', '391', '358', '593', '738', '509', '83', '597', '694', '545', '463', '121', '432', '14', '723', '339', '23', '537', '678', '775']
['58', '61', '593', '525', '738', '509', '767', '25', '616', '764', '522', '666', '162', '686', '708', '339', '332', '639', '82', '707']
['391', '546', '358', '593', '509', '25', '576', '83', '694', '162', '463', '121', '14', '650', '221', '199', '265', '239', '775', '244']
['40', '546', '358', '738', '767', '764', '740', '576', '597', '686', '121', '723', '708', '639', '262', '650', '96', '288', '23', '683']
['391', '546', '358', '525', '509', '767', '666', '83', '694', '162', '463', '708', '618', '332', '82', '707', '96', '288', '20', '537']
['391', '616', '576', '522', '83', '463', '121', '723', '339', '650', '288', '683', '20', '678', '775', '248', '361', '670', '379', '220']
['4', '391', '767', '740', '83', '694', '162', '463', '686', '121', '432', '14', '618', '332', '639', '262', '96', '537', '221', '607']
['391', '61', '767', '25', '616', '576', '522', '83', '545', '686', '121', '14', '723', '708', '618', '82', '96', '288', '20', '678']
['391', '546', '358', '61', '593', '525', '509', '767', '25', '764', '522', '666', '545', '162', '14', '723', '708', '339', '639', '262']
['513', '546', '358', '61', '525', '764', '740', '666', '597', '694', '545', '463', '686', '121', '432', '723', '339', '639', '262', '82']
['546', '358', '61', '593', '764', '740', '522', '83', '694', '162', '463', '121', '618', '339', '332', '639', '82', '96', '239', '775']
['391', '738', '509', '25', '616', '576', '522', '83', '180', '694', '121', '332', '262', '221', '607', '199', '34', '239', '248', '797']
['391', '546', '509', '25', '764', '180', '597', '694', '545', '162', '121', '432', '708', '339', '332', '650', '82', '707', '288', '20']
['391', '738', '509', '764', '83', '597', '545', '14', '723', '708', '639', '82', '96', '678', '199', '248', '487', '504', '614', '152']
['403', '453', '525', '738', '767', '25', '576', '545', '432', '14', '723', '618', '82', '20', '199', '347', '361', '614', '379', '479']
['593', '764', '740', '576', '666', '180', '694', '162', '463', '686', '14', '639', '262', '82', '707', '96', '288', '683', '20', '537']
['399', '391', '546', '738', '25', '764', '162', '432', '618', '332', '639', '707', '683', '34', '239', '248', '487', '244', '361', '670']
['391', '546', '61', '738', '764', '545', '121', '723', '639', '262', '82', '23', '20', '221', '265', '347', '599', '248', '244', '614']
['358', '593', '509', '576', '666', '83', '180', '694', '686', '121', '14', '723', '339', '332', '262', '96', '678', '199', '239', '775']
['546', '738', '764', '740', '576', '522', '83', '694', '463', '686', '121', '432', '639', '707', '683', '34', '347', '599', '797', '487']
['358', '593', '767', '522', '180', '545', '463', '14', '723', '332', '650', '82', '707', '537', '221', '607', '265', '775', '599', '248']
['395', '546', '61', '738', '764', '740', '522', '162', '463', '121', '14', '708', '618', '332', '639', '262', '82', '96', '34', '265']
['593', '83', '180', '597', '463', '686', '723', '82', '707', '288', '34', '265', '361', '670', '504', '479', '152', '433', '706', '693']
['483', '61', '738', '767', '740', '522', '666', '83', '121', '14', '339', '332', '650', '82', '96', '288', '221', '775', '244', '361']
['416', '17', '546', '525', '509', '764', '740', '576', '522', '597', '694', '686', '14', '723', '618', '639', '262', '707', '96', '20']
['593', '509', '616', '740', '576', '83', '597', '545', '708', '339', '332', '82', '707', '96', '537', '221', '239', '347', '797', '361']
['542', '525', '509', '767', '764', '740', '83', '545', '162', '723', '708', '332', '639', '262', '82', '96', '23', '199', '239', '670']
['391', '546', '358', '61', '509', '767', '25', '616', '740', '666', '545', '162', '463', '14', '723', '618', '339', '332', '262', '650']
['480', '391', '546', '61', '525', '767', '25', '764', '694', '545', '162', '432', '339', '262', '650', '96', '537', '221', '678', '199']
['747', '391', '546', '509', '616', '740', '522', '666', '597', '545', '162', '463', '686', '432', '14', '723', '339', '639', '650', '82']
['358', '593', '525', '767', '616', '576', '666', '83', '694', '162', '463', '708', '339', '639', '262', '650', '82', '707', '23', '683']
['391', '358', '576', '522', '83', '545', '463', '121', '432', '14', '618', '339', '639', '650', '82', '96', '683', '34', '265', '797']
['60', '593', '738', '767', '25', '740', '522', '666', '83', '597', '162', '463', '686', '708', '262', '650', '82', '707', '96', '20']
['680', '593', '525', '738', '767', '616', '764', '522', '666', '83', '597', '694', '162', '463', '432', '708', '339', '707', '199', '347']
['798', '391', '358', '61', '25', '616', '740', '576', '83', '694', '723', '82', '707', '683', '221', '607', '34', '239', '347', '361']
['49', '525', '767', '25', '616', '764', '740', '522', '83', '180', '432', '723', '708', '618', '332', '262', '707', '683', '678', '199']
['711', '24', '391', '546', '764', '740', '576', '522', '83', '180', '545', '686', '14', '723', '708', '339', '332', '262', '650', '96']
['692', '546', '358', '616', '576', '83', '432', '723', '618', '96', '23', '221', '678', '265', '239', '599', '244', '504', '614', '379']
['358', '61', '525', '25', '740', '576', '666', '597', '162', '121', '14', '723', '708', '618', '639', '650', '82', '23', '20', '537']
['358', '616', '740', '576', '522', '666', '597', '686', '432', '332', '20', '221', '607', '265', '775', '347', '599', '248', '244', '504']
['351', '391', '358', '738', '509', '767', '616', '764', '576', '180', '597', '545', '162', '686', '723', '332', '96', '288', '683', '537']
['358', '525', '25', '740', '666', '180', '694', '545', '14', '618', '639', '707', '96', '537', '607', '199', '34', '347', '487', '244']
['525', '767', '616', '764', '740', '576', '522', '666', '83', '694', '545', '463', '14', '618', '332', '262', '650', '683', '537', '607']
['330', '636', '546', '525', '509', '764', '740', '576', '522', '666', '597', '694', '121', '14', '723', '332', '639', '707', '96', '537']
['486', '391', '546', '525', '738', '509', '616', '764', '740', '576', '666', '432', '723', '262', '707', '96', '23', '20', '34', '676']
['313', '90', '391', '358', '593', '525', '767', '25', '616', '764', '522', '666', '180', '694', '162', '686', '708', '262', '82', '707']
['406', '358', '525', '509', '522', '83', '597', '545', '162', '463', '432', '618', '262', '82', '96', '23', '683', '221', '678', '239']
['599', '391', '546', '509', '767', '576', '666', '83', '686', '121', '723', '618', '339', '639', '262', '707', '288', '678', '347', '487']
['391', '546', '358', '593', '525', '509', '767', '25', '616', '666', '180', '463', '121', '708', '618', '332', '707', '96', '288', '537']
['619', '375', '358', '593', '525', '616', '740', '576', '522', '180', '597', '463', '432', '14', '708', '618', '339', '262', '23', '683']
['391', '358', '525', '738', '767', '25', '576', '522', '180', '694', '463', '686', '432', '14', '332', '650', '707', '23', '683', '678']
['546', '738', '767', '25', '616', '764', '522', '180', '463', '121', '14', '708', '639', '650', '96', '288', '537', '607', '34', '347']
['788', '391', '546', '61', '738', '764', '740', '576', '522', '83', '180', '597', '694', '432', '618', '332', '639', '262', '707', '288']
['767', '616', '764', '666', '83', '180', '162', '121', '708', '332', '639', '650', '707', '23', '683', '20', '34', '775', '347', '599']
['358', '593', '767', '740', '576', '83', '597', '694', '121', '618', '332', '639', '262', '82', '96', '20', '537', '678', '34', '239']
['358', '593', '525', '764', '576', '522', '545', '162', '463', '686', '432', '708', '332', '639', '707', '683', '537', '221', '678', '199']
['777', '391', '546', '593', '525', '738', '764', '740', '576', '522', '666', '83', '597', '694', '162', '432', '14', '339', '650', '288']
['391', '358', '61', '767', '740', '576', '180', '694', '432', '14', '723', '339', '332', '639', '82', '23', '683', '607', '34', '265']
['546', '358', '509', '25', '616', '576', '522', '666', '83', '597', '545', '432', '723', '708', '618', '96', '23', '537', '678', '248']
['524', '391', '546', '358', '593', '525', '764', '597', '545', '162', '463', '121', '14', '708', '96', '23', '683', '537', '678', '199']
['546', '358', '616', '83', '694', '545', '14', '708', '288', '23', '599', '797', '614', '676', '379', '183', '220', '152', '433', '693']
['391', '358', '593', '525', '767', '764', '740', '576', '666', '180', '545', '463', '121', '432', '14', '618', '339', '639', '650', '707']
['300', '358', '25', '740', '576', '522', '694', '162', '686', '14', '639', '262', '650', '683', '221', '199', '775', '347', '248', '797']
['226', '593', '25', '616', '576', '686', '432', '708', '618', '639', '262', '82', '707', '96', '23', '683', '537', '607', '239', '347']
['546', '525', '767', '764', '576', '522', '694', '545', '686', '723', '708', '332', '639', '262', '707', '96', '20', '607', '34', '239']
['391', '61', '525', '509', '576', '545', '463', '723', '332', '639', '262', '82', '288', '23', '683', '607', '678', '599', '248', '797']
['494', '306', '593', '525', '738', '25', '162', '463', '686', '432', '339', '639', '650', '678', '265', '239', '379', '476', '73', '536']
['123', '728', '61', '525', '25', '740', '576', '666', '180', '597', '694', '618', '339', '332', '639', '650', '82', '20', '221', '678']
['391', '358', '764', '576', '694', '432', '14', '723', '708', '339', '332', '639', '707', '23', '683', '221', '199', '265', '347', '599']
['61', '593', '738', '767', '522', '666', '83', '597', '694', '545', '463', '121', '708', '618', '339', '332', '639', '96', '288', '23']
['591', '546', '509', '767', '616', '740', '576', '597', '694', '686', '432', '708', '339', '639', '262', '650', '82', '707', '23', '683']
['315', '391', '546', '358', '61', '509', '767', '764', '522', '83', '597', '694', '463', '14', '339', '332', '639', '262', '650', '707']
['391', '358', '61', '525', '738', '509', '767', '25', '616', '740', '522', '597', '545', '162', '686', '14', '618', '339', '639', '20']
['610', '391', '738', '764', '740', '576', '522', '666', '162', '463', '121', '432', '14', '723', '708', '332', '262', '650', '82', '707']
['391', '358', '767', '25', '666', '83', '597', '162', '686', '432', '14', '339', '639', '288', '23', '683', '20', '678', '775', '797']
['333', '358', '593', '738', '767', '616', '522', '666', '83', '545', '463', '14', '708', '639', '650', '82', '96', '288', '683', '20']
['61', '738', '25', '616', '764', '576', '666', '694', '463', '723', '708', '332', '639', '650', '683', '537', '607', '199', '265', '599']
['546', '61', '738', '764', '576', '522', '83', '694', '545', '14', '618', '332', '639', '262', '707', '537', '221', '265', '239', '797']
['391', '525', '738', '509', '616', '764', '576', '597', '694', '545', '121', '708', '332', '650', '82', '96', '20', '537', '34', '347']
['489', '525', '509', '576', '180', '597', '463', '686', '432', '339', '650', '82', '288', '20', '537', '239', '775', '347', '599', '361']
['431', '546', '593', '738', '509', '666', '83', '686', '121', '339', '639', '82', '707', '288', '683', '20', '678', '239', '775', '347']
['186', '593', '738', '767', '25', '764', '576', '121', '432', '708', '339', '639', '262', '288', '20', '537', '775', '248', '361', '670']
['391', '546', '358', '61', '593', '738', '509', '25', '522', '162', '463', '686', '339', '332', '96', '23', '683', '607', '678', '199']
['358', '61', '593', '738', '509', '616', '576', '666', '83', '121', '432', '14', '723', '708', '262', '96', '199', '34', '361', '504']
['61', '738', '509', '740', '522', '463', '14', '639', '262', '707', '288', '683', '20', '607', '678', '199', '34', '775', '248', '797']
['92', '61', '509', '764', '694', '162', '686', '432', '650', '82', '707', '96', '683', '199', '599', '244', '361', '670', '676', '379']
['358', '61', '593', '738', '25', '764', '576', '83', '180', '162', '14', '723', '262', '650', '82', '96', '288', '683', '20', '199']
['614', '302', '391', '525', '509', '666', '180', '597', '545', '162', '686', '121', '650', '82', '96', '683', '537', '221', '248', '361']
['729', '391', '358', '525', '738', '576', '666', '83', '180', '597', '686', '121', '723', '708', '618', '339', '332', '262', '650', '607']
['248', '391', '546', '358', '767', '25', '616', '740', '576', '666', '180', '545', '162', '432', '14', '618', '639', '262', '82', '96']
['391', '546', '525', '738', '616', '576', '522', '694', '463', '121', '432', '708', '639', '650', '82', '23', '683', '221', '607', '678']
['358', '61', '593', '525', '509', '616', '576', '180', '121', '708', '618', '332', '639', '650', '82', '96', '288', '23', '537', '199']
['546', '593', '767', '25', '764', '740', '576', '522', '180', '597', '463', '723', '339', '639', '82', '23', '683', '537', '265', '239']
['391', '546', '738', '740', '666', '83', '597', '545', '432', '262', '650', '707', '96', '288', '20', '265', '239', '347', '797', '244']
['546', '593', '525', '767', '545', '463', '686', '723', '708', '332', '650', '707', '288', '23', '683', '20', '537', '678', '199', '775']
['34', '391', '546', '358', '593', '738', '509', '767', '25', '740', '666', '83', '597', '694', '545', '162', '686', '708', '639', '221']
['546', '358', '764', '740', '522', '83', '180', '597', '545', '723', '332', '288', '683', '20', '537', '199', '599', '670', '504', '614']
['546', '525', '764', '740', '666', '83', '694', '545', '686', '121', '723', '618', '332', '262', '650', '82', '96', '23', '683', '20']
['51', '358', '593', '738', '666', '545', '162', '686', '708', '618', '639', '96', '23', '221', '199', '265', '248', '797', '361', '676']
['391', '546', '358', '61', '593', '767', '25', '616', '764', '666', '180', '723', '332', '639', '262', '96', '683', '607', '34', '239']
['593', '666', '180', '597', '694', '545', '121', '432', '708', '650', '82', '288', '23', '678', '199', '599', '248', '487', '670', '379']
['595', '358', '767', '83', '597', '332', '262', '82', '707', '288', '683', '20', '199', '34', '239', '775', '599', '248', '244', '670']
['490', '391', '593', '767', '764', '740', '666', '180', '694', '545', '463', '432', '14', '708', '639', '82', '288', '683', '537', '221']
['61', '593', '738', '767', '25', '616', '740', '666', '83', '597', '694', '162', '463', '14', '618', '332', '82', '707', '96', '23']
['358', '61', '593', '738', '509', '767', '25', '616', '764', '740', '576', '522', '666', '83', '686', '121', '432', '723', '262', '650']
['463', '546', '61', '593', '525', '738', '509', '767', '616', '576', '666', '597', '545', '432', '14', '708', '332', '639', '262', '650']
['61', '593', '738', '509', '25', '740', '576', '522', '180', '597', '694', '686', '121', '432', '708', '639', '96', '199', '34', '775']
['61', '525', '509', '25', '764', '576', '694', '686', '723', '618', '82', '707', '23', '20', '239', '775', '797', '487', '244', '361']
['108', '391', '546', '358', '738', '509', '767', '25', '616', '740', '576', '83', '180', '463', '121', '708', '339', '639', '262', '288']
['546', '358', '61', '509', '25', '616', '576', '522', '666', '83', '180', '597', '463', '686', '121', '14', '723', '639', '262', '82']
['546', '738', '740', '522', '545', '162', '463', '686', '121', '432', '723', '708', '618', '639', '262', '650', '288', '537', '678', '199']
['391', '764', '522', '694', '162', '686', '432', '14', '618', '262', '96', '23', '683', '20', '678', '34', '239', '775', '248', '487']
['738', '616', '740', '522', '180', '162', '618', '707', '96', '23', '221', '607', '678', '199', '265', '239', '347', '244', '670', '614']
['30', '391', '358', '593', '738', '767', '25', '616', '764', '740', '180', '162', '686', '121', '432', '14', '262', '82', '678', '34']
['505', '391', '358', '61', '525', '738', '616', '764', '740', '522', '666', '162', '686', '432', '723', '708', '339', '650', '23', '537']
['391', '767', '666', '83', '180', '694', '545', '162', '463', '432', '618', '639', '96', '23', '607', '678', '239', '599', '248', '487']
['303', '358', '546', '61', '525', '767', '25', '764', '576', '432', '14', '723', '708', '339', '82', '707', '96', '288', '23', '537']
['358', '593', '738', '509', '767', '616', '764', '576', '522', '83', '162', '432', '723', '708', '262', '82', '707', '96', '23', '20']
['358', '593', '525', '767', '764', '576', '522', '666', '83', '180', '432', '262', '82', '96', '20', '607', '239', '347', '244', '361']
['546', '593', '525', '25', '522', '666', '83', '180', '545', '162', '463', '14', '723', '708', '618', '339', '332', '707', '23', '20']
['391', '358', '61', '593', '767', '25', '764', '740', '576', '522', '666', '83', '597', '694', '545', '162', '723', '708', '618', '339']
['546', '358', '25', '576', '522', '180', '686', '723', '618', '339', '332', '650', '82', '707', '288', '23', '20', '537', '199', '34']
['61', '525', '738', '767', '25', '616', '764', '740', '576', '522', '666', '83', '708', '339', '639', '650', '82', '96', '20', '537']
['259', '391', '358', '61', '509', '576', '522', '180', '597', '545', '162', '463', '14', '82', '23', '607', '239', '347', '244', '676']
['157', '546', '525', '738', '616', '764', '666', '694', '686', '432', '14', '723', '708', '339', '639', '262', '650', '82', '288', '221']
['546', '61', '593', '509', '25', '764', '522', '597', '694', '545', '162', '14', '618', '339', '639', '262', '650', '707', '537', '221']
['358', '525', '738', '764', '740', '180', '694', '463', '723', '339', '82', '265', '347', '797', '487', '361', '614', '479', '152', '476']
['77', '391', '546', '738', '509', '767', '25', '616', '740', '576', '83', '545', '463', '432', '14', '618', '262', '82', '707', '96']
['381', '391', '61', '616', '576', '522', '666', '83', '694', '121', '339', '332', '639', '262', '650', '23', '20', '537', '221', '678']
['358', '525', '25', '616', '764', '576', '522', '597', '545', '162', '686', '618', '339', '332', '707', '96', '23', '683', '607', '678']
['546', '358', '738', '545', '162', '463', '686', '432', '14', '708', '618', '639', '707', '96', '288', '23', '683', '20', '537', '34']
['413', '358', '525', '738', '509', '767', '616', '740', '576', '522', '666', '180', '694', '545', '463', '686', '432', '618', '339', '332']
['782', '391', '61', '509', '767', '616', '522', '666', '597', '545', '463', '686', '121', '432', '708', '618', '332', '639', '288', '23']
['525', '764', '740', '180', '121', '14', '339', '707', '288', '607', '199', '265', '239', '599', '183', '479', '152', '433', '558', '536']
['546', '525', '509', '740', '597', '694', '545', '162', '686', '121', '339', '332', '683', '775', '347', '797', '361', '504', '676', '183']
['233', '451', '546', '358', '525', '509', '764', '576', '180', '694', '545', '432', '723', '339', '639', '262', '650', '96', '221', '607']
['458', '352', '249', '61', '525', '738', '509', '767', '25', '616', '83', '597', '694', '545', '463', '723', '708', '339', '82', '707']
['525', '767', '616', '740', '666', '463', '686', '121', '432', '288', '20', '537', '221', '678', '199', '34', '239', '599', '487', '152']
['410', '391', '546', '593', '738', '767', '616', '180', '545', '162', '463', '121', '14', '723', '650', '82', '96', '288', '683', '537']
['471', '358', '61', '525', '767', '522', '83', '432', '708', '339', '332', '262', '707', '288', '23', '683', '537', '34', '775', '599']
['391', '546', '358', '61', '593', '764', '576', '666', '83', '180', '597', '162', '618', '82', '96', '537', '199', '239', '775', '599']
['61', '525', '738', '767', '522', '83', '180', '694', '121', '14', '708', '332', '639', '262', '288', '221', '678', '199', '34', '239']
['391', '546', '738', '509', '764', '522', '83', '180', '694', '545', '432', '723', '708', '339', '650', '96', '288', '23', '683', '20']
['61', '593', '525', '738', '764', '545', '121', '618', '339', '262', '82', '96', '288', '537', '607', '599', '248', '797', '670', '614']
['346', '148', '593', '738', '509', '25', '576', '121', '14', '708', '618', '332', '639', '707', '607', '265', '239', '347', '599', '797']
['391', '546', '593', '767', '616', '740', '83', '597', '162', '686', '723', '618', '332', '639', '650', '288', '23', '221', '607', '34']
['391', '525', '25', '616', '764', '576', '522', '180', '463', '121', '432', '14', '618', '339', '639', '683', '537', '607', '678', '34']
['546', '358', '61', '525', '509', '767', '740', '576', '666', '180', '694', '708', '618', '262', '650', '82', '707', '20', '221', '607']
['391', '358', '61', '616', '740', '83', '694', '463', '14', '723', '708', '618', '339', '607', '199', '34', '265', '797', '244', '361']
['3', '228', '285', '391', '546', '358', '61', '616', '764', '522', '545', '121', '14', '618', '639', '262', '650', '707', '678', '199']
['391', '61', '593', '525', '738', '509', '740', '576', '522', '666', '180', '463', '686', '14', '708', '332', '650', '288', '683', '678']
['767', '740', '576', '522', '180', '545', '162', '121', '339', '332', '650', '96', '23', '20', '537', '199', '239', '347', '248', '361']
['97', '391', '546', '61', '593', '764', '740', '576', '522', '597', '694', '545', '162', '686', '708', '332', '288', '23', '775', '347']
['358', '525', '509', '25', '764', '740', '576', '666', '83', '545', '162', '121', '432', '14', '618', '332', '82', '707', '288', '23']
['558', '546', '358', '738', '616', '764', '522', '666', '83', '180', '694', '432', '14', '723', '639', '262', '650', '82', '683', '20']
['176', '547', '391', '546', '358', '61', '525', '738', '767', '576', '180', '694', '545', '162', '723', '708', '618', '339', '332', '650']
['391', '546', '358', '738', '509', '767', '616', '740', '180', '694', '162', '708', '82', '707', '23', '683', '607', '678', '199', '34']
['538', '637', '358', '61', '525', '738', '740', '666', '83', '597', '694', '545', '121', '723', '708', '339', '262', '650', '82', '288']
['391', '546', '358', '767', '25', '616', '83', '545', '686', '121', '14', '708', '650', '707', '96', '288', '23', '20', '537', '678']
['391', '358', '738', '25', '764', '740', '576', '522', '666', '83', '180', '545', '463', '686', '121', '618', '639', '650', '82', '707']
['391', '61', '576', '666', '694', '545', '463', '723', '708', '618', '339', '332', '82', '707', '607', '265', '347', '248', '487', '244']
['391', '358', '61', '509', '25', '740', '162', '432', '14', '618', '96', '683', '537', '221', '199', '34', '239', '797', '504', '379']
['546', '358', '61', '738', '767', '25', '576', '522', '666', '180', '463', '121', '723', '339', '332', '639', '82', '288', '20', '221']
['391', '509', '25', '616', '597', '694', '545', '463', '121', '432', '723', '618', '639', '23', '20', '537', '221', '678', '347', '248']
['391', '61', '525', '616', '764', '666', '83', '694', '545', '162', '339', '262', '650', '288', '537', '607', '775', '347', '248', '797']
['281', '546', '509', '767', '616', '764', '740', '666', '83', '463', '121', '14', '618', '339', '96', '221', '34', '265', '239', '347']
['546', '738', '509', '767', '764', '522', '180', '694', '545', '14', '618', '339', '650', '82', '707', '96', '288', '683', '221', '607']
['391', '546', '593', '616', '764', '740', '576', '463', '723', '339', '288', '537', '678', '199', '34', '239', '599', '244', '670', '676']
