40
25
['241', '250']
['60', '843']
['967', '210']
['369', '241']
['666', '825']
['430', '113']
['332', '592']
['464', '26']
['706', '550']
['729', '839']
['377', '525']
['317', '514']
['629', '591']
['428', '664']
['703', '251']
['844', '226']
['594', '792']
['967', '411']
['357', '342']
['131', '176']
['436', '482']
['69', '372']
['48', '826']
['422', '399']
['952', '59']
['217', '53']
['186', '266']
['369', '467']
['567', '530']
['720', '758']
['1', '670']
['681', '648']
['251', '878']
['486', '518']
['225', '854']
['313', '573']
['151', '502']
['680', '296']
['515', '475']
['450', '655']
['15', '383']
['4', '875']
['769', '853']
['355', '135']
['68', '28']
['563', '625']
['622', '797']
['465', '310']
['754', '730']
['349', '292']
['942', '589']
['94', '408']
['540', '403']
['871', '620']
['246', '584']
['58', '288']
['694', '662']
['213', '54']
['374', '206']
['302', '993']
['442', '826']
['678', '406']
['584', '331']
['553', '543']
['873', '566']
['866', '639']
['868', '226']
['777', '442']
['474', '984']
['864', '714']
['214', '268']
['700', '945']
['298', '982']
['443', '322']
['929', '528']
['788', '907']
['669', '211']
['425', '61']
['987', '245']
['922', '210']
['877', '61']
['445', '120']
['362', '273']
['830', '613']
['168', '437']
['508', '86']
['125', '833']
['486', '352']
['136', '255']
['862', '605']
['356', '178']
['154', '111']
['801', '120']
['878', '254']
['13', '319']
['912', '923']
['747', '119']
['358', '156']
['37', '901']
['236', '907']
['30', '583']
['461', '784']
['253', '426']
['818', '532']
['801', '180']
['936', '317']
['663', '227']
['706', '253']
['841', '758']
['681', '372']
['14', '114']
['401', '575']
['999', '543']
['262', '392']
['22', '89']
['500', '868']
['11', '211']
['928', '778']
['397', '6']
['273', '340']
['707', '162']
['359', '857']
['753', '134']
['706', '423']
['729', '714']
['150', '306']
['860', '111']
['388', '391']
['454', '763']
['984', '57']
['82', '113']
['914', '627']
['207', '126']
['996', '897']
['947', '267']
['946', '344']
['96', '956']
['182', '750']
['933', '353']
['950', '874']
['555', '782']
['485', '378']
['115', '116']
['673', '467']
['400', '996']
['371', '176']
['400', '79']
['882', '691']
['819', '450']
['169', '332']
['620', '437']
['837', '860']
['689', '458']
['79', '999']
['902', '647']
['196', '594']
['159', '736']
['109', '359']
['140', '834']
['871', '272']
['959', '19']
['555', '793']
['383', '132']
['650', '398']
['850', '620']
['675', '851']
['965', '739']
['605', '634']
['970', '799']
['963', '489']
['167', '899']
['170', '927']
['38', '462']
['564', '361']
['553', '569']
['864', '797']
['486', '53']
['485', '686']
['125', '523']
['345', '467']
['244', '301']
['53', '394']
['657', '288']
['969', '52']
['749', '498']
['432', '710']
['559', '78']
['619', '61']
['255', '268']
['570', '90']
['34', '340']
['550', '397']
['399', '704']
['630', '417']
['793', '6']
['152', '165']
['300', '882']
['583', '79']
['328', '204']
['26', '996']
['667', '814']
['915', '535']
['423', '340']
['615', '931']
['503', '79']
['166', '231']
['548', '42']
['608', '151']
['873', '216']
['706', '199']
['484', '963']
['160', '502']
['514', '901']
['818', '449']
['460', '322']
['628', '854']
['4', '268']
['431', '41']
['807', '878']
['491', '206']
['294', '61']
['317', '918']
['916', '700']
['480', '954']
['126', '307']
['535', '738']
['764', '599']
['195', '394']
['774', '67']
['365', '117']
['271', '888']
['563', '995']
['494', '514']
['233', '416']
['457', '11']
['353', '179']
['924', '406']
['521', '254']
['959', '627']
['930', '128']
['937', '950']
['739', '906']
['234', '280']
['121', '871']
['603', '78']
['158', '663']
['309', '661']
['822', '615']
['182', '527']
['977', '178']
['685', '813']
['627', '739']
['581', '235']
['568', '246']
['702', '114']
['628', '978']
['126', '789']
['667', '265']
['494', '803']
['474', '984']
['563', '176']
['91', '469']
['726', '105']
['293', '887']
['228', '419']
['38', '6']
['99', '114']
['837', '137']
['904', '337']
['252', '73']
['914', '57']
['343', '974']
['253', '773']
['273', '514']
['618', '123']
['626', '760']
['378', '921']
['443', '831']
['816', '153']
['219', '638']
['288', '612']
['279', '908']
['841', '960']
['119', '465']
['736', '303']
['28', '582']
['405', '430']
['448', '283']
['713', '54']
['5', '400']
['463', '212']
['232', '630']
['533', '55']
['617', '932']
['388', '445']
['830', '732']
['34', '790']
['750', '725']
['563', '898']
['20', '603']
['453', '730']
['785', '724']
['389', '392']
['448', '254']
['318', '456']
['629', '261']
['102', '947']
['898', '921']
['215', '235']
['985', '443']
['325', '866']
['409', '334']
['822', '156']
['410', '739']
['248', '659']
['589', '43']
['969', '986']
['707', '79']
['482', '514']
['18', '173']
['841', '461']
['185', '805']
['626', '669']
['847', '496']
['618', '912']
['75', '472']
['185', '46']
['921', '493']
['139', '627']
['217', '205']
['845', '281']
['689', '433']
['791', '951']
['483', '309']
['165', '414']
['231', '927']
['370', '245']
['417', '812']
['108', '428']
['722', '837']
['174', '982']
['238', '494']
['792', '365']
['714', '512']
['342', '209']
['551', '574']
['336', '10']
['361', '413']
['14', '493']
['207', '335']
['8', '354']
['593', '857']
['393', '117']
['23', '713']
['637', '707']
['881', '950']
['61', '393']
['540', '212']
['814', '180']
['14', '283']
['345', '633']
['215', '105']
['915', '390']
['267', '132']
['426', '283']
['994', '406']
['954', '719']
['701', '378']
['119', '923']
['46', '30']
['493', '779']
['788', '398']
['384', '785']
['34', '971']
['962', '65']
['692', '922']
['727', '924']
['131', '161']
['18', '845']
['993', '782']
['524', '251']
['130', '902']
['578', '179']
['67', '261']
['199', '447']
['372', '961']
['298', '383']
['614', '942']
['272', '337']
['780', '510']
['358', '430']
['556', '636']
['533', '552']
['247', '540']
['580', '605']
['761', '912']
['456', '947']
['991', '544']
['913', '81']
['489', '707']
['703', '475']
['719', '696']
['222', '81']
['113', '634']
['874', '135']
['102', '278']
['960', '441']
['550', '995']
['777', '969']
['250', '358']
['931', '259']
['126', '199']
['599', '620']
['594', '32']
['222', '134']
['625', '863']
['577', '948']
['6', '214']
['126', '348']
['713', '679']
['967', '14']
['896', '15']
['293', '996']
['716', '380']
['735', '609']
['26', '670']
['345', '58']
['784', '296']
['152', '878']
['595', '163']
['707', '89']
['230', '67']
['724', '73']
['311', '938']
['28', '214']
['401', '415']
['459', '877']
['716', '331']
['307', '978']
['363', '703']
['902', '364']
['104', '738']
['333', '243']
['217', '633']
['137', '571']
['647', '333']
['656', '840']
['762', '868']
['554', '372']
['497', '176']
['26', '77']
['305', '917']
['774', '365']
['107', '90']
['849', '187']
['256', '429']
['543', '538']
['362', '685']
['990', '726']
['77', '829']
['103', '685']
['504', '631']
['929', '109']
['775', '274']
['766', '838']
['321', '442']
['751', '179']
['649', '163']
['936', '248']
['490', '539']
['941', '557']
['980', '458']
['207', '327']
['667', '427']
['391', '800']
['499', '907']
['588', '463']
['885', '947']
['319', '309']
['615', '143']
['752', '872']
['315', '876']
['31', '600']
['508', '134']
['731', '150']
['237', '522']
['876', '195']
['212', '59']
['642', '89']
['42', '99']
['919', '559']
['927', '266']
['688', '535']
['341', '717']
['13', '546']
['859', '732']
['979', '658']
['197', '126']
['251', '190']
['419', '430']
['536', '809']
['120', '511']
['595', '512']
['209', '603']
['185', '420']
['225', '431']
['338', '15']
['834', '338']
['38', '724']
['176', '236']
['39', '15']
['767', '856']
['104', '58']
['980', '482']
['431', '234']
['656', '915']
['308', '787']
['107', '211']
['623', '894']
['307', '160']
['169', '869']
['700', '327']
['992', '487']
['339', '179']
['442', '739']
['99', '278']
['249', '119']
['282', '909']
['251', '271']
['302', '969']
['540', '779']
['91', '364']
['29', '551']
['755', '49']
['809', '373']
['156', '542']
['540', '877']
['213', '930']
['687', '999']
['459', '83']
['906', '923']
['195', '538']
['152', '252']
['109', '991']
['820', '909']
['989', '569']
['213', '384']
['816', '419']
['47', '219']
['285', '542']
['658', '194']
['843', '830']
['817', '532']
['701', '425']
['169', '822']
['498', '323']
['67', '621']
['589', '426']
['686', '815']
['699', '288']
['429', '185']
['420', '35']
['742', '747']
['310', '332']
['42', '176']
['798', '61']
['158', '255']
['614', '369']
['439', '974']
['279', '719']
['59', '248']
['216', '417']
['367', '509']
['619', '383']
['923', '991']
['912', '78']
['817', '63']
['172', '840']
['396', '166']
['500', '26']
['66', '762']
['511', '783']
['201', '202']
['675', '651']
['986', '814']
['6', '637']
['337', '429']
['951', '133']
['937', '385']
['217', '94']
['810', '382']
['712', '948']
['572', '961']
['472', '272']
['885', '685']
['885', '145']
['210', '158']
['617', '370']
['512', '493']
['627', '762']
['141', '190']
['620', '732']
['727', '125']
['74', '558']
['292', '529']
['372', '984']
['827', '688']
['664', '81']
['808', '604']
['856', '56']
['629', '162']
['27', '407']
['801', '407']
['902', '892']
['184', '857']
['0', '786']
['626', '448']
['962', '183']
['701', '403']
['893', '458']
['81', '125']
['534', '628']
['627', '366']
['422', '825']
['401', '248']
['225', '747']
['45', '32']
['172', '667']
['759', '327']
['79', '569']
['956', '964']
['685', '378']
['26', '555']
['491', '843']
['268', '113']
['17', '599']
['451', '133']
['124', '926']
['994', '960']
['350', '181']
['305', '443']
['314', '59']
['636', '161']
['661', '489']
['449', '691']
['399', '482']
['674', '540']
['94', '90']
['875', '495']
['767', '197']
['583', '599']
['679', '109']
['555', '444']
['307', '99']
['251', '31']
['632', '561']
['551', '550']
['749', '879']
['473', '683']
['90', '569']
['771', '608']
['827', '680']
['82', '138']
['473', '935']
['291', '12']
['512', '822']
['794', '121']
['712', '962']
['598', '185']
['47', '995']
['999', '207']
['984', '140']
['821', '830']
['816', '291']
['647', '908']
['61', '984']
['680', '494']
['425', '247']
['432', '4']
['500', '859']
['928', '105']
['995', '156']
['225', '985']
['10', '914']
['189', '653']
['738', '159']
['833', '711']
['335', '251']
['82', '363']
['350', '778']
['958', '626']
['976', '628']
['485', '69']
['675', '628']
['935', '501']
['31', '68']
['953', '432']
['204', '701']
['943', '972']
['157', '582']
['752', '305']
['985', '585']
['887', '620']
['172', '408']
['689', '224']
['701', '210']
['184', '376']
['483', '89']
['817', '210']
['290', '201']
['171', '688']
['569', '911']
['427', '251']
['39', '301']
['858', '725']
['317', '845']
['569', '355']
['664', '760']
['295', '986']
['763', '604']
['221', '334']
['312', '666']
['504', '407']
['156', '153']
['217', '506']
['982', '546']
['415', '797']
['933', '312']
['53', '534']
['969', '630']
['908', '59']
['236', '597']
['257', '108']
['727', '366']
['167', '108']
['984', '47']
['148', '468']
['926', '71']
['802', '26']
['979', '597']
['393', '838']
['38', '448']
['98', '801']
['123', '631']
['759', '702']
['70', '458']
['347', '744']
['238', '340']
['289', '558']
['896', '454']
['501', '337']
['152', '839']
['946', '525']
['593', '914']
['120', '725']
['686', '27']
['127', '592']
['232', '471']
['533', '259']
['398', '278']
['147', '314']
['435', '318']
['184', '73']
['318', '412']
['275', '502']
['576', '246']
['936', '205']
['396', '64']
['422', '776']
['67', '375']
['349', '973']
['392', '122']
['797', '539']
['545', '994']
['400', '569']
['69', '81']
['515', '40']
['769', '206']
['614', '478']
['585', '750']
['571', '939']
['86', '276']
['61', '877']
['574', '290']
['898', '317']
['622', '272']
['181', '185']
['2', '796']
['40', '980']
['906', '594']
['508', '100']
['631', '214']
['91', '543']
['874', '728']
['723', '642']
['5', '272']
['825', '670']
['325', '814']
['409', '373']
['791', '921']
['382', '415']
['327', '958']
['209', '850']
['4', '832']
['279', '231']
['911', '382']
['650', '61']
['852', '123']
['368', '322']
['159', '298']
['396', '839']
['327', '517']
['809', '481']
['424', '789']
['655', '279']
['896', '268']
['420', '821']
['240', '58']
['842', '384']
['150', '594']
['197', '893']
['753', '319']
['384', '680']
['920', '33']
['293', '380']
['70', '994']
['739', '361']
['953', '976']
['608', '14']
['689', '744']
['333', '199']
['448', '111']
['7', '793']
['849', '428']
['975', '301']
['935', '274']
['267', '251']
['551', '764']
['856', '330']
['956', '137']
['825', '860']
['801', '592']
['72', '617']
['191', '906']
['883', '626']
['165', '77']
['59', '947']
['830', '13']
['435', '759']
['911', '761']
['865', '159']
['349', '489']
['124', '233']
['503', '828']
['513', '309']
['469', '594']
['606', '856']
['29', '83']
['624', '441']
['200', '242']
['23', '185']
['241', '776']
['195', '986']
['168', '78']
['417', '91']
['986', '769']
['175', '201']
['184', '410']
['919', '376']
['533', '527']
['729', '304']
['385', '319']
['311', '744']
['142', '975']
['109', '878']
['345', '328']
['435', '65']
['163', '914']
['3', '481']
['992', '401']
['878', '383']
['569', '955']
['662', '353']
['197', '70']
['755', '911']
['568', '16']
['673', '410']
['881', '860']
['82', '545']
['582', '23']
['748', '267']
['333', '840']
['878', '360']
['614', '968']
['414', '70']
['910', '818']
['432', '777']
['10', '957']
['139', '133']
['737', '962']
['921', '860']
['490', '520']
['650', '380']
['218', '55']
['294', '79']
['94', '273']
['984', '686']
['822', '33']
['467', '950']
['397', '35']
['468', '909']
['405', '150']
['956', '964']
['918', '237']
['585', '800']
['664', '940']
['230', '914']
['947', '857']
['847', '896']
['311', '182']
['797', '330']
['194', '27']
['248', '65']
['694', '842']
['197', '616']
['950', '870']
['133', '986']
['754', '909']
['129', '904']
['884', '531']
['298', '410']
['90', '384']
['167', '669']
['440', '946']
['93', '195']
['157', '462']
['852', '417']
['547', '201']
['572', '755']
['818', '870']
['138', '160']
['64', '784']
['934', '688']
['908', '43']
['679', '196']
['148', '196']
['774', '846']
['250', '836']
['563', '414']
['490', '345']
['348', '509']
['121', '477']
['957', '960']
['893', '694']
['895', '691']
['985', '789']
['60', '415']
['286', '509']
['622', '446']
['986', '192']
['417', '963']
['704', '838']
['692', '985']
['60', '194']
['101', '859']
['286', '517']
['242', '413']
['980', '141']
['741', '992']
['496', '936']
['476', '248']
['404', '368']
['161', '305']
['666', '394']
['417', '648']
['148', '922']
['741', '508']
['777', '30']
['487', '533']
['658', '764']
['596', '785']
['230', '239']
['907', '67']
['666', '223']
['43', '229']
['545', '796']
['942', '312']
['473', '310']
['158', '420']
['733', '320']
['72', '250']
['857', '719']
['237', '437']
['63', '842']
['668', '924']
['174', '851']
['448', '759']
['160', '146']
['624', '862']
['773', '626']
['938', '244']
['988', '950']
['419', '54']
['541', '160']
['127', '209']
['239', '438']
['609', '640']
['644', '18']
['161', '650']
['446', '982']
['86', '923']
['507', '703']
['230', '190']
['745', '350']
['198', '112']
['580', '331']
['202', '278']
['474', '954']
['30', '134']
['687', '341']
['442', '358']
['847', '482']
['303', '565']
['380', '529']
['933', '713']
['757', '447']
['413', '69']
['630', '468']
['74', '469']
['97', '791']
['970', '813']
['229', '432']
['663', '141']
['361', '442']
['709', '547']
['577', '310']
['912', '250']
['70', '38']
['131', '671']
['548', '239']
['333', '208']
['246', '915']
['210', '264']
['389', '634']
['355', '744']
['924', '414']
['623', '958']
['486', '334']
['106', '176']
['57', '840']
['525', '668']
['942', '112']
['389', '946']
['114', '983']
['80', '43']
['173', '310']
['947', '996']
['644', '511']
['595', '972']
['255', '908']
['841', '461']
['458', '410']
['996', '745']
['904', '67']
['337', '241']
['895', '153']
['20', '419']
['724', '6']
['691', '391']
['985', '899']
['987', '631']
['356', '567']
['847', '989']
['830', '491']
['578', '631']
['911', '928']
['465', '758']
['945', '83']
['856', '281']
['366', '178']
['189', '653']
['70', '825']
['407', '221']
['119', '662']
['200', '401']
['853', '960']
['150', '549']
['891', '439']
['508', '254']
['287', '242']
['925', '724']
['242', '936']
['548', '691']
['866', '861']
['678', '587']
['780', '262']
['141', '181']
['281', '456']
['237', '561']
['416', '759']
['785', '807']
['557', '277']
['997', '470']
['746', '16']
['720', '592']
['58', '895']
['484', '593']
['47', '830']
['887', '206']
['211', '582']
['238', '116']
['38', '949']
['614', '444']
['941', '302']
['251', '122']
['542', '467']
['824', '98']
['859', '188']
['988', '93']
['307', '620']
['424', '381']
['95', '953']
['280', '876']
['363', '332']
['946', '879']
['1', '162']
['424', '439']
['210', '653']
['439', '767']
['213', '472']
['240', '295']
['886', '14']
['179', '604']
['982', '312']
['266', '141']
['423', '165']
['415', '811']
['763', '707']
['267', '6']
['770', '473']
['607', '437']
['449', '839']
['35', '589']
['71', '723']
['168', '608']
['16', '931']
['567', '681']
['797', '415']
['7', '694']
['240', '60']
['276', '292']
['842', '373']
['462', '826']
['568', '240']
['159', '90']
['667', '423']
['78', '447']
['693', '424']
['419', '824']
['304', '134']
['567', '840']
['994', '842']
['262', '90']
['752', '842']
['155', '135']
['357', '407']
['603', '829']
['670', '199']
['47', '116']
['543', '359']
['492', '288']
['309', '837']
['338', '336']
['947', '936']
['678', '567']
['830', '533']
['217', '846']
['585', '678']
['329', '172']
['252', '793']
['243', '945']
['399', '462']
['473', '705']
['947', '55']
['32', '884']
['956', '830']
['486', '858']
['914', '52']
['715', '40']
['141', '498']
['940', '657']
['29', '164']
['686', '294']
['972', '315']
['15', '13']
['729', '967']
['736', '59']
['424', '376']
['245', '531']
['290', '135']
['950', '874']
['116', '190']
['970', '93']
['445', '631']
['787', '34']
['489', '23']
['641', '972']
['668', '309']
['69', '557']
['967', '542']
['961', '968']
['753', '684']
['726', '822']
['513', '73']
['192', '654']
['413', '634']
['380', '399']
['118', '921']
['91', '739']
['296', '679']
['913', '639']
['726', '581']
['594', '608']
['705', '163']
['994', '839']
['322', '296']
['984', '544']
['813', '102']
['154', '949']
['924', '36']
['436', '856']
['41', '268']
['547', '830']
['596', '117']
['627', '132']
['428', '90']
['69', '573']
['793', '166']
['231', '141']
['168', '624']
['971', '8']
['151', '364']
['480', '613']
['370', '624']
['714', '60']
['347', '914']
['909', '826']
['392', '409']
['157', '960']
['173', '91']
['725', '37']
['29', '441']
['829', '797']
['930', '942']
['749', '837']
['557', '172']
['370', '464']
['836', '477']
['109', '453']
['330', '417']
['590', '671']
['569', '702']
['527', '828']
['791', '639']
['982', '447']
['841', '336']
['549', '767']
['310', '897']
['606', '350']
['504', '51']
['595', '573']
['174', '464']
['180', '753']
['897', '482']
['475', '609']
['581', '872']
['416', '745']
['137', '769']
['100', '750']
['191', '494']
['963', '794']
['133', '692']
['143', '308']
['99', '677']
['573', '317']
['456', '802']
['769', '206']
['189', '571']
['315', '148']
['971', '600']
['172', '805']
['373', '275']
['337', '735']
['678', '677']
['496', '411']
['397', '281']
['908', '455']
['537', '939']
['240', '17']
['72', '388']
['96', '982']
['88', '714']
['52', '441']
['190', '921']
['74', '413']
['543', '902']
['209', '263']
['267', '957']
['513', '309']
['686', '234']
['147', '505']
['493', '181']
['256', '607']
['647', '391']
['65', '392']
['769', '548']
['692', '958']
['507', '456']
['806', '385']
['265', '221']
['222', '212']
['523', '912']
['594', '885']
['366', '419']
['421', '341']
['255', '213']
['729', '370']
['361', '520']
['774', '646']
['721', '844']
['883', '50']
['989', '8']
['683', '254']
['533', '909']
['959', '11']
['261', '481']
['766', '101']
['134', '163']
['785', '353']
['854', '363']
['152', '430']
['359', '656']
['390', '685']
['876', '978']
['113', '631']
['370', '706']
['615', '177']
['390', '907']
['785', '708']
['960', '498']
['60', '600']
['892', '646']
['417', '648']
['54', '430']
['467', '483']
['842', '812']
['797', '633']
['347', '704']
['760', '783']
['953', '318']
['209', '681']
['652', '15']
['944', '697']
['998', '231']
['658', '121']
['815', '175']
['37', '784']
['432', '958']
['212', '828']
['828', '869']
['283', '102']
['384', '869']
['907', '866']
['455', '210']
['665', '251']
['922', '824']
['985', '957']
['543', '187']
['752', '614']
['984', '653']
['833', '49']
['156', '19']
['394', '313']
['640', '532']
['490', '471']
['775', '869']
['260', '321']
['668', '539']
['830', '611']
['384', '498']
['414', '744']
['334', '277']
['128', '67']
['993', '815']
['344', '636']
['847', '261']
['576', '595']
['630', '910']
['65', '157']
['192', '663']
['923', '160']
['249', '251']
['373', '921']
['148', '817']
['1', '193']
['670', '542']
['194', '577']
['844', '369']
['417', '550']
['752', '830']
['355', '337']
['438', '921']
['177', '395']
['599', '437']
['584', '781']
['454', '391']
['511', '783']
['258', '443']
['244', '725']
['617', '220']
['612', '363']
['717', '645']
['358', '944']
['430', '277']
['73', '111']
['254', '759']
['271', '209']
['506', '962']
['386', '302']
['883', '938']
['343', '542']
['166', '923']
['964', '79']
['36', '498']
['543', '892']
['317', '458']
['154', '759']
['200', '707']
['924', '350']
['204', '613']
['721', '461']
['471', '421']
['549', '358']
['412', '656']
['672', '43']
['753', '675']
['295', '464']
['135', '369']
['727', '332']
['316', '134']
['549', '110']
['224', '279']
['420', '208']
['268', '201']
['913', '475']
['301', '840']
['602', '296']
['429', '573']
['926', '620']
['2', '410']
['395', '275']
['111', '275']
['286', '251']
['994', '620']
['182', '762']
['799', '930']
['469', '561']
['792', '83']
['874', '341']
['569', '357']
['655', '903']
['658', '634']
['372', '283']
['936', '248']
['842', '323']
['839', '812']
['343', '832']
['137', '111']
['847', '376']
['739', '126']
['765', '179']
['977', '552']
['847', '744']
['36', '807']
['416', '932']
['428', '511']
['87', '378']
['142', '521']
['797', '540']
['573', '295']
['436', '363']
['444', '675']
['78', '88']
['926', '927']
['817', '798']
['293', '939']
['268', '197']
['609', '668']
['450', '44']
['119', '866']
['418', '267']
['421', '368']
['725', '620']
['967', '860']
['929', '70']
['161', '49']
['680', '296']
['620', '889']
['556', '452']
['265', '58']
['10', '648']
['523', '298']
['432', '742']
['440', '232']
['979', '63']
['817', '783']
['975', '985']
['435', '43']
['600', '91']
['741', '154']
['282', '898']
['488', '740']
['263', '647']
['60', '142']
['91', '903']
['509', '791']
['299', '442']
['230', '665']
['164', '123']
['946', '738']
['644', '927']
['224', '212']
['467', '319']
['38', '784']
['292', '811']
['237', '268']
['675', '6']
['521', '552']
['171', '252']
['574', '312']
['706', '714']
['888', '13']
['375', '957']
['209', '939']
['458', '44']
['766', '572']
['863', '266']
['481', '594']
['238', '252']
['628', '250']
['303', '932']
['71', '898']
['448', '565']
['633', '89']
['356', '0']
['888', '760']
['657', '569']
['157', '417']
['856', '744']
['144', '541']
['675', '439']
['916', '539']
['286', '982']
['790', '685']
['156', '458']
['328', '874']
['938', '851']
['731', '906']
['568', '134']
['53', '619']
['85', '373']
['935', '243']
['842', '209']
['597', '712']
['175', '319']
['760', '46']
['915', '734']
['431', '982']
['430', '8']
['730', '266']
['436', '849']
['346', '365']
['925', '354']
['716', '427']
['24', '585']
['605', '604']
['158', '366']
['89', '912']
['304', '471']
['119', '149']
['908', '774']
['170', '531']
['545', '848']
['411', '27']
['970', '899']
['298', '144']
['77', '135']
['958', '843']
['419', '363']
['3', '914']
['78', '818']
['149', '268']
['288', '190']
['288', '537']
['127', '280']
['624', '68']
['427', '239']
['993', '267']
['645', '548']
['281', '229']
['846', '86']
['556', '688']
['586', '367']
['53', '990']
['268', '337']
['88', '587']
['742', '662']
['8', '383']
['628', '12']
['844', '246']
['701', '403']
['83', '626']
['462', '67']
['448', '274']
['425', '429']
['81', '259']
['562', '710']
['393', '691']
['71', '159']
['878', '928']
['631', '354']
['123', '98']
['452', '750']
['886', '9']
