50
25
['BOB', 'ADI', 'AHU', 'BKX', 'AMY', 'BGP', 'ACY', 'ARN', 'BON', 'AFU', 'AAY', 'AGS', 'AQS', 'AYY', 'BFW', 'AVC', 'AVB', 'BHP', 'AKC', 'BBN']
['AAH', 'ALQ', 'ANV', 'BAE', 'BJI', 'BHA', 'AOY', 'ANE', 'AXO', 'AKT', 'AXT', 'AON', 'AMK', 'AFC', 'ABI', 'AKJ', 'ANP', 'AGL', 'ACO', 'AIA']
['AKT', 'AGL', 'ANP', 'AMK', 'AXT', 'AFC', 'ALQ', 'AAH', 'AXO', 'AOY', 'AON', 'BJI', 'BHA', 'ABI', 'ANE', 'AIA', 'ANV', 'AKJ', 'ACO', 'BAE']
['AOY', 'BHA', 'AXT', 'AKT', 'ANV', 'ACO', 'ANP', 'AXO', 'AON', 'AKJ', 'AGL', 'BJI', 'AFC', 'ABI', 'BAE', 'AMK', 'ALQ', 'AAH', 'ANE', 'AIA']
['ALQ', 'AKJ', 'AFC', 'AOY', 'ANP', 'BJI', 'BHA', 'AON', 'ACO', 'BAE', 'AXT', 'AIA', 'ABI', 'AMK', 'ANV', 'ANE', 'AGL', 'AXO', 'AAH', 'AKT']
['ANP', 'AFC', 'AIA', 'ABI', 'ACO', 'BJI', 'AOY', 'AON', 'ANV', 'AXT', 'AKJ', 'AAH', 'BAE', 'BHA', 'ALQ', 'AXO', 'ANE', 'AGL', 'AKT', 'AMK']
['AGL', 'ANE', 'BAE', 'ALQ', 'AAH', 'BHA', 'AON', 'AMK', 'ANV', 'ABI', 'BJI', 'AIA', 'AKJ', 'AXO', 'AFC', 'AXT', 'ANP', 'ACO', 'AKT', 'AOY']
['ANE', 'AKT', 'ABI', 'AXO', 'BHA', 'AMK', 'AKJ', 'BAE', 'AAH', 'AGL', 'ANP', 'AOY', 'BJI', 'AXT', 'AFC', 'ACO', 'AON', 'ANV', 'ALQ', 'AIA']
['AMK', 'AOY', 'AXO', 'BAE', 'AIA', 'ANE', 'BHA', 'AON', 'AKJ', 'ABI', 'AGL', 'AXT', 'AKT', 'ANV', 'AFC', 'ACO', 'ANP', 'BJI', 'ALQ', 'AAH']
['BHA', 'ANP', 'ALQ', 'AMK', 'ANV', 'AIA', 'AKJ', 'AOY', 'AXO', 'AXT', 'AFC', 'BAE', 'ANE', 'ACO', 'AGL', 'BJI', 'ABI', 'AKT', 'AON', 'AAH']
['AXT', 'ABI', 'ACO', 'BJI', 'AMK', 'AOY', 'ANV', 'AXO', 'BHA', 'AAH', 'ALQ', 'BAE', 'AGL', 'AKJ', 'ANE', 'AFC', 'AON', 'ANP', 'AIA', 'AKT']
['ANP', 'AXT', 'AAH', 'BAE', 'ANV', 'AMK', 'BHA', 'AFC', 'AKJ', 'AOY', 'BJI', 'ALQ', 'AGL', 'AKT', 'AXO', 'ABI', 'ACO', 'AON', 'ANE', 'AIA']
['AKJ', 'BAE', 'AON', 'ALQ', 'ANE', 'AXT', 'AOY', 'BHA', 'ANP', 'ANV', 'AMK', 'AKT', 'AAH', 'BJI', 'AFC', 'ABI', 'AXO', 'AGL', 'ACO', 'AIA']
['AMK', 'BAE', 'ANV', 'AIA', 'AKT', 'AGL', 'AAH', 'AFC', 'ANP', 'AXT', 'ACO', 'AON', 'BHA', 'ABI', 'AXO', 'AOY', 'BJI', 'ANE', 'ALQ', 'AKJ']
['ANP', 'BJI', 'AKJ', 'ACO', 'AXT', 'AAH', 'AMK', 'ANV', 'BAE', 'BHA', 'AXO', 'AGL', 'AON', 'ANE', 'AKT', 'AOY', 'ABI', 'ALQ', 'AIA', 'AFC']
['ANV', 'ALQ', 'ANP', 'AGL', 'AON', 'AXT', 'AXO', 'BAE', 'AAH', 'AKT', 'AFC', 'BHA', 'BJI', 'ANE', 'AOY', 'AIA', 'ABI', 'AKJ', 'AMK', 'ACO']
['AFC', 'AGL', 'BHA', 'ABI', 'AXO', 'BAE', 'BJI', 'ALQ', 'AKJ', 'ANV', 'AOY', 'ACO', 'AAH', 'AIA', 'AKT', 'AMK', 'ANE', 'AON', 'AXT', 'ANP']
['BAE', 'AKJ', 'BHA', 'ANE', 'AKT', 'ALQ', 'AXT', 'AMK', 'AON', 'ABI', 'AGL', 'AFC', 'ANP', 'AOY', 'AAH', 'ACO', 'AIA', 'AXO', 'ANV', 'BJI']
['ANE', 'AON', 'AXO', 'AKJ', 'AGL', 'ANP', 'AKT', 'ANV', 'ABI', 'ACO', 'AAH', 'AXT', 'BHA', 'BJI', 'BAE', 'AMK', 'ALQ', 'AOY', 'AIA', 'AFC']
['ANV', 'AKT', 'BJI', 'ACO', 'AGL', 'AIA', 'ABI', 'BAE', 'ANP', 'AON', 'AMK', 'AXO', 'AOY', 'AXT', 'ANE', 'ALQ', 'AFC', 'BHA', 'AAH', 'AKJ']
['AMK', 'AOY', 'ABI', 'ACO', 'AKT', 'ALQ', 'AKJ', 'AXO', 'AIA', 'AXT', 'AON', 'AGL', 'BHA', 'BAE', 'AFC', 'BJI', 'ANE', 'ANP', 'AAH', 'ANV']
['AWG', 'BEN', 'AKX', 'ATH', 'APU', 'AIW', 'BCG', 'BNF', 'BKJ', 'BOK', 'BII', 'BED', 'BDQ', 'AWB', 'BEB', 'AUA', 'BDK', 'AND', 'AFM', 'AUB']
['AFM', 'APU', 'AND', 'BDQ', 'AKX', 'AUA', 'BOK', 'BEN', 'AIW', 'BCG', 'BII', 'AWG', 'ATH', 'AWB', 'AUB', 'BNF', 'BEB', 'BKJ', 'BED', 'BDK']
['BDQ', 'APU', 'AWB', 'AND', 'BNF', 'AUB', 'BED', 'ATH', 'BKJ', 'BCG', 'AFM', 'AIW', 'BEN', 'AWG', 'BII', 'BDK', 'AUA', 'BEB', 'AKX', 'BOK']
['BDQ', 'BEN', 'BDK', 'BKJ', 'BOK', 'AFM', 'ATH', 'AIW', 'BED', 'AWG', 'AWB', 'BII', 'AUB', 'AUA', 'AKX', 'AND', 'APU', 'BEB', 'BNF', 'BCG']
['AKX', 'APU', 'ATH', 'BEB', 'AWB', 'BEN', 'AUB', 'AIW', 'BKJ', 'BCG', 'BOK', 'BDK', 'AUA', 'AND', 'AFM', 'BII', 'BDQ', 'BED', 'BNF', 'AWG']
['AKX', 'APU', 'BDK', 'AFM', 'AWG', 'AIW', 'BNF', 'BKJ', 'BII', 'BDQ', 'BCG', 'BOK', 'BED', 'AND', 'BEN', 'BEB', 'ATH', 'AWB', 'AUB', 'AUA']
['BEB', 'BOK', 'BDQ', 'AUB', 'AIW', 'AFM', 'BCG', 'AWG', 'BED', 'AND', 'AKX', 'BKJ', 'AUA', 'APU', 'ATH', 'BEN', 'BII', 'AWB', 'BDK', 'BNF']
['BII', 'AKX', 'BDK', 'AUB', 'AFM', 'BEN', 'AWB', 'AIW', 'AND', 'APU', 'AUA', 'BCG', 'BKJ', 'BEB', 'BDQ', 'ATH', 'AWG', 'BNF', 'BED', 'BOK']
['BEN', 'BDQ', 'BNF', 'AUB', 'BOK', 'AWG', 'APU', 'AIW', 'AKX', 'AWB', 'BDK', 'ATH', 'BKJ', 'BCG', 'AUA', 'BEB', 'BII', 'BED', 'AFM', 'AND']
['BII', 'ATH', 'BED', 'BEN', 'BOK', 'AUB', 'BNF', 'AFM', 'AUA', 'BCG', 'AIW', 'AND', 'BEB', 'AWG', 'BDQ', 'APU', 'AKX', 'AWB', 'BDK', 'BKJ']
['AUA', 'AIW', 'APU', 'AWB', 'AND', 'BNF', 'AFM', 'BCG', 'BKJ', 'ATH', 'AKX', 'BEB', 'BED', 'BII', 'BOK', 'BDK', 'BDQ', 'AUB', 'BEN', 'AWG']
['BCG', 'BII', 'BEN', 'BOK', 'BKJ', 'ATH', 'BED', 'AWB', 'AUA', 'AWG', 'AIW', 'APU', 'AKX', 'BDQ', 'BNF', 'AND', 'AUB', 'BDK', 'BEB', 'AFM']
['BEB', 'BEN', 'BKJ', 'AFM', 'AWG', 'AUB', 'BED', 'BDQ', 'BOK', 'AIW', 'AKX', 'BDK', 'AND', 'AUA', 'BII', 'APU', 'BNF', 'BCG', 'AWB', 'ATH']
['BEN', 'AWB', 'BKJ', 'BDQ', 'AFM', 'BEB', 'AUA', 'BII', 'BCG', 'APU', 'AIW', 'AWG', 'AUB', 'ATH', 'BED', 'BNF', 'BDK', 'BOK', 'AND', 'AKX']
['ATH', 'AWG', 'BKJ', 'APU', 'BEB', 'AND', 'BDK', 'BDQ', 'BED', 'BNF', 'AFM', 'AKX', 'AUA', 'BEN', 'AWB', 'BCG', 'AIW', 'AUB', 'BOK', 'BII']
['APU', 'AWB', 'BED', 'BCG', 'BDK', 'AUA', 'BKJ', 'BOK', 'BEN', 'AIW', 'BEB', 'ATH', 'AKX', 'AUB', 'AND', 'BNF', 'BDQ', 'AFM', 'BII', 'AWG']
['BDK', 'AKX', 'BNF', 'AFM', 'BEN', 'BII', 'AWG', 'BOK', 'AND', 'BED', 'AUA', 'BEB', 'AUB', 'AIW', 'AWB', 'APU', 'BKJ', 'BCG', 'BDQ', 'ATH']
['AFM', 'BCG', 'BDQ', 'AUA', 'AWB', 'AKX', 'AIW', 'BKJ', 'AWG', 'APU', 'BNF', 'BOK', 'BEN', 'BEB', 'AUB', 'BII', 'BDK', 'AND', 'ATH', 'BED']
['BCG', 'AWB', 'AWG', 'AKX', 'BDK', 'BOK', 'BEN', 'APU', 'AND', 'BED', 'BII', 'ATH', 'BDQ', 'AIW', 'AUB', 'BEB', 'AUA', 'AFM', 'BNF', 'BKJ']
['AWG', 'BNF', 'BDK', 'BOK', 'BCG', 'ATH', 'AWB', 'BEB', 'BKJ', 'AUA', 'AIW', 'AND', 'BED', 'APU', 'BEN', 'AKX', 'AFM', 'BII', 'AUB', 'BDQ']
['BDQ', 'AUB', 'BDK', 'AND', 'AWB', 'BEB', 'ATH', 'AKX', 'BED', 'AWG', 'BII', 'BEN', 'AUA', 'AFM', 'BNF', 'AIW', 'APU', 'BKJ', 'BCG', 'BOK']
['BNF', 'AIW', 'AUB', 'APU', 'BDK', 'BED', 'AWG', 'AWB', 'BEN', 'ATH', 'BOK', 'BKJ', 'AFM', 'AUA', 'AKX', 'BCG', 'BDQ', 'AND', 'BEB', 'BII']
['AND', 'BKJ', 'AWB', 'BDQ', 'AUA', 'AWG', 'AIW', 'BEB', 'APU', 'BDK', 'BED', 'BNF', 'BOK', 'ATH', 'AUB', 'AFM', 'BII', 'BCG', 'AKX', 'BEN']
['AFM', 'BII', 'BCG', 'AUA', 'BEB', 'APU', 'BDK', 'BDQ', 'AUB', 'ATH', 'BEN', 'BKJ', 'AND', 'AWG', 'AIW', 'AKX', 'AWB', 'BOK', 'BNF', 'BED']
['BEB', 'AUB', 'AKX', 'BCG', 'BII', 'AWB', 'BEN', 'ATH', 'BNF', 'BKJ', 'BDK', 'BED', 'AND', 'BOK', 'BDQ', 'AWG', 'APU', 'AIW', 'AFM', 'AUA']
['BNF', 'BEN', 'AKX', 'AFM', 'BEB', 'APU', 'BII', 'BDK', 'ATH', 'AND', 'AWG', 'AUB', 'AUA', 'BKJ', 'BCG', 'AWB', 'BOK', 'BDQ', 'BED', 'AIW']
['BII', 'BKJ', 'AWB', 'BCG', 'APU', 'AUA', 'AIW', 'BOK', 'ATH', 'BDQ', 'BED', 'BDK', 'AUB', 'AFM', 'BEB', 'AND', 'BNF', 'AWG', 'AKX', 'BEN']
['BEN', 'AUA', 'BII', 'BED', 'BEB', 'BDK', 'AWG', 'BCG', 'BOK', 'APU', 'AIW', 'BKJ', 'AND', 'BDQ', 'ATH', 'AFM', 'AWB', 'BNF', 'AKX', 'AUB']
['AUA', 'BEB', 'AKX', 'BDK', 'AUB', 'ATH', 'BCG', 'BII', 'BKJ', 'APU', 'AND', 'BNF', 'AWB', 'AIW', 'BOK', 'BDQ', 'AFM', 'BED', 'AWG', 'BEN']
['BOK', 'AUB', 'BKJ', 'AWB', 'ATH', 'BNF', 'AUA', 'AWG', 'BDQ', 'BDK', 'AIW', 'AKX', 'BED', 'BEB', 'BII', 'BEN', 'APU', 'AFM', 'AND', 'BCG']
['BOK', 'BEB', 'BED', 'BKJ', 'AKX', 'AUA', 'AIW', 'ATH', 'BDK', 'BII', 'AWG', 'AFM', 'BDQ', 'BEN', 'BNF', 'AUB', 'AWB', 'AND', 'BCG', 'APU']
['AWG', 'APU', 'BDK', 'BNF', 'AIW', 'BED', 'AUB', 'AUA', 'AKX', 'ATH', 'AND', 'BEN', 'BEB', 'BII', 'BDQ', 'AFM', 'BKJ', 'BCG', 'AWB', 'BOK']
['BII', 'BEN', 'AUA', 'AFM', 'AND', 'AWG', 'BEB', 'BDK', 'APU', 'BKJ', 'AUB', 'AKX', 'AWB', 'BCG', 'ATH', 'AIW', 'BNF', 'BDQ', 'BED', 'BOK']
['BDK', 'AKX', 'BII', 'AUB', 'BEN', 'APU', 'AUA', 'ATH', 'AWB', 'BOK', 'BKJ', 'BEB', 'AWG', 'BNF', 'AND', 'AIW', 'BDQ', 'AFM', 'BCG', 'BED']
['ATH', 'APU', 'AUB', 'BEB', 'AND', 'BKJ', 'AIW', 'BII', 'BNF', 'AKX', 'AWB', 'BDQ', 'AUA', 'AFM', 'AWG', 'BEN', 'BDK', 'BED', 'BCG', 'BOK']
['AND', 'BDK', 'ATH', 'APU', 'BCG', 'AWG', 'BDQ', 'BII', 'BOK', 'BNF', 'AKX', 'AUA', 'BEB', 'AIW', 'BKJ', 'BEN', 'AFM', 'AWB', 'AUB', 'BED']
['ATH', 'BOK', 'BNF', 'AUB', 'BED', 'AFM', 'BDQ', 'AWB', 'AUA', 'AIW', 'BKJ', 'AND', 'BCG', 'BDK', 'BII', 'AWG', 'BEB', 'APU', 'BEN', 'AKX']
['BNC', 'ABP', 'BOQ', 'AJR', 'ATX', 'ARB', 'BFJ', 'AXN', 'AAM', 'BME', 'AGT', 'AHL', 'BDX', 'BNS', 'BDE', 'ALX', 'AKF', 'AXC', 'AFK', 'AWI']
['BNC', 'BNS', 'BFJ', 'ABP', 'AXN', 'AKF', 'AWI', 'ATX', 'AFK', 'ARB', 'AJR', 'BOQ', 'AAM', 'AXC', 'BDE', 'BME', 'ALX', 'AGT', 'BDX', 'AHL']
['AKF', 'BOQ', 'BDX', 'ATX', 'AHL', 'AXC', 'AGT', 'BFJ', 'AAM', 'AXN', 'BME', 'BNS', 'ABP', 'ALX', 'AWI', 'AFK', 'ARB', 'AJR', 'BDE', 'BNC']
['ABP', 'BNC', 'AXC', 'BDX', 'AKF', 'ATX', 'AGT', 'BFJ', 'AJR', 'AXN', 'ARB', 'AHL', 'AWI', 'BME', 'BOQ', 'ALX', 'BDE', 'AFK', 'BNS', 'AAM']
['AKF', 'BFJ', 'BNC', 'BDX', 'AFK', 'ALX', 'BOQ', 'ATX', 'BME', 'AAM', 'AJR', 'AXN', 'BDE', 'AXC', 'ABP', 'AGT', 'AHL', 'ARB', 'BNS', 'AWI']
