3
249
['28', '277']
['0', '115']
['1', '45']
['0', '319']
['1', '174']
['1', '499']
['208', '457']
['0', '411']
['1', '208']
['275', '2']
['1', '436']
['264', '2']
['1', '118']
['0', '190']
['1', '164']
['0', '87']
['0', '303']
['266', '2']
['0', '326']
['1', '232']
['0', '302']
['343', '2']
['198', '447']
['0', '119']
['0', '335']
['0', '431']
['1', '10']
['170', '419']
['0', '323']
['0', '373']
['1', '401']
['0', '48']
['0', '489']
['10', '259']
['0', '392']
['1', '24']
['192', '441']
['7', '256']
['0', '454']
['0', '173']
['0', '3']
['0', '152']
['1', '84']
['0', '269']
['1', '459']
['1', '303']
['254', '2']
['1', '427']
['458', '2']
['1', '121']
['1', '102']
['0', '41']
['1', '247']
['0', '105']
['224', '473']
['330', '2']
['1', '109']
['193', '442']
['297', '2']
['0', '118']
['1', '42']
['0', '474']
['0', '243']
['0', '124']
['179', '428']
['0', '406']
['0', '134']
['0', '225']
['0', '21']
['1', '348']
['1', '305']
['438', '2']
['1', '448']
['499', '2']
['1', '309']
['1', '78']
['272', '2']
['0', '444']
['1', '75']
['401', '2']
['0', '370']
['269', '2']
['1', '120']
['209', '458']
['374', '2']
['1', '228']
['64', '313']
['378', '2']
['83', '332']
['1', '340']
['0', '172']
['0', '263']
['0', '193']
['0', '252']
['1', '479']
['152', '401']
['1', '415']
['1', '31']
['456', '2']
['95', '344']
['0', '66']
['0', '33']
['216', '465']
['1', '319']
['1', '352']
['191', '440']
['268', '2']
['433', '2']
['0', '410']
['1', '229']
['0', '299']
['0', '138']
['190', '439']
['407', '2']
['1', '289']
['1', '248']
['229', '478']
['24', '273']
['0', '452']
['342', '2']
['367', '2']
['434', '2']
['0', '271']
['1', '15']
['0', '38']
['0', '399']
['463', '2']
['304', '2']
['0', '215']
['0', '72']
['1', '280']
['0', '428']
['1', '322']
['76', '325']
['1', '402']
['1', '182']
['228', '477']
['1', '272']
['1', '29']
['1', '242']
['0', '289']
['0', '34']
['1', '371']
['1', '259']
['1', '49']
['0', '82']
['408', '2']
['46', '295']
['30', '279']
['0', '109']
['1', '154']
['131', '380']
['1', '295']
['0', '131']
['125', '374']
['0', '297']
['1', '139']
['464', '2']
['210', '459']
['1', '421']
['0', '159']
['1', '264']
['0', '451']
['497', '2']
['1', '487']
['270', '2']
['0', '374']
['0', '280']
['0', '412']
['0', '248']
['1', '91']
['0', '161']
['1', '105']
['280', '2']
['238', '487']
['44', '293']
['0', '333']
['92', '341']
['0', '355']
['301', '2']
['1', '168']
['151', '400']
['1', '386']
['0', '99']
['0', '429']
['1', '179']
['0', '334']
['0', '496']
['324', '2']
['1', '263']
['3', '252']
['108', '357']
['496', '2']
['286', '2']
['123', '372']
['1', '55']
['1', '95']
['1', '477']
['0', '189']
['15', '264']
['1', '127']
['1', '296']
['1', '52']
['1', '328']
['0', '482']
['0', '76']
['0', '175']
['183', '432']
['1', '476']
['0', '445']
['1', '418']
['0', '22']
['1', '472']
['1', '231']
['1', '157']
['1', '279']
['1', '187']
['350', '2']
['0', '64']
['0', '230']
['0', '196']
['0', '278']
['1', '68']
['1', '369']
['1', '320']
['283', '2']
['0', '74']
['60', '309']
['50', '299']
['1', '155']
['0', '381']
['1', '147']
['0', '2']
['1', '16']
['325', '2']
['1', '332']
['1', '249']
['298', '2']
['0', '349']
['1', '6']
['0', '216']
['319', '2']
['1', '217']
['1', '98']
['182', '431']
['0', '362']
['383', '2']
['0', '122']
['0', '139']
['1', '261']
['1', '244']
['221', '470']
['483', '2']
['149', '398']
['262', '2']
['248', '497']
['1', '190']
['1', '111']
['247', '496']
['1', '363']
['0', '273']
['1', '32']
['439', '2']
['1', '19']
['455', '2']
['0', '17']
['307', '2']
['0', '266']
['0', '70']
['0', '448']
['0', '460']
['1', '366']
['1', '489']
['0', '434']
['105', '354']
['449', '2']
['1', '292']
['0', '208']
['399', '2']
['1', '466']
['1', '159']
['1', '20']
['409', '2']
['0', '360']
['1', '394']
['0', '462']
['1', '404']
['1', '224']
['212', '461']
['485', '2']
['443', '2']
['1', '302']
['61', '310']
['0', '201']
['476', '2']
['1', '186']
['0', '73']
['0', '354']
['1', '14']
['413', '2']
['260', '2']
['0', '296']
['1', '201']
['0', '282']
['158', '407']
['0', '52']
['461', '2']
['0', '31']
['0', '47']
['0', '250']
['1', '497']
['1', '383']
['337', '2']
['1', '381']
['1', '361']
['0', '365']
['1', '253']
['231', '480']
['47', '296']
['274', '2']
['0', '382']
['199', '448']
['0', '350']
['0', '442']
['0', '384']
['473', '2']
['0', '136']
['1', '149']
['1', '446']
['1', '341']
['267', '2']
['0', '488']
['341', '2']
['1', '490']
['236', '485']
['235', '484']
['1', '169']
['1', '454']
['1', '181']
['0', '205']
['0', '195']
['1', '39']
['54', '303']
['1', '215']
['0', '317']
['1', '161']
['1', '61']
['1', '434']
['181', '430']
['0', '217']
['14', '263']
['0', '223']
['136', '385']
['0', '111']
['0', '168']
['299', '2']
['113', '362']
['1', '453']
['0', '158']
['97', '346']
['371', '2']
['0', '235']
['91', '340']
['6', '255']
['1', '63']
['0', '238']
['0', '43']
['62', '311']
['1', '176']
['1', '175']
['482', '2']
['1', '129']
['0', '377']
['492', '2']
['36', '285']
['271', '2']
['1', '116']
['0', '123']
['63', '312']
['1', '300']
['435', '2']
['1', '203']
['1', '495']
['416', '2']
['1', '372']
['1', '241']
['387', '2']
['447', '2']
['0', '80']
['1', '362']
['494', '2']
['0', '420']
['0', '498']
['0', '467']
['0', '340']
['1', '277']
['1', '347']
['450', '2']
['475', '2']
['0', '28']
['1', '357']
['1', '167']
['1', '412']
['0', '228']
['0', '351']
['0', '191']
['174', '423']
['230', '479']
['0', '394']
['0', '497']
['1', '447']
['0', '203']
['375', '2']
['0', '91']
['1', '283']
['446', '2']
['243', '492']
['184', '433']
['1', '141']
['143', '392']
['0', '261']
['1', '285']
['1', '390']
['1', '222']
['0', '88']
['436', '2']
['1', '297']
['0', '84']
['239', '488']
['1', '213']
['0', '7']
['1', '207']
['119', '368']
['112', '361']
['423', '2']
['59', '308']
['1', '227']
['0', '53']
['1', '400']
['284', '2']
['1', '301']
['1', '485']
['1', '101']
['0', '185']
['194', '443']
['359', '2']
['472', '2']
['94', '343']
['0', '306']
['425', '2']
['0', '366']
['153', '402']
['1', '204']
['0', '75']
['1', '382']
['1', '403']
['0', '62']
['161', '410']
['1', '327']
['0', '361']
['142', '391']
['145', '394']
['0', '352']
['0', '485']
['0', '458']
['1', '430']
['0', '183']
['1', '196']
['0', '55']
['0', '165']
['1', '70']
['294', '2']
['322', '2']
['1', '100']
['0', '108']
['1', '180']
['0', '90']
['0', '20']
['32', '281']
['0', '71']
['1', '88']
['1', '397']
['0', '19']
['0', '117']
['1', '65']
['135', '384']
['0', '237']
['0', '242']
['1', '64']
['89', '338']
['1', '85']
['1', '132']
['1', '315']
['223', '472']
['0', '424']
['1', '93']
['1', '214']
['0', '83']
['233', '482']
['1', '298']
['0', '142']
['0', '15']
['419', '2']
['0', '313']
['197', '446']
['1', '197']
['1', '38']
['0', '233']
['1', '354']
['139', '388']
['237', '486']
['244', '493']
['1', '185']
['1', '287']
['1', '293']
['1', '458']
['0', '144']
['0', '279']
['1', '374']
['1', '146']
['316', '2']
['1', '183']
['1', '370']
['1', '36']
['489', '2']
['0', '427']
['469', '2']
['0', '214']
['1', '465']
['0', '42']
['487', '2']
['0', '221']
['0', '404']
['1', '12']
['42', '291']
['1', '270']
['251', '3']
['1', '165']
['1', '140']
['1', '9']
['1', '83']
['164', '413']
['1', '136']
['87', '336']
['133', '382']
['219', '468']
['0', '308']
['0', '307']
['0', '408']
['0', '426']
['12', '261']
['0', '81']
['285', '2']
['431', '2']
['0', '483']
['0', '153']
['132', '381']
['1', '422']
['0', '490']
['1', '126']
['0', '457']
['389', '2']
['1', '128']
['204', '453']
['0', '417']
['0', '211']
['0', '367']
['124', '373']
['82', '331']
['1', '257']
['1', '345']
['261', '2']
['0', '156']
['1', '79']
['0', '316']
['484', '2']
['1', '275']
['393', '2']
['173', '422']
['1', '246']
['1', '99']
['1', '54']
['1', '206']
['1', '308']
['0', '314']
['1', '271']
['1', '221']
['0', '402']
['90', '339']
['0', '95']
['0', '386']
['0', '132']
['0', '114']
['0', '383']
['1', '255']
['0', '239']
['1', '243']
['1', '135']
['1', '18']
['402', '2']
['311', '2']
['217', '466']
['448', '2']
['1', '48']
['364', '2']
['1', '349']
['78', '327']
['474', '2']
['0', '253']
['0', '493']
['1', '439']
['462', '2']
['23', '272']
['205', '454']
['166', '415']
['1', '281']
['0', '232']
['0', '416']
['1', '112']
['128', '377']
['66', '315']
['0', '69']
['52', '301']
['1', '467']
['385', '2']
['0', '272']
['202', '451']
['129', '378']
['1', '237']
['188', '437']
['1', '438']
['1', '398']
['0', '186']
['1', '284']
['0', '459']
['0', '264']
['0', '422']
['1', '258']
['0', '50']
['1', '424']
['1', '375']
['0', '202']
['0', '60']
['0', '300']
['1', '323']
['1', '4']
['310', '2']
['1', '462']
['348', '2']
['1', '470']
['126', '375']
['0', '343']
['169', '418']
['0', '164']
['0', '63']
['287', '2']
['457', '2']
['162', '411']
['0', '495']
['0', '471']
['312', '2']
['214', '463']
['1', '122']
['77', '326']
['1', '464']
['67', '316']
['0', '310']
['1', '58']
['0', '171']
['0', '385']
['117', '366']
['470', '2']
['1', '384']
['0', '150']
['1', '163']
['0', '245']
['0', '178']
['0', '10']
['0', '224']
['398', '2']
['1', '11']
['1', '307']
['1', '145']
['0', '101']
['0', '23']
['1', '336']
['0', '274']
['277', '2']
['1', '316']
['0', '288']
['0', '415']
['437', '2']
['0', '16']
['0', '176']
['0', '435']
['57', '306']
['1', '47']
['1', '355']
['0', '39']
['452', '2']
['4', '253']
['1', '411']
['0', '210']
['93', '342']
['0', '120']
['1', '96']
['0', '113']
['1', '492']
['1', '173']
['0', '398']
['168', '417']
['74', '323']
['0', '187']
['215', '464']
['0', '403']
['0', '443']
['0', '37']
['0', '464']
['0', '155']
['102', '351']
['451', '2']
['0', '35']
['1', '414']
['0', '446']
['0', '456']
['1', '21']
['0', '267']
['1', '273']
['88', '337']
['222', '471']
['0', '405']
['0', '257']
['1', '210']
['0', '484']
['0', '455']
['1', '408']
['0', '338']
['1', '481']
['0', '170']
['0', '436']
['0', '11']
['0', '133']
['1', '329']
['20', '269']
['321', '2']
['256', '2']
['84', '333']
['1', '153']
['396', '2']
['432', '2']
['0', '315']
['0', '32']
['0', '104']
['165', '414']
['0', '219']
['373', '2']
['0', '143']
['1', '107']
['263', '2']
['0', '93']
['1', '166']
['0', '331']
['1', '76']
['1', '288']
['0', '475']
['0', '292']
['1', '498']
['200', '449']
['1', '130']
['428', '2']
['1', '321']
['0', '68']
['345', '2']
['490', '2']
['33', '282']
['0', '128']
['0', '400']
['1', '425']
['86', '335']
['0', '311']
['278', '2']
['1', '330']
['308', '2']
['1', '376']
['1', '3']
['0', '478']
['1', '193']
['0', '163']
['1', '250']
['1', '388']
['0', '476']
['0', '103']
['1', '194']
['1', '405']
['227', '476']
['160', '409']
['1', '291']
['1', '104']
['16', '265']
['1', '82']
['0', '480']
['0', '9']
['172', '421']
['1', '356']
['250', '499']
['0', '345']
['1', '478']
['394', '2']
['0', '258']
['1', '482']
['0', '207']
['1', '148']
['0', '174']
['1', '110']
['0', '450']
['276', '2']
['1', '199']
['0', '12']
['1', '435']
['0', '401']
['0', '146']
['0', '421']
['0', '8']
['0', '295']
['1', '407']
['1', '353']
['1', '444']
['1', '395']
['1', '379']
['150', '399']
['0', '298']
['0', '100']
['0', '332']
['1', '491']
['1', '37']
['144', '393']
['13', '262']
['1', '318']
['1', '119']
['0', '192']
['354', '2']
['0', '353']
['40', '289']
['1', '317']
['137', '386']
['0', '255']
['1', '432']
['0', '447']
['0', '46']
['1', '304']
['1', '25']
['1', '368']
['1', '274']
['1', '73']
['258', '2']
['1', '367']
['1', '43']
['0', '396']
['1', '267']
['1', '396']
['0', '236']
['0', '348']
['1', '342']
['0', '135']
['72', '321']
['0', '79']
['0', '309']
['0', '130']
['0', '182']
['479', '2']
['201', '450']
['9', '258']
['460', '2']
['0', '96']
['1', '81']
['1', '290']
['0', '423']
['380', '2']
['1', '219']
['491', '2']
['218', '467']
['0', '473']
['0', '357']
['0', '229']
['0', '291']
['0', '13']
['376', '2']
['0', '57']
['0', '387']
['0', '241']
['187', '436']
['363', '2']
['0', '6']
['0', '304']
['1', '2']
['369', '2']
['206', '455']
['0', '110']
['0', '260']
['0', '226']
['372', '2']
['26', '275']
['1', '60']
['0', '106']
['397', '2']
['1', '5']
['1', '440']
['1', '455']
['0', '54']
['34', '283']
['412', '2']
['1', '225']
['1', '23']
['0', '344']
['1', '252']
['0', '129']
['1', '220']
['480', '2']
['1', '260']
['0', '468']
['1', '26']
['1', '239']
['1', '13']
['0', '77']
['1', '77']
['0', '137']
['106', '355']
['1', '339']
['79', '328']
['58', '307']
['17', '266']
['441', '2']
['0', '24']
['0', '180']
['1', '475']
['454', '2']
['0', '259']
['1', '40']
['0', '162']
['11', '260']
['220', '469']
['1', '142']
['1', '441']
['468', '2']
['21', '270']
['1', '358']
['0', '148']
['1', '53']
['1', '493']
['1', '344']
['0', '125']
['1', '269']
['0', '218']
['234', '483']
['1', '143']
['0', '44']
['176', '425']
['122', '371']
['0', '380']
['177', '426']
['0', '293']
['0', '363']
['115', '364']
['0', '45']
['99', '348']
['466', '2']
['292', '2']
['368', '2']
['1', '137']
['0', '40']
['240', '489']
['0', '470']
['0', '102']
['415', '2']
['27', '276']
['0', '336']
['1', '72']
['1', '265']
['1', '314']
['0', '479']
['1', '205']
['8', '257']
['0', '318']
['22', '271']
['444', '2']
['1', '150']
['0', '204']
['48', '297']
['1', '420']
['361', '2']
['1', '62']
['98', '347']
['0', '141']
['339', '2']
['0', '389']
['249', '498']
['1', '449']
['1', '144']
['1', '123']
['0', '425']
['0', '112']
['0', '325']
['0', '321']
['1', '276']
['0', '265']
['320', '2']
['1', '343']
['253', '2']
['0', '364']
['1', '313']
['1', '133']
['0', '4']
['327', '2']
['1', '331']
['377', '2']
['1', '80']
['1', '457']
['1', '351']
['1', '428']
['0', '140']
['0', '89']
['0', '194']
['0', '285']
['0', '339']
['0', '438']
['0', '166']
['257', '2']
['189', '438']
['35', '284']
['1', '484']
['0', '327']
['2', '251']
['1', '377']
['0', '330']
['45', '294']
['18', '267']
['0', '98']
['175', '424']
['1', '326']
['424', '2']
['1', '359']
['400', '2']
['80', '329']
['0', '463']
['1', '393']
['1', '113']
['0', '347']
['0', '432']
['290', '2']
['418', '2']
['1', '216']
['185', '434']
['0', '379']
['347', '2']
['81', '330']
['1', '59']
['1', '335']
['246', '495']
['1', '114']
['0', '222']
['1', '28']
['1', '74']
['0', '494']
['1', '294']
['0', '390']
['29', '278']
['421', '2']
['0', '472']
['0', '328']
['427', '2']
['0', '14']
['1', '461']
['0', '188']
['302', '2']
['1', '254']
['1', '230']
['146', '395']
['1', '463']
['1', '226']
['388', '2']
['391', '2']
['1', '456']
['1', '429']
['1', '134']
['157', '406']
['0', '30']
['0', '198']
['0', '92']
['0', '371']
['1', '373']
['0', '86']
['1', '162']
['0', '121']
['0', '59']
['1', '483']
['0', '391']
['445', '2']
['0', '369']
['101', '350']
['0', '437']
['1', '417']
['0', '184']
['0', '200']
['1', '86']
['0', '337']
['0', '181']
['0', '461']
['0', '157']
['70', '319']
['1', '306']
['353', '2']
['1', '469']
['1', '251']
['0', '227']
['426', '2']
['1', '191']
['300', '2']
['96', '345']
['0', '256']
['265', '2']
['1', '437']
['1', '8']
['103', '352']
['1', '189']
['293', '2']
['1', '385']
['68', '317']
['360', '2']
['1', '92']
['55', '304']
['31', '280']
['180', '429']
['465', '2']
['386', '2']
['344', '2']
['0', '197']
['148', '397']
['0', '199']
['1', '389']
['1', '57']
['0', '477']
['1', '198']
['1', '406']
['225', '474']
['1', '325']
['0', '281']
['1', '27']
['1', '234']
['0', '18']
['0', '116']
['0', '127']
['1', '346']
['1', '211']
['1', '233']
['288', '2']
['0', '58']
['1', '46']
['1', '33']
['355', '2']
['0', '277']
['1', '238']
['0', '167']
['1', '460']
['241', '490']
['1', '410']
['1', '56']
['127', '376']
['303', '2']
['25', '274']
['1', '433']
['0', '320']
['1', '262']
['0', '154']
['1', '35']
['1', '378']
['333', '2']
['365', '2']
['0', '397']
['403', '2']
['453', '2']
['329', '2']
['0', '491']
['104', '353']
['259', '2']
['1', '172']
['306', '2']
['1', '474']
['0', '407']
['147', '396']
['167', '416']
['0', '356']
['1', '445']
['232', '481']
['356', '2']
['38', '287']
['186', '435']
['0', '61']
['1', '360']
['0', '85']
['0', '249']
['0', '247']
['471', '2']
['1', '41']
['1', '188']
['366', '2']
['358', '2']
['37', '286']
['1', '324']
['1', '184']
['0', '177']
['1', '278']
['0', '145']
['0', '97']
['291', '2']
['5', '254']
['0', '358']
['1', '138']
['0', '25']
['0', '231']
['0', '441']
['318', '2']
['0', '419']
['0', '169']
['213', '462']
['1', '235']
['1', '268']
['334', '2']
['0', '342']
['1', '160']
['1', '496']
['0', '418']
['114', '363']
['245', '494']
['414', '2']
['1', '338']
['85', '334']
['0', '487']
