30
40
['0', '1', '2']
['43', '3', '12', '36', '38']
['40', '49', '0', '7', '32']
['27', '18', '6', '9', '17']
['37', '49', '25', '0', '26']
['17', '19', '21', '37', '34']
['45', '15', '44', '10', '11']
['0', '1', '16', '37', '48']
['36', '40', '12', '26', '45']
['31', '21', '14', '22', '30']
['13', '40', '33', '12', '17']
['32', '10', '0', '18', '42']
['23', '33', '34', '1', '10']
['3', '20', '24', '34', '5']
['14', '41', '17', '0', '34']
['4', '11', '30', '34', '42']
['36', '48', '38', '35', '12']
['9', '12', '18', '30', '25']
['0', '29', '5', '48', '44']
['1', '6', '4', '34', '42']
['19', '6', '15', '22', '41']
['30', '46', '18', '4', '28']
['49', '2', '8', '45', '29']
['0', '5', '25', '10', '16']
['32', '41', '44', '4', '8']
['31', '0', '1', '9', '26']
['17', '36', '4', '38', '49']
['30', '31', '24', '25', '35']
['48', '18', '38', '15', '23']
['21', '22', '13', '45', '37']
['22', '4', '29', '13', '10']
['34', '5', '30', '8', '38']
['47', '14', '41', '48', '30']
['44', '13', '11', '6', '16']
['16', '32', '36', '49', '11']
['17', '3', '47', '42', '43']
['38', '5', '11', '48', '9']
['22', '35', '18', '17', '3']
['0', '44', '30', '42', '16']
['2', '44', '30', '21', '0']
['37', '29', '22', '33', '42']
['26', '2', '15', '6', '14']
['39', '0', '23', '49', '11']
['47', '36', '45', '15', '26']
['36', '32', '24', '11', '13']
['38', '34', '9', '2', '12']
['32', '13', '12', '35', '42']
['33', '41', '27', '18', '23']
['4', '24', '22', '11', '46']
['11', '38', '15', '33', '6']
['9', '17', '12', '8', '41']
['3', '5', '0', '4', '6']
['20', '11', '22', '15', '40']
['28', '34', '44', '49', '45']
['7', '47', '22', '0', '11']
['47', '29', '2', '33', '3']
['20', '36', '21', '44', '1']
['15', '6', '11', '30', '20']
['10', '45', '27', '13', '21']
['22', '6', '13', '30', '24']
['18', '1', '23', '31', '17']
['5', '10', '43', '37', '34']
['34', '30', '43', '41', '28']
['10', '25', '48', '24', '17']
['22', '48', '12', '13', '33']
['49', '19', '15', '31', '13']
['9', '20', '6', '43', '22']
['32', '3', '36', '24', '48']
['35', '14', '21', '33', '7']
['28', '34', '7', '10', '39']
['32', '14', '9', '19', '1']
['32', '37', '23', '20', '28']
['26', '44', '38', '39', '8']
['36', '40', '45', '42', '32']
['38', '19', '46', '40', '21']
['12', '24', '23', '41', '1']
['17', '11', '28', '0', '2']
['39', '20', '10', '17', '6']
['49', '40', '23', '35', '46']
['7', '14', '36', '9', '10']
['34', '22', '28', '27', '3']
['1', '19', '4', '36', '16']
['4', '45', '37', '33', '44']
['48', '36', '41', '18', '22']
['5', '34', '26', '9', '6']
['33', '43', '10', '32', '13']
['23', '42', '32', '1', '8']
['34', '23', '31', '29', '36']
['22', '8', '29', '15', '2']
['19', '33', '27', '29', '21']
['13', '34', '22', '9', '23']
['0', '29', '38', '39', '15']
['42', '9', '25', '19', '11']
['30', '47', '36', '33', '25']
['30', '10', '48', '40', '23']
['31', '24', '23', '9', '5']
['25', '45', '14', '16', '7']
['32', '24', '20', '28', '42']
['12', '9', '11', '3', '43']
['20', '47', '32', '45', '8']
['45', '3', '36', '24', '7']
['14', '49', '10', '36', '20']
['48', '47', '19', '34', '30']
['0', '35', '40', '3', '11']
['21', '36', '43', '38', '37']
['45', '22', '42', '9', '21']
['36', '5', '23', '18', '31']
['8', '43', '38', '15', '21']
['16', '17', '32', '45', '13']
['9', '2', '28', '20', '36']
['6', '38', '35', '41', '5']
['34', '48', '31', '29', '16']
['17', '44', '32', '4', '41']
['8', '34', '31', '17', '42']
['31', '29', '5', '20', '44']
['34', '15', '23', '36', '27']
['4', '10', '41', '16', '0']
['37', '27', '44', '20', '11']
['26', '1', '7', '39', '49']
['47', '32', '9', '29', '1']
['10', '27', '20', '40', '14']
['24', '5', '15', '43', '10']
['34', '46', '11', '3', '23']
['10', '46', '28', '40', '30']
['25', '37', '5', '9', '49']
['17', '39', '6', '31', '2']
['27', '20', '43', '16', '31']
['22', '14', '25', '17', '43']
['45', '46', '23', '9', '37']
['33', '11', '49', '47', '21']
['23', '47', '43', '45', '13']
['6', '31', '14', '30', '4']
['19', '43', '18', '37', '17']
['33', '46', '12', '34', '49']
['10', '4', '26', '32', '20']
['5', '6', '34', '27', '28']
['27', '26', '6', '45', '19']
['42', '34', '43', '29', '28']
['21', '19', '39', '44', '34']
['10', '20', '23', '19', '46']
['41', '20', '3', '32', '19']
['47', '29', '43', '19', '46']
['45', '0', '36', '25', '11']
['0', '49', '8', '48', '26']
['32', '12', '33', '48', '18']
['4', '47', '26', '17', '39']
['37', '21', '16', '10', '33']
['36', '44', '26', '49', '45']
['10', '6', '47', '36', '7']
['36', '28', '10', '4', '45']
['41', '23', '7', '28', '37']
['15', '14', '46', '33', '24']
['49', '47', '31', '9', '44']
['38', '21', '41', '13', '33']
['36', '22', '13', '40', '48']
['45', '11', '18', '0', '40']
['46', '17', '24', '3', '9']
['47', '9', '43', '29', '33']
['23', '42', '18', '32', '11']
['46', '28', '5', '26', '40']
['15', '35', '45', '48', '40']
['46', '33', '28', '12', '8']
['47', '38', '5', '34', '11']
['9', '8', '48', '17', '2']
['39', '11', '33', '7', '3']
['5', '35', '20', '34', '32']
['39', '27', '40', '33', '2']
['30', '49', '10', '3', '38']
['11', '45', '39', '15', '19']
['16', '21', '28', '43', '12']
['36', '24', '2', '19', '45']
['42', '17', '45', '40', '11']
['29', '27', '49', '15', '13']
['39', '35', '2', '31', '28']
['34', '44', '21', '29', '22']
['35', '44', '34', '3', '23']
['28', '16', '32', '39', '13']
['35', '34', '8', '41', '38']
['31', '0', '11', '42', '7']
['29', '13', '27', '34', '49']
['12', '17', '36', '14', '21']
['27', '41', '20', '3', '4']
['23', '45', '49', '2', '25']
['49', '40', '24', '3', '44']
['3', '15', '33', '44', '21']
['15', '3', '20', '38', '0']
['3', '35', '6', '11', '49']
['7', '30', '48', '10', '26']
['27', '0', '3', '1', '49']
['23', '24', '47', '46', '6']
['49', '18', '12', '34', '23']
['43', '40', '30', '32', '1']
['18', '46', '47', '30', '43']
['35', '48', '33', '18', '34']
['13', '17', '28', '3', '9']
['34', '19', '43', '7', '49']
['2', '0', '37', '6', '46']
['5', '27', '4', '19', '8']
['8', '20', '15', '14', '6']
['37', '38', '45', '2', '31']
['3', '36', '15', '28', '19']
['23', '29', '21', '14', '17']
['21', '0', '18', '10', '29']
['4', '5', '0', '1', '12']
['14', '49', '39', '27', '18']
['27', '44', '3', '20', '13']
['33', '3', '37', '1', '13']
['7', '29', '12', '4', '42']
['13', '32', '9', '23', '37']
['27', '21', '39', '23', '48']
['14', '35', '1', '29', '10']
['33', '16', '21', '15', '42']
['45', '43', '7', '13', '44']
['0', '11', '38', '13', '6']
['22', '18', '41', '7', '13']
['44', '47', '8', '35', '7']
['19', '48', '21', '22', '27']
['1', '35', '3', '38', '47']
['10', '38', '2', '14', '15']
['4', '28', '13', '5', '31']
['12', '11', '34', '21', '3']
['21', '18', '36', '41', '2']
['35', '43', '7', '42', '14']
['43', '16', '25', '15', '36']
['27', '29', '21', '42', '36']
['29', '40', '14', '47', '21']
['16', '15', '35', '30', '9']
['0', '36', '37', '21', '10']
['37', '13', '25', '2', '44']
['6', '13', '7', '45', '46']
['49', '3', '12', '28', '33']
['6', '49', '17', '12', '19']
['32', '2', '18', '48', '30']
['47', '13', '32', '0', '42']
['37', '18', '21', '24', '46']
['5', '42', '32', '18', '2']
['34', '43', '18', '0', '17']
['38', '41', '36', '2', '49']
['49', '25', '17', '21', '47']
['26', '42', '30', '7', '40']
['5', '28', '38', '19', '33']
['36', '28', '46', '18', '24']
['42', '33', '20', '34', '3']
['1', '4', '44', '22', '27']
['14', '34', '13', '20', '0']
['45', '37', '34', '29', '46']
['39', '30', '44', '40', '1']
['29', '45', '20', '13', '43']
['5', '47', '11', '24', '4']
['33', '40', '14', '38', '4']
['22', '8', '38', '35', '49']
['33', '45', '42', '49', '12']
['22', '24', '26', '40', '9']
['21', '30', '47', '4', '1']
['42', '7', '28', '25', '11']
['5', '4', '41', '7', '23']
['43', '36', '26', '42', '41']
['0', '17', '33', '47', '32']
['18', '34', '2', '29', '33']
['48', '8', '38', '47', '7']
['16', '43', '23', '30', '25']
['40', '0', '8', '26', '2']
['1', '12', '27', '41', '28']
['21', '35', '8', '3', '46']
['25', '35', '21', '26', '2']
['25', '24', '17', '39', '23']
['27', '46', '39', '4', '5']
['20', '26', '47', '13', '3']
['15', '20', '32', '46', '30']
['15', '34', '3', '19', '8']
['35', '7', '12', '32', '39']
['49', '17', '31', '32', '25']
['3', '23', '0', '45', '11']
['11', '15', '36', '46', '16']
['3', '47', '32', '37', '21']
['36', '40', '26', '0', '14']
['28', '14', '7', '48', '37']
['47', '31', '27', '32', '21']
['43', '44', '29', '27', '5']
['43', '28', '49', '0', '32']
['36', '6', '5', '45', '17']
['15', '7', '4', '24', '38']
['37', '1', '6', '19', '26']
['8', '49', '4', '17', '47']
['22', '24', '47', '0', '26']
['30', '48', '14', '8', '44']
['46', '40', '17', '24', '38']
['19', '16', '13', '22', '8']
['47', '26', '2', '31', '9']
['44', '7', '3', '4', '35']
['22', '29', '24', '15', '30']
['3', '31', '12', '34', '15']
['40', '13', '12', '46', '25']
['46', '21', '34', '41', '2']
['23', '9', '22', '30', '35']
['20', '14', '31', '3', '34']
['11', '2', '21', '42', '19']
['46', '23', '18', '30', '21']
['33', '32', '17', '36', '29']
['21', '42', '7', '18', '13']
['28', '11', '8', '32', '37']
['23', '48', '0', '29', '4']
['48', '14', '32', '47', '42']
['44', '8', '2', '47', '21']
['22', '33', '39', '1', '9']
['14', '17', '18', '20', '30']
['45', '14', '26', '10', '49']
['6', '34', '9', '37', '18']
['39', '15', '10', '27', '43']
['41', '49', '20', '30', '17']
['44', '8', '16', '11', '29']
['37', '40', '29', '26', '2']
['35', '0', '25', '37', '45']
['43', '37', '19', '17', '22']
['26', '17', '18', '39', '47']
['42', '3', '9', '20', '14']
['40', '15', '19', '21', '5']
['29', '46', '32', '20', '30']
['35', '9', '29', '32', '16']
['7', '21', '10', '31', '35']
['46', '30', '2', '4', '1']
['16', '25', '1', '40', '45']
['49', '48', '41', '21', '15']
['5', '48', '6', '12', '19']
['35', '23', '39', '32', '10']
['38', '12', '33', '32', '40']
['43', '36', '0', '21', '48']
['25', '28', '46', '22', '38']
['13', '33', '9', '15', '10']
['47', '45', '32', '24', '10']
['3', '41', '34', '26', '0']
['20', '26', '32', '37', '13']
['5', '23', '16', '43', '1']
['31', '36', '23', '43', '7']
['37', '9', '21', '47', '30']
['11', '27', '37', '38', '8']
['1', '3', '40', '35', '13']
['37', '21', '6', '27', '38']
['33', '42', '37', '45', '39']
['2', '9', '6', '18', '24']
['9', '19', '10', '33', '2']
['3', '8', '9', '34', '27']
['38', '25', '2', '49', '24']
['0', '23', '6', '1', '28']
['31', '45', '18', '47', '25']
['1', '19', '16', '5', '8']
['12', '20', '43', '19', '18']
['45', '32', '18', '33', '13']
['4', '0', '30', '46', '26']
['8', '13', '44', '45', '43']
['34', '43', '6', '19', '2']
['14', '29', '0', '40', '2']
['9', '2', '42', '30', '4']
['11', '6', '43', '30', '48']
['33', '30', '2', '17', '46']
['20', '12', '26', '39', '18']
['27', '17', '25', '12', '46']
['15', '42', '14', '13', '19']
['41', '19', '44', '20', '5']
['13', '24', '15', '3', '45']
['12', '26', '28', '37', '27']
['27', '34', '14', '47', '17']
['29', '27', '15', '39', '18']
['19', '45', '39', '10', '30']
['45', '29', '6', '44', '12']
['38', '7', '18', '2', '8']
['8', '27', '20', '3', '24']
['22', '10', '41', '29', '12']
['26', '30', '24', '17', '15']
['4', '42', '0', '6', '24']
['34', '6', '41', '3', '11']
['16', '30', '12', '28', '41']
['15', '2', '20', '27', '29']
['37', '32', '26', '1', '25']
['9', '25', '32', '46', '49']
['40', '4', '13', '41', '26']
['13', '43', '2', '21', '48']
['30', '32', '1', '38', '47']
['12', '38', '24', '18', '27']
['33', '19', '38', '29', '35']
['21', '39', '1', '31', '38']
['42', '49', '45', '31', '37']
['34', '20', '35', '44', '36']
['38', '4', '45', '14', '5']
['44', '4', '5', '47', '39']
['8', '24', '2', '0', '40']
['28', '43', '36', '33', '18']
['21', '6', '27', '35', '7']
['40', '38', '3', '44', '41']
['11', '40', '10', '48', '30']
['16', '45', '20', '40', '35']
['20', '6', '47', '3', '41']
['15', '20', '19', '30', '0']
['32', '42', '11', '22', '0']
['39', '24', '48', '20', '15']
['27', '5', '3', '29', '36']
['47', '20', '29', '5', '6']
['10', '6', '43', '15', '49']
['13', '25', '1', '49', '3']
['42', '16', '44', '19', '7']
['47', '16', '17', '15', '46']
['43', '45', '48', '4', '49']
['22', '6', '36', '41', '49']
['31', '5', '36', '3', '46']
['3', '31', '32', '21', '29']
['15', '3', '13', '5', '35']
['23', '20', '21', '6', '27']
['3', '12', '27', '47', '46']
['24', '29', '16', '38', '5']
['43', '34', '21', '12', '37']
['8', '12', '6', '46', '31']
['6', '10', '41', '1', '20']
['13', '40', '23', '31', '44']
['32', '27', '24', '22', '21']
['37', '5', '16', '18', '48']
['17', '31', '44', '43', '22']
['38', '35', '32', '39', '48']
['2', '24', '25', '6', '36']
['40', '0', '19', '2', '44']
['5', '49', '25', '32', '17']
['46', '4', '44', '41', '38']
['8', '30', '9', '27', '42']
['2', '34', '36', '37', '27']
['7', '18', '0', '17', '40']
['11', '37', '15', '18', '48']
['9', '3', '10', '21', '8']
['49', '20', '32', '40', '34']
['2', '41', '8', '0', '4']
['39', '22', '48', '43', '37']
['5', '39', '31', '29', '26']
['23', '8', '30', '2', '39']
['36', '6', '20', '42', '49']
['47', '5', '17', '3', '24']
['24', '34', '26', '1', '28']
['6', '23', '11', '46', '21']
['3', '45', '19', '14', '13']
['21', '43', '2', '3', '36']
['9', '26', '48', '35', '15']
['21', '29', '2', '39', '27']
['36', '34', '0', '4', '25']
['6', '46', '34', '3', '36']
['2', '44', '30', '32', '34']
['18', '33', '15', '12', '43']
['13', '17', '30', '34', '44']
['40', '45', '8', '36', '12']
['37', '44', '43', '47', '21']
['7', '22', '39', '21', '11']
['46', '32', '18', '14', '22']
['18', '26', '40', '22', '25']
['44', '36', '29', '26', '33']
['26', '45', '4', '36', '47']
['0', '48', '3', '32', '39']
['32', '16', '43', '36', '9']
['46', '1', '18', '11', '8']
['19', '1', '34', '26', '40']
['16', '33', '28', '6', '17']
['32', '29', '13', '6', '11']
['41', '47', '28', '10', '12']
['24', '19', '21', '10', '25']
['43', '9', '18', '31', '12']
['19', '26', '16', '35', '15']
['29', '5', '11', '38', '23']
['5', '0', '45', '47', '40']
['38', '7', '45', '43', '25']
['4', '36', '39', '27', '38']
['30', '34', '21', '12', '36']
['3', '2', '5', '42', '10']
['34', '37', '33', '2', '11']
['24', '48', '11', '1', '32']
['19', '27', '46', '10', '4']
['22', '27', '3', '20', '13']
['38', '11', '1', '18', '17']
['8', '29', '12', '42', '21']
['38', '23', '35', '28', '8']
['4', '18', '22', '48', '30']
['24', '30', '32', '23', '35']
['28', '3', '11', '0', '23']
['5', '2', '4', '15', '22']
['1', '19', '29', '16', '45']
['15', '1', '5', '11', '29']
['31', '43', '22', '11', '9']
['27', '20', '17', '42', '31']
['4', '24', '13', '15', '46']
['36', '9', '39', '35', '28']
['37', '46', '6', '2', '43']
['4', '17', '38', '1', '29']
['35', '32', '16', '15', '33']
['8', '33', '4', '32', '6']
['8', '2', '0', '49', '10']
['21', '35', '26', '12', '45']
['46', '21', '16', '0', '6']
['25', '34', '20', '44', '13']
['4', '2', '30', '49', '26']
['20', '15', '30', '48', '25']
['48', '11', '17', '12', '43']
['44', '42', '24', '31', '43']
['46', '16', '27', '9', '11']
['14', '30', '5', '16', '29']
['42', '18', '40', '13', '2']
['20', '11', '32', '29', '27']
['23', '7', '6', '20', '26']
['23', '18', '7', '45', '43']
['11', '24', '30', '33', '49']
['49', '0', '28', '42', '4']
['36', '43', '23', '30', '25']
['33', '15', '17', '26', '43']
['4', '39', '17', '49', '40']
['2', '44', '43', '16', '9']
['44', '41', '30', '33', '47']
['32', '8', '46', '29', '44']
['36', '30', '6', '4', '32']
['46', '5', '44', '35', '6']
['28', '13', '24', '3', '49']
['13', '1', '11', '49', '19']
['30', '24', '8', '3', '42']
['12', '7', '28', '15', '16']
['24', '21', '39', '12', '17']
['46', '12', '11', '27', '44']
['28', '8', '10', '22', '13']
['47', '13', '32', '8', '3']
['39', '25', '40', '45', '31']
['19', '10', '44', '4', '29']
['32', '20', '41', '47', '21']
['19', '12', '44', '6', '5']
['39', '12', '47', '36', '7']
['12', '29', '21', '31', '6']
['34', '36', '2', '29', '19']
['36', '35', '21', '26', '15']
['41', '24', '1', '8', '21']
['49', '0', '3', '8', '6']
['40', '46', '1', '44', '18']
['7', '32', '48', '12', '35']
['18', '44', '38', '36', '5']
['3', '25', '38', '18', '21']
['14', '48', '23', '17', '40']
['23', '43', '46', '16', '42']
['21', '44', '39', '12', '29']
['2', '42', '44', '34', '38']
['0', '35', '8', '43', '10']
['4', '8', '11', '2', '12']
['6', '10', '21', '30', '2']
['31', '11', '40', '45', '49']
['37', '1', '34', '44', '3']
['20', '2', '29', '35', '19']
['12', '0', '32', '42', '28']
['12', '31', '2', '4', '17']
['5', '35', '33', '11', '21']
['35', '4', '33', '31', '36']
['40', '22', '7', '17', '46']
['13', '4', '33', '0', '40']
['43', '7', '24', '39', '32']
['44', '2', '7', '23', '42']
['40', '44', '11', '14', '15']
['31', '37', '48', '32', '43']
['24', '7', '20', '28', '40']
['34', '38', '23', '16', '28']
['39', '20', '22', '2', '3']
['25', '5', '47', '9', '34']
['36', '46', '0', '48', '3']
['8', '12', '4', '39', '22']
['30', '16', '32', '7', '13']
['32', '15', '0', '10', '29']
['43', '20', '14', '27', '10']
['48', '4', '23', '44', '10']
['5', '4', '34', '3', '24']
['4', '27', '39', '26', '38']
['42', '1', '30', '27', '36']
['35', '34', '7', '0', '14']
['12', '41', '48', '49', '0']
['36', '38', '44', '2', '1']
['6', '20', '8', '44', '28']
['44', '49', '32', '17', '8']
['19', '30', '15', '6', '24']
['7', '29', '34', '32', '35']
['0', '43', '27', '15', '47']
['29', '1', '39', '21', '32']
['17', '3', '47', '46', '16']
['12', '24', '31', '8', '41']
['9', '8', '33', '45', '29']
['36', '41', '12', '26', '25']
['2', '22', '3', '15', '12']
['15', '44', '9', '19', '43']
['18', '16', '5', '25', '22']
['10', '30', '40', '19', '0']
['34', '45', '9', '17', '4']
['49', '5', '42', '11', '19']
['30', '5', '34', '20', '39']
['9', '10', '0', '26', '12']
['45', '49', '0', '26', '25']
['48', '26', '49', '5', '9']
['10', '7', '8', '13', '12']
['28', '30', '46', '34', '29']
['28', '48', '12', '27', '38']
['37', '34', '19', '36', '30']
['27', '26', '34', '31', '15']
['12', '39', '32', '48', '34']
['11', '26', '46', '17', '25']
['41', '3', '33', '36', '7']
['37', '21', '46', '3', '27']
['34', '47', '7', '40', '38']
['9', '43', '26', '45', '22']
['2', '0', '30', '33', '22']
['32', '9', '33', '22', '16']
['1', '37', '20', '14', '38']
['8', '16', '3', '0', '14']
['35', '39', '38', '2', '14']
['31', '35', '1', '37', '18']
['1', '15', '20', '6', '3']
['18', '46', '4', '14', '25']
['20', '4', '41', '1', '15']
['36', '47', '45', '4', '17']
['26', '35', '45', '32', '30']
['24', '48', '23', '19', '13']
['27', '35', '26', '1', '9']
['47', '23', '33', '11', '41']
['38', '31', '22', '34', '43']
['41', '13', '24', '2', '47']
['22', '37', '25', '5', '48']
['35', '19', '47', '31', '15']
['4', '21', '12', '38', '40']
['22', '5', '35', '46', '20']
['24', '5', '37', '18', '35']
['23', '37', '8', '1', '47']
['26', '37', '42', '25', '32']
['19', '25', '37', '14', '24']
['46', '19', '34', '47', '25']
['13', '15', '20', '47', '26']
['13', '41', '11', '31', '18']
['13', '47', '37', '32', '0']
['6', '24', '45', '47', '34']
['46', '28', '48', '45', '4']
['36', '47', '6', '21', '13']
['48', '8', '20', '10', '47']
['24', '13', '38', '11', '4']
['13', '0', '20', '12', '9']
['16', '2', '49', '18', '34']
['40', '22', '49', '12', '25']
['14', '6', '9', '7', '43']
['29', '3', '40', '13', '6']
['19', '26', '35', '21', '38']
['37', '5', '39', '22', '49']
['30', '13', '0', '38', '42']
['12', '46', '20', '26', '34']
['18', '22', '0', '23', '44']
['46', '14', '6', '42', '43']
['26', '45', '19', '21', '3']
['43', '48', '8', '5', '33']
['3', '38', '22', '47', '42']
['13', '45', '43', '47', '33']
['32', '45', '24', '20', '14']
['8', '31', '6', '42', '0']
['26', '35', '40', '6', '5']
['46', '39', '17', '7', '37']
['8', '11', '40', '13', '45']
['23', '4', '32', '39', '7']
['34', '29', '5', '31', '20']
['8', '27', '34', '23', '19']
['7', '5', '3', '22', '14']
['25', '3', '17', '18', '20']
['3', '43', '44', '17', '13']
['44', '35', '33', '30', '27']
['25', '28', '2', '22', '16']
['6', '31', '33', '43', '28']
['9', '7', '23', '47', '33']
['31', '39', '30', '28', '15']
['49', '38', '20', '3', '35']
['36', '43', '27', '3', '28']
['49', '11', '24', '34', '22']
['11', '22', '3', '0', '28']
['15', '48', '42', '30', '19']
['4', '30', '27', '32', '44']
['23', '35', '19', '43', '22']
['42', '19', '33', '9', '13']
['47', '39', '9', '32', '17']
['2', '13', '34', '17', '30']
['22', '42', '6', '49', '33']
['13', '12', '17', '9', '30']
['15', '44', '16', '23', '0']
['3', '0', '22', '20', '5']
['41', '13', '39', '16', '35']
['3', '6', '13', '1', '24']
['20', '27', '9', '36', '7']
['20', '41', '3', '31', '44']
['1', '21', '28', '47', '30']
['23', '39', '0', '19', '12']
['25', '14', '33', '1', '37']
['11', '35', '32', '30', '31']
['48', '15', '47', '45', '21']
['37', '32', '48', '25', '31']
['3', '32', '29', '46', '10']
['42', '35', '12', '25', '21']
['18', '8', '1', '49', '3']
['7', '18', '5', '16', '17']
['39', '0', '20', '18', '27']
['2', '37', '25', '9', '38']
['48', '41', '11', '17', '21']
['9', '16', '5', '1', '31']
['28', '3', '43', '13', '23']
['37', '35', '15', '47', '41']
['22', '28', '4', '36', '30']
['24', '34', '38', '39', '20']
['38', '5', '21', '26', '37']
['27', '35', '14', '24', '10']
['10', '21', '19', '42', '36']
['27', '15', '46', '26', '25']
['7', '13', '40', '32', '46']
['48', '19', '39', '0', '4']
['16', '41', '28', '9', '42']
['44', '3', '34', '12', '17']
['38', '31', '25', '32', '2']
['2', '4', '24', '47', '40']
['16', '9', '30', '11', '46']
['25', '6', '48', '17', '29']
['36', '41', '44', '0', '23']
['23', '47', '26', '12', '28']
['39', '48', '5', '33', '15']
['41', '18', '3', '20', '28']
['3', '2', '39', '45', '40']
['44', '27', '4', '49', '34']
['6', '45', '28', '19', '32']
['5', '15', '44', '28', '1']
['17', '6', '12', '14', '38']
['44', '29', '22', '34', '41']
['41', '3', '1', '21', '18']
['11', '28', '42', '41', '21']
['41', '30', '39', '42', '15']
['31', '47', '41', '7', '2']
['10', '9', '41', '16', '0']
['11', '44', '20', '47', '12']
