84
6
['0', '45', '85']
['250', '270', '340']
['250', '315', '85']
['250', '315', '170']
['250', '315', '255']
['250', '315', '340']
['250', '360', '85']
['250', '360', '170']
['250', '360', '255']
['250', '360', '340']
['250', '405', '85']
['250', '405', '170']
['250', '405', '255']
['250', '405', '340']
['250', '495', '85']
['250', '495', '170']
['250', '495', '255']
['250', '495', '340']
['275', '45', '85']
['275', '45', '170']
['275', '45', '255']
['275', '45', '340']
['275', '90', '85']
['275', '90', '170']
['275', '90', '255']
['275', '90', '340']
['275', '135', '85']
['275', '135', '170']
['275', '135', '255']
['275', '135', '340']
['275', '180', '85']
['275', '180', '170']
['275', '180', '255']
['275', '180', '340']
['275', '270', '85']
['275', '270', '170']
['275', '270', '255']
['275', '270', '340']
['275', '315', '85']
['275', '315', '170']
['275', '315', '255']
['275', '315', '340']
['275', '360', '85']
['275', '360', '170']
['275', '360', '255']
['275', '360', '340']
['275', '405', '85']
['275', '405', '170']
['275', '405', '255']
['275', '405', '340']
['275', '495', '85']
['275', '495', '170']
['275', '495', '255']
['275', '495', '340']
['300', '45', '85']
['300', '45', '170']
['300', '45', '255']
['300', '45', '340']
['300', '90', '85']
['300', '90', '170']
['300', '90', '255']
['300', '90', '340']
['300', '135', '85']
['300', '135', '170']
['300', '135', '255']
['300', '135', '340']
['300', '180', '85']
['300', '180', '170']
['300', '180', '255']
['300', '180', '340']
['300', '270', '85']
['300', '270', '170']
['300', '270', '255']
['300', '270', '340']
['300', '315', '85']
['300', '315', '170']
['300', '315', '255']
['300', '315', '340']
['300', '360', '85']
['300', '360', '170']
['300', '360', '255']
['300', '360', '340']
['300', '405', '85']
['300', '405', '170']
['300', '405', '255']
['300', '405', '340']
['300', '495', '85']
['300', '495', '170']
['300', '495', '255']
['300', '495', '340']
['325', '45', '85']
['325', '45', '170']
['325', '45', '255']
['325', '45', '340']
['325', '90', '85']
['325', '90', '170']
['325', '90', '255']
['325', '90', '340']
['325', '135', '85']
['325', '135', '170']
['325', '135', '255']
['325', '135', '340']
['325', '180', '85']
['325', '180', '170']
['325', '180', '255']
['325', '180', '340']
['325', '270', '85']
['325', '270', '170']
['325', '270', '255']
['325', '270', '340']
['325', '315', '85']
['325', '315', '170']
['325', '315', '255']
['325', '315', '340']
['325', '360', '85']
['325', '360', '170']
['325', '360', '255']
['325', '360', '340']
['325', '405', '85']
['325', '405', '170']
['325', '405', '255']
['325', '405', '340']
['325', '495', '85']
['325', '495', '170']
['325', '495', '255']
['325', '495', '340']
['350', '45', '85']
['350', '45', '170']
['350', '45', '255']
['350', '45', '340']
['350', '90', '85']
['350', '90', '170']
['350', '90', '255']
['350', '90', '340']
['350', '135', '85']
['350', '135', '170']
['350', '135', '255']
['350', '135', '340']
['350', '180', '85']
['350', '180', '170']
['350', '180', '255']
['350', '180', '340']
['350', '270', '85']
['350', '270', '170']
['350', '270', '255']
['350', '270', '340']
['350', '315', '85']
['350', '315', '170']
['350', '315', '255']
['350', '315', '340']
['350', '360', '85']
['350', '360', '170']
['350', '360', '255']
['350', '360', '340']
['350', '405', '85']
['350', '405', '170']
['350', '405', '255']
['350', '405', '340']
['350', '495', '85']
['350', '495', '170']
['350', '495', '255']
['350', '495', '340']
['375', '45', '85']
['375', '45', '170']
['375', '45', '255']
['375', '45', '340']
['375', '90', '85']
['375', '90', '170']
['375', '90', '255']
['375', '90', '340']
['375', '135', '85']
['375', '135', '170']
['375', '135', '255']
['375', '135', '340']
['375', '180', '85']
['375', '180', '170']
['375', '180', '255']
['375', '180', '340']
['375', '270', '85']
['375', '270', '170']
['375', '270', '255']
['375', '270', '340']
['375', '315', '85']
['375', '315', '170']
['375', '315', '255']
['375', '315', '340']
['375', '360', '85']
['375', '360', '170']
['375', '360', '255']
['375', '360', '340']
['375', '405', '85']
['375', '405', '170']
['375', '405', '255']
['375', '405', '340']
['375', '495', '85']
['375', '495', '170']
['375', '495', '255']
['375', '495', '340']
['400', '45', '85']
['400', '45', '170']
['400', '45', '255']
['400', '45', '340']
['400', '90', '85']
['400', '90', '170']
['400', '90', '255']
['400', '90', '340']
['400', '135', '85']
['400', '135', '170']
['400', '135', '255']
['400', '135', '340']
['400', '180', '85']
['400', '180', '170']
['400', '180', '255']
['400', '180', '340']
['400', '270', '85']
['400', '270', '170']
['400', '270', '255']
['400', '270', '340']
['400', '315', '85']
['400', '315', '170']
['400', '315', '255']
['400', '315', '340']
['400', '360', '85']
['400', '360', '170']
['400', '360', '255']
['400', '360', '340']
['400', '405', '85']
['400', '405', '170']
['400', '405', '255']
['400', '405', '340']
['400', '495', '85']
['400', '495', '170']
['400', '495', '255']
['400', '495', '340']
['425', '45', '85']
['425', '45', '170']
['425', '45', '255']
['425', '45', '340']
['425', '90', '85']
['425', '90', '170']
['425', '90', '255']
['425', '90', '340']
['425', '135', '85']
['425', '135', '170']
['425', '135', '255']
['425', '135', '340']
['425', '180', '85']
['425', '180', '170']
['425', '180', '255']
['425', '180', '340']
['425', '270', '85']
['425', '270', '170']
['425', '270', '255']
['425', '270', '340']
['425', '315', '85']
['425', '315', '170']
['425', '315', '255']
['425', '315', '340']
['425', '360', '85']
['425', '360', '170']
['425', '360', '255']
['425', '360', '340']
['425', '405', '85']
['425', '405', '170']
['425', '405', '255']
['425', '405', '340']
['425', '495', '85']
['425', '495', '170']
['425', '495', '255']
['425', '495', '340']
['450', '45', '85']
['450', '45', '170']
['450', '45', '255']
['450', '45', '340']
['450', '90', '85']
['450', '90', '170']
['450', '90', '255']
['450', '90', '340']
['450', '135', '85']
['450', '135', '170']
['450', '135', '255']
['450', '135', '340']
['450', '180', '85']
['450', '180', '170']
['450', '180', '255']
['450', '180', '340']
['450', '270', '85']
['450', '270', '170']
['450', '270', '255']
['450', '270', '340']
['450', '315', '85']
['450', '315', '170']
['450', '315', '255']
['450', '315', '340']
['450', '360', '85']
['450', '360', '170']
['450', '360', '255']
['450', '360', '340']
['450', '405', '85']
['450', '405', '170']
['450', '405', '255']
['450', '405', '340']
['450', '495', '85']
['450', '495', '170']
['450', '495', '255']
['450', '495', '340']
['475', '45', '85']
['475', '45', '170']
['475', '45', '255']
['475', '45', '340']
['475', '90', '85']
['475', '90', '170']
['475', '90', '255']
['475', '90', '340']
['475', '135', '85']
['475', '135', '170']
['475', '135', '255']
['475', '135', '340']
['475', '180', '85']
['475', '180', '170']
['475', '180', '255']
['475', '180', '340']
['475', '270', '85']
['475', '270', '170']
['475', '270', '255']
['475', '270', '340']
['475', '315', '85']
['475', '315', '170']
['475', '315', '255']
['475', '315', '340']
['475', '360', '85']
['475', '360', '170']
['475', '360', '255']
['475', '360', '340']
['475', '405', '85']
['475', '405', '170']
['475', '405', '255']
['475', '405', '340']
['475', '495', '85']
['475', '495', '170']
['475', '495', '255']
['475', '495', '340']
