13
105
['486', '224', '742']
['380', '847', '160']
['160', '806', '486']
['380', '160', '742']
['160', '822', '2']
['2', '224', '806']
['70', '8', '742']
['224', '806', '742']
['486', '8', '983']
['2', '806', '822']
['742', '2', '806']
['160', '806', '2']
['160', '2', '486']
['822', '8', '847']
['486', '2', '70']
['847', '2', '742']
['380', '806', '847']
['847', '70', '822']
['486', '160', '131']
['486', '2', '8']
['742', '380', '486']
['2', '822', '224']
['742', '70', '822']
['2', '380', '8']
['806', '983', '380']
['983', '822', '806']
['380', '822', '486']
['70', '486', '806']
['847', '70', '224']
['224', '70', '847']
['160', '847', '70']
['847', '742', '806']
['70', '983', '822']
['822', '131', '160']
['70', '847', '160']
['8', '224', '822']
['224', '380', '70']
['131', '160', '486']
['486', '806', '8']
['70', '160', '380']
['70', '8', '742']
['160', '380', '742']
['380', '822', '70']
['8', '131', '486']
['160', '70', '742']
['8', '983', '131']
['131', '224', '160']
['70', '8', '224']
['160', '2', '742']
['806', '742', '160']
['822', '8', '2']
['224', '2', '822']
['160', '8', '380']
['847', '8', '822']
['806', '742', '2']
['983', '380', '131']
['160', '847', '380']
['2', '160', '70']
['742', '2', '847']
['806', '70', '742']
['847', '806', '983']
['822', '742', '70']
['160', '847', '742']
['70', '8', '160']
['806', '380', '224']
['742', '847', '983']
['160', '486', '983']
['2', '742', '131']
['8', '742', '822']
['2', '742', '131']
['160', '822', '380']
['8', '224', '2']
['70', '822', '380']
['822', '847', '131']
['983', '224', '486']
['742', '160', '380']
['983', '2', '486']
['2', '131', '847']
['160', '2', '70']
['70', '486', '380']
['822', '70', '847']
['70', '160', '131']
['822', '224', '486']
['131', '806', '822']
['224', '822', '806']
['380', '806', '822']
['224', '847', '131']
['70', '847', '742']
['742', '224', '160']
['486', '742', '160']
['380', '131', '847']
['822', '742', '2']
['70', '847', '983']
['224', '486', '983']
['8', '380', '742']
['806', '131', '2']
['224', '486', '742']
['160', '380', '70']
['380', '742', '983']
['822', '160', '983']
['742', '131', '486']
['224', '806', '8']
['847', '70', '983']
['983', '847', '486']
['486', '742', '822']
['983', '131', '742']
['160', '983', '2']
['380', '70', '847']
['131', '742', '822']
['2', '160', '380']
['486', '160', '70']
['160', '983', '486']
['983', '2', '742']
['2', '8', '983']
['70', '224', '486']
['224', '486', '8']
['806', '131', '224']
['8', '131', '224']
['806', '131', '822']
['822', '8', '847']
['822', '847', '8']
['8', '2', '742']
['131', '2', '847']
['70', '2', '131']
['806', '160', '131']
['224', '131', '822']
['983', '160', '131']
['806', '2', '822']
['847', '2', '160']
['983', '70', '742']
['160', '2', '131']
['806', '983', '131']
['380', '806', '847']
['380', '822', '806']
['486', '847', '380']
['224', '486', '160']
['8', '380', '983']
['847', '822', '380']
['224', '131', '742']
['742', '2', '380']
['847', '8', '983']
['742', '847', '486']
['742', '806', '70']
['983', '822', '160']
['70', '806', '224']
['983', '160', '847']
['160', '131', '70']
['742', '486', '847']
['822', '160', '806']
['983', '380', '131']
['160', '742', '131']
['224', '822', '70']
['70', '224', '131']
['822', '806', '70']
['70', '224', '486']
['847', '8', '380']
['8', '2', '983']
['742', '380', '8']
['70', '847', '380']
['380', '822', '847']
['224', '822', '983']
['8', '2', '486']
['983', '380', '847']
['847', '806', '70']
['983', '160', '847']
['70', '8', '380']
['70', '2', '224']
['224', '70', '822']
['131', '486', '70']
['160', '70', '2']
['131', '8', '742']
['131', '806', '983']
['822', '224', '2']
['380', '2', '742']
['983', '847', '2']
['806', '983', '822']
['70', '224', '822']
['224', '380', '160']
['806', '742', '822']
['486', '806', '380']
['70', '822', '983']
['822', '380', '70']
['70', '131', '2']
['131', '224', '70']
['742', '806', '380']
['380', '983', '70']
['380', '486', '822']
['131', '983', '822']
['847', '160', '8']
['70', '822', '486']
['486', '131', '822']
['742', '806', '131']
['8', '742', '160']
['847', '806', '822']
['486', '380', '742']
['822', '224', '2']
['160', '486', '806']
['822', '2', '8']
['806', '70', '486']
['8', '160', '70']
['822', '224', '2']
['224', '806', '131']
['486', '224', '847']
['486', '806', '8']
['160', '2', '822']
['742', '8', '131']
['822', '742', '224']
['2', '131', '380']
['70', '224', '160']
['160', '822', '131']
['8', '806', '486']
['822', '160', '847']
['742', '131', '70']
['224', '8', '131']
['742', '131', '380']
['131', '380', '2']
['983', '224', '131']
['486', '8', '742']
['8', '847', '70']
['70', '131', '847']
['8', '224', '380']
['2', '160', '806']
['2', '983', '806']
['380', '983', '806']
['380', '806', '160']
['131', '742', '822']
['822', '806', '70']
['486', '224', '2']
['822', '742', '983']
['806', '847', '131']
['131', '822', '8']
['486', '742', '822']
['822', '486', '224']
['380', '8', '70']
['847', '8', '380']
['822', '131', '806']
['160', '224', '380']
['486', '70', '160']
['2', '806', '131']
['486', '822', '70']
['822', '8', '486']
['131', '8', '160']
['847', '822', '983']
['847', '380', '742']
['806', '380', '131']
['160', '486', '742']
['70', '806', '847']
['486', '2', '742']
['486', '70', '8']
['224', '806', '983']
['131', '486', '806']
['8', '742', '486']
['224', '742', '131']
['847', '131', '160']
['160', '742', '8']
['380', '742', '70']
['806', '847', '2']
['70', '983', '806']
['160', '224', '131']
['742', '983', '160']
['847', '983', '380']
['131', '380', '847']
['822', '160', '486']
['742', '2', '380']
['70', '8', '160']
['806', '70', '822']
['70', '486', '131']
['380', '70', '8']
['224', '806', '380']
['822', '8', '806']
['806', '2', '70']
['822', '486', '224']
['224', '806', '380']
['742', '131', '806']
['131', '380', '8']
['131', '822', '8']
['160', '8', '806']
['131', '224', '160']
['131', '983', '486']
['847', '486', '822']
['8', '2', '806']
['742', '822', '8']
['486', '160', '983']
['8', '486', '70']
['131', '224', '847']
['131', '70', '486']
['742', '8', '806']
['224', '486', '131']
['70', '8', '486']
['486', '224', '70']
['70', '486', '8']
['2', '847', '380']
['131', '806', '847']
['742', '2', '380']
['70', '847', '131']
['131', '224', '486']
['822', '847', '806']
['742', '380', '131']
['2', '486', '806']
['2', '822', '983']
['847', '131', '8']
['742', '486', '224']
['486', '822', '847']
['742', '847', '8']
['70', '131', '380']
['70', '8', '822']
['380', '2', '822']
['131', '983', '380']
['486', '2', '806']
['224', '822', '806']
['131', '822', '742']
['486', '224', '822']
['380', '847', '70']
['70', '224', '380']
['70', '822', '983']
['742', '224', '2']
['847', '380', '224']
['70', '847', '822']
['983', '380', '486']
['131', '160', '486']
['847', '822', '131']
['70', '2', '806']
['380', '224', '160']
['2', '486', '160']
['486', '70', '160']
['983', '8', '847']
['8', '486', '847']
['70', '160', '8']
['8', '806', '847']
['822', '131', '2']
['486', '742', '224']
['70', '486', '847']
['160', '983', '2']
['742', '822', '806']
['822', '486', '70']
['70', '2', '486']
['160', '822', '2']
['847', '983', '2']
['380', '224', '742']
['160', '847', '2']
['742', '983', '806']
['486', '160', '742']
['380', '847', '70']
['822', '380', '847']
['2', '380', '822']
['160', '70', '486']
['847', '131', '2']
['131', '822', '742']
['983', '806', '742']
['131', '847', '8']
['8', '822', '224']
['224', '160', '983']
['131', '806', '983']
['983', '2', '224']
['70', '742', '224']
['486', '847', '822']
['8', '486', '742']
['224', '847', '380']
['2', '8', '742']
['160', '486', '2']
['806', '70', '131']
['486', '847', '224']
['742', '131', '380']
['806', '131', '983']
['742', '8', '160']
['70', '486', '131']
['131', '380', '70']
['486', '160', '822']
['983', '160', '806']
['847', '2', '224']
['742', '486', '983']
['70', '486', '742']
['70', '486', '8']
['486', '224', '70']
['983', '131', '2']
['160', '983', '131']
['983', '131', '742']
['70', '806', '847']
['806', '2', '160']
['486', '380', '224']
['70', '822', '806']
['486', '742', '8']
['70', '224', '160']
['380', '742', '983']
['70', '131', '2']
['486', '160', '380']
['486', '2', '742']
['847', '983', '742']
['2', '380', '822']
['160', '742', '70']
['847', '380', '486']
['806', '160', '70']
['160', '8', '847']
['131', '2', '822']
['847', '806', '8']
['160', '380', '847']
['131', '8', '806']
['160', '847', '380']
['380', '486', '70']
['131', '983', '742']
['2', '160', '847']
['2', '160', '8']
['742', '8', '983']
['8', '224', '806']
['224', '983', '742']
['486', '8', '983']
['742', '822', '2']
['70', '847', '131']
['131', '806', '486']
['224', '131', '822']
['742', '486', '847']
['822', '8', '983']
['224', '983', '70']
['70', '131', '486']
['822', '847', '806']
['983', '8', '2']
['742', '806', '160']
['2', '742', '131']
['8', '806', '70']
['806', '742', '822']
['224', '160', '742']
['8', '380', '806']
['380', '131', '8']
['983', '131', '806']
['8', '847', '380']
['742', '224', '131']
['8', '822', '2']
['847', '742', '983']
['8', '822', '380']
['380', '8', '131']
['742', '70', '131']
['2', '983', '131']
['70', '380', '822']
['8', '380', '224']
['486', '70', '742']
['160', '847', '2']
['224', '742', '131']
['742', '131', '822']
['160', '742', '847']
['380', '847', '822']
['983', '822', '160']
['224', '2', '8']
['486', '822', '806']
['983', '380', '486']
['2', '983', '131']
['224', '806', '8']
['822', '380', '70']
['847', '8', '160']
['806', '822', '847']
['847', '742', '380']
['822', '380', '224']
['486', '822', '2']
['224', '70', '486']
['160', '224', '847']
['806', '822', '847']
['486', '224', '131']
['806', '742', '380']
['2', '847', '131']
['8', '2', '160']
['983', '822', '2']
['2', '70', '160']
['160', '806', '822']
['822', '160', '983']
['847', '224', '2']
['2', '486', '847']
['8', '131', '2']
['847', '70', '380']
['8', '742', '131']
['380', '160', '8']
['160', '8', '847']
['742', '131', '8']
['983', '70', '380']
['131', '8', '806']
['983', '822', '70']
['822', '70', '8']
['224', '160', '806']
['380', '160', '806']
['70', '983', '2']
['8', '70', '983']
['847', '983', '224']
['486', '806', '2']
['486', '8', '224']
['8', '983', '131']
['822', '131', '742']
['486', '160', '380']
['806', '160', '847']
['847', '983', '70']
['8', '2', '806']
['847', '2', '224']
['847', '70', '160']
['983', '847', '70']
['486', '983', '806']
['131', '380', '486']
['160', '70', '224']
['806', '380', '131']
['70', '2', '822']
['847', '822', '70']
['8', '131', '380']
['2', '486', '380']
['380', '983', '822']
['70', '160', '847']
['224', '380', '8']
['822', '806', '847']
['2', '70', '8']
['8', '486', '983']
['224', '742', '2']
['983', '486', '70']
['8', '160', '983']
['160', '822', '8']
['847', '8', '70']
['8', '380', '486']
['380', '2', '70']
['2', '70', '847']
['380', '983', '742']
['847', '160', '486']
['822', '847', '70']
['224', '8', '131']
['160', '983', '806']
['806', '822', '131']
['806', '131', '2']
['380', '8', '486']
['822', '160', '847']
['224', '2', '742']
['847', '70', '8']
['131', '70', '847']
['380', '847', '983']
['983', '160', '380']
['983', '131', '380']
['983', '2', '380']
['224', '822', '70']
['70', '8', '742']
['224', '2', '847']
['8', '160', '380']
['131', '70', '8']
['8', '224', '131']
['822', '224', '486']
['8', '742', '806']
['806', '847', '742']
['983', '486', '380']
['70', '2', '742']
['2', '486', '70']
['983', '224', '8']
['742', '160', '983']
['380', '224', '131']
['380', '486', '822']
['2', '486', '160']
['131', '847', '70']
['224', '486', '822']
['2', '224', '983']
['806', '847', '822']
['847', '2', '742']
['806', '742', '380']
['224', '822', '2']
['70', '822', '2']
['983', '8', '380']
['847', '131', '8']
['806', '380', '8']
['2', '742', '70']
['983', '742', '70']
['806', '486', '224']
['806', '160', '8']
['380', '486', '131']
['224', '70', '822']
['847', '2', '224']
['742', '160', '822']
['486', '160', '380']
['822', '380', '224']
['983', '160', '806']
['486', '847', '131']
['131', '847', '806']
['160', '847', '8']
['8', '847', '486']
['983', '742', '486']
['160', '2', '806']
['70', '160', '742']
['847', '131', '822']
['486', '380', '131']
['486', '983', '2']
['486', '8', '131']
['822', '160', '224']
['847', '806', '742']
['806', '160', '742']
['160', '8', '742']
['822', '160', '2']
['224', '983', '822']
['806', '847', '160']
['224', '742', '2']
['806', '2', '847']
['2', '847', '224']
['847', '983', '822']
['380', '8', '160']
['224', '983', '131']
['131', '380', '742']
['70', '847', '160']
['380', '983', '2']
['70', '2', '8']
['847', '822', '2']
['742', '2', '131']
['806', '131', '983']
['8', '822', '380']
['742', '70', '806']
['2', '983', '8']
['847', '486', '131']
['160', '486', '380']
['742', '70', '160']
['224', '983', '8']
['847', '806', '2']
['2', '8', '70']
['70', '486', '806']
['70', '2', '486']
['224', '131', '822']
['70', '2', '131']
['742', '847', '131']
['486', '806', '983']
['160', '8', '131']
['70', '822', '742']
['8', '131', '486']
['70', '806', '2']
['224', '70', '380']
['983', '380', '847']
['847', '70', '8']
['847', '380', '2']
['983', '224', '160']
['2', '847', '983']
['8', '131', '806']
['131', '160', '2']
['983', '822', '70']
['847', '983', '486']
['224', '983', '486']
['742', '822', '224']
['131', '822', '806']
['742', '70', '131']
['742', '160', '8']
['806', '160', '742']
['224', '806', '847']
['806', '131', '486']
['742', '8', '70']
['486', '822', '983']
['847', '224', '380']
['806', '742', '486']
['847', '742', '2']
['224', '2', '70']
['224', '486', '2']
['742', '70', '983']
['380', '8', '70']
['486', '224', '742']
['983', '847', '806']
['806', '224', '742']
['983', '822', '486']
['2', '806', '983']
['847', '380', '742']
['983', '486', '70']
['2', '131', '8']
['983', '822', '224']
['806', '983', '742']
['822', '8', '224']
['2', '742', '822']
['224', '822', '847']
['847', '380', '131']
['131', '160', '380']
['8', '486', '160']
['2', '822', '380']
['983', '160', '486']
['742', '847', '8']
['983', '160', '380']
['2', '131', '224']
['806', '380', '822']
['70', '160', '983']
['486', '847', '806']
['8', '70', '160']
['983', '380', '847']
['822', '847', '983']
['131', '486', '160']
['847', '131', '983']
['806', '983', '742']
['8', '847', '742']
['742', '160', '2']
['847', '224', '983']
['70', '822', '983']
['822', '983', '806']
['160', '847', '70']
['983', '224', '70']
['224', '2', '380']
['2', '486', '806']
['983', '70', '822']
['160', '131', '486']
['224', '380', '160']
['983', '380', '806']
['847', '486', '806']
['8', '983', '160']
['380', '2', '983']
['822', '8', '742']
['8', '806', '983']
['2', '847', '160']
['131', '983', '486']
['224', '160', '742']
['822', '70', '2']
['742', '8', '70']
['822', '486', '983']
['131', '8', '160']
['131', '224', '822']
['486', '847', '8']
['806', '160', '70']
['8', '70', '806']
['70', '742', '2']
['224', '983', '160']
['742', '224', '70']
['822', '380', '742']
['742', '806', '983']
['8', '822', '131']
['160', '224', '2']
['2', '224', '70']
['847', '742', '486']
['380', '822', '486']
['822', '486', '2']
['983', '742', '486']
['70', '822', '380']
['224', '806', '8']
['131', '380', '983']
['742', '486', '160']
['2', '742', '486']
['822', '2', '742']
['983', '224', '486']
['224', '2', '806']
['8', '847', '70']
['983', '70', '380']
['822', '380', '847']
['486', '983', '847']
['822', '160', '380']
['486', '806', '8']
['8', '70', '742']
['806', '131', '486']
['8', '224', '822']
['983', '2', '224']
['983', '8', '224']
['160', '2', '847']
['70', '486', '2']
['983', '131', '486']
['847', '2', '380']
['847', '131', '380']
['742', '822', '806']
['486', '380', '224']
['8', '847', '486']
['806', '983', '2']
['847', '160', '2']
['806', '486', '131']
['2', '806', '822']
['822', '806', '983']
['983', '131', '160']
['8', '806', '822']
['131', '847', '70']
['131', '742', '983']
['983', '486', '70']
['742', '806', '70']
['847', '822', '70']
['2', '983', '224']
['806', '822', '160']
['160', '70', '847']
['70', '742', '486']
['224', '822', '131']
['983', '847', '806']
['131', '8', '160']
['160', '486', '224']
['160', '131', '847']
['380', '224', '983']
['131', '742', '847']
['70', '380', '131']
['983', '847', '131']
['224', '822', '742']
['806', '8', '486']
['160', '70', '822']
['380', '486', '806']
['224', '742', '70']
['983', '822', '8']
['160', '486', '8']
['983', '486', '742']
['742', '806', '983']
['70', '742', '131']
['70', '380', '742']
['822', '131', '160']
['983', '742', '806']
['131', '8', '806']
['806', '742', '486']
['380', '486', '847']
['486', '131', '847']
['380', '8', '822']
['8', '806', '2']
['131', '224', '160']
['70', '806', '847']
['983', '8', '224']
['160', '486', '2']
['822', '160', '8']
['486', '983', '2']
['983', '847', '70']
['847', '2', '131']
['806', '8', '224']
['160', '822', '806']
['742', '847', '2']
['224', '847', '160']
['160', '806', '822']
['2', '822', '131']
['8', '983', '822']
['847', '742', '822']
['8', '983', '224']
['486', '2', '822']
['806', '847', '822']
['847', '806', '822']
['380', '742', '822']
['2', '224', '70']
['486', '224', '380']
['380', '806', '847']
['8', '131', '380']
['224', '160', '380']
['70', '380', '847']
['806', '160', '486']
['8', '742', '822']
['131', '983', '847']
['806', '8', '160']
['8', '806', '742']
['806', '847', '70']
['822', '224', '2']
['131', '8', '983']
['8', '131', '847']
['983', '742', '822']
['983', '2', '8']
['160', '2', '380']
['131', '486', '160']
['806', '847', '2']
['2', '224', '131']
['486', '224', '8']
['847', '70', '486']
['2', '742', '847']
['224', '806', '70']
['806', '822', '2']
['380', '742', '983']
['224', '8', '131']
['983', '131', '2']
['70', '742', '486']
['822', '380', '131']
['983', '742', '2']
['8', '2', '847']
['380', '160', '847']
['8', '131', '822']
['70', '983', '486']
['822', '2', '160']
['806', '983', '160']
['70', '486', '983']
['8', '983', '486']
['806', '847', '70']
['742', '2', '806']
['70', '2', '822']
['2', '806', '380']
['380', '70', '8']
['806', '486', '380']
['806', '380', '2']
['847', '2', '224']
['742', '380', '847']
['806', '131', '380']
['380', '8', '70']
['160', '70', '983']
['806', '983', '847']
['742', '847', '8']
['983', '224', '70']
['131', '160', '486']
['380', '822', '742']
['70', '8', '983']
['847', '380', '224']
['160', '742', '131']
['380', '8', '822']
['70', '847', '380']
['983', '742', '224']
['70', '742', '486']
['742', '486', '160']
['742', '131', '983']
['380', '8', '2']
['822', '2', '486']
['983', '224', '2']
['822', '806', '983']
['131', '806', '822']
['8', '131', '983']
['160', '131', '822']
['380', '131', '847']
['806', '486', '224']
['380', '983', '822']
['486', '806', '160']
['822', '224', '131']
['131', '822', '70']
['380', '806', '486']
['131', '486', '224']
['70', '806', '983']
['806', '224', '486']
['486', '847', '2']
['2', '160', '983']
['8', '486', '224']
['847', '2', '131']
['983', '486', '2']
['131', '806', '160']
['8', '822', '806']
['822', '806', '224']
['380', '806', '224']
['131', '486', '160']
['742', '983', '70']
['8', '70', '224']
['742', '806', '8']
['742', '8', '70']
['486', '822', '847']
['8', '380', '70']
['224', '486', '822']
['224', '806', '983']
['8', '380', '160']
['822', '806', '486']
['822', '8', '380']
['822', '847', '983']
['822', '486', '983']
['847', '70', '131']
['486', '822', '131']
['380', '70', '742']
['70', '8', '224']
['8', '131', '822']
['380', '160', '822']
['486', '70', '8']
['847', '983', '70']
['70', '380', '822']
['160', '380', '2']
['224', '486', '2']
['983', '131', '380']
['742', '8', '2']
['983', '224', '8']
['380', '70', '224']
['847', '70', '742']
['486', '8', '70']
['131', '847', '380']
['380', '2', '822']
['822', '131', '160']
['822', '160', '380']
['380', '486', '2']
['224', '131', '983']
['160', '224', '2']
['742', '806', '224']
['224', '70', '806']
['847', '8', '742']
['2', '380', '8']
['2', '70', '380']
['742', '486', '983']
['822', '70', '806']
['806', '742', '822']
['486', '70', '160']
['380', '847', '806']
['8', '70', '822']
['486', '131', '742']
['486', '160', '983']
['8', '2', '70']
['160', '822', '806']
['822', '160', '8']
['822', '70', '8']
['742', '224', '380']
['486', '224', '380']
['160', '131', '224']
['224', '8', '70']
['380', '806', '486']
['822', '847', '380']
['380', '822', '806']
['160', '486', '70']
['847', '2', '160']
['847', '486', '983']
['8', '983', '2']
