['668', '976', '713', '255', '44', '110', '376', '892', '112', '634', '559', '87', '845', '245', '595', '525', '953', '489', '506', '9']
['628', '610', '30', '939', '703', '833', '758', '299', '315', '235', '19', '799', '693', '977', '625', '185', '561', '58', '88', '352']
['978', '909', '476', '655', '867', '190', '186', '286', '251', '529', '778', '4', '425', '232', '513', '209', '545', '992', '519', '802']
['866', '240', '16', '434', '89', '154', '621', '104', '346', '475', '982', '205', '907', '618', '460', '837', '221', '970', '464', '613']
['990', '591', '148', '601', '914', '272', '795', '406', '526', '548', '374', '940', '608', '175', '130', '717', '445', '555', '266', '847']
['872', '913', '1', '612', '653', '849', '792', '971', '663', '748', '316', '182', '487', '402', '622', '385', '234', '215', '704', '49']
['626', '700', '195', '641', '194', '229', '999', '773', '664', '345', '353', '497', '217', '149', '33', '751', '812', '284', '133', '247']
['508', '61', '844', '395', '3', '893', '201', '895', '295', '946', '797', '869', '896', '571', '138', '987', '862', '828', '136', '534']
['794', '551', '412', '803', '870', '486', '144', '271', '187', '857', '677', '689', '598', '375', '176', '950', '422', '961', '565', '371']
['536', '922', '691', '705', '8', '160', '493', '617', '366', '479', '354', '66', '265', '404', '809', '397', '937', '261', '456', '974']
['724', '289', '246', '771', '269', '188', '369', '884', '934', '740', '659', '166', '735', '418', '438', '13', '720', '851', '233', '764']
['757', '583', '930', '249', '42', '337', '365', '102', '189', '741', '936', '231', '373', '278', '783', '858', '804', '51', '737', '92']
['772', '416', '131', '301', '581', '962', '749', '241', '694', '542', '638', '36', '840', '303', '863', '202', '967', '649', '786', '34']
['816', '947', '296', '90', '633', '823', '50', '891', '744', '511', '427', '407', '474', '865', '989', '420', '645', '226', '308', '361']
['106', '964', '344', '213', '6', '338', '390', '579', '761', '113', '813', '564', '543', '580', '320', '431', '446', '954', '411', '128']
['326', '428', '342', '538', '400', '161', '71', '48', '762', '766', '784', '139', '444', '597', '123', '825', '93', '327', '648', '955']
['238', '745', '173', '283', '85', '254', '454', '219', '492', '38', '652', '810', '469', '330', '801', '695', '114', '767', '975', '318']
['754', '184', '7', '787', '620', '871', '685', '174', '943', '995', '584', '470', '483', '753', '335', '910', '267', '350', '777', '929']
['614', '415', '394', '948', '218', '707', '170', '97', '586', '171', '317', '873', '585', '637', '709', '494', '981', '712', '630', '881']
['17', '291', '396', '501', '820', '901', '331', '11', '442', '675', '505', '531', '224', '686', '558', '237', '532', '860', '848', '776']
