['47', '349', '846', '451', '249', '771', '699', '826', '628', '625']
['431', '865', '446', '686', '700', '103', '610', '410', '192', '650']
['288', '18', '64', '168', '38', '931', '302', '356', '989', '156']
['181', '284', '681', '955', '303', '652', '969', '656', '784', '776']
['291', '844', '915', '961', '852', '34', '238', '62', '765', '370']
['565', '988', '32', '882', '338', '457', '645', '182', '828', '711']
['697', '883', '458', '880', '131', '222', '963', '467', '814', '83']
['232', '55', '108', '254', '878', '482', '647', '350', '580', '244']
['212', '272', '306', '794', '671', '637', '259', '543', '372', '367']
['127', '926', '125', '214', '715', '476', '761', '849', '550', '114']
['6', '10', '747', '398', '663', '465', '240', '358', '477', '265']
['759', '147', '892', '416', '421', '278', '328', '219', '171', '676']
['588', '816', '399', '21', '90', '605', '821', '208', '770', '782']
['528', '462', '77', '698', '460', '920', '938', '364', '571', '838']
['956', '932', '300', '764', '36', '236', '604', '753', '755', '532']
['120', '545', '634', '9', '864', '437', '195', '87', '233', '19']
['334', '912', '65', '876', '165', '493', '780', '917', '201', '802']
['586', '549', '971', '514', '579', '74', '79', '211', '360', '424']
['262', '940', '695', '801', '93', '396', '573', '825', '909', '37']
['52', '106', '570', '911', '366', '130', '984', '495', '908', '390']
['791', '624', '985', '705', '721', '179', '530', '45', '952', '559']
['949', '766', '643', '954', '245', '823', '361', '830', '936', '164']
['692', '305', '351', '562', '111', '246', '887', '886', '506', '509']
['397', '66', '664', '314', '977', '889', '583', '496', '557', '453']
['611', '684', '239', '107', '959', '128', '348', '104', '235', '691']
['717', '809', '774', '191', '486', '487', '139', '27', '353', '613']
['862', '498', '325', '772', '629', '331', '279', '563', '749', '544']
['512', '199', '497', '320', '178', '58', '268', '581', '987', '616']
['43', '939', '657', '566', '115', '999', '68', '947', '33', '241']
['591', '5', '354', '546', '186', '393', '679', '783', '242', '831']
['198', '585', '415', '267', '922', '400', '815', '757', '745', '756']
['677', '401', '281', '56', '778', '751', '122', '552', '383', '157']
['95', '50', '309', '690', '190', '292', '600', '299', '777', '896']
['422', '868', '606', '744', '445', '827', '607', '739', '94', '888']
['519', '929', '540', '621', '527', '464', '619', '597', '275', '258']
['593', '321', '895', '197', '489', '516', '900', '289', '710', '978']
['626', '992', '638', '158', '740', '343', '856', '890', '220', '531']
['391', '384', '857', '187', '408', '730', '592', '472', '670', '748']
['378', '636', '560', '913', '688', '319', '357', '488', '209', '752']
['799', '617', '533', '102', '727', '879', '507', '91', '996', '975']
['324', '574', '387', '119', '218', '648', '630', '253', '133', '483']
['907', '407', '848', '667', '712', '842', '669', '297', '905', '884']
['161', '612', '542', '997', '536', '283', '185', '520', '196', '945']
['834', '339', '675', '479', '344', '490', '742', '994', '327', '492']
['861', '928', '456', '153', '40', '359', '860', '743', '24', '558']
['529', '442', '448', '0', '101', '39', '12', '767', '432', '923']
['333', '789', '798', '225', '733', '863', '867', '525', '48', '330']
['450', '227', '70', '870', '627', '555', '193', '937', '146', '98']
['290', '2', '439', '480', '572', '539', '640', '661', '436', '473']
['255', '441', '69', '110', '469', '67', '388', '329', '813', '819']
['824', '307', '163', '582', '644', '881', '518', '14', '694', '966']
['608', '569', '123', '869', '877', '41', '855', '454', '726', '953']
['248', '189', '665', '86', '584', '649', '587', '145', '484', '788']
['92', '29', '673', '854', '633', '734', '403', '217', '417', '420']
['875', '142', '229', '175', '375', '960', '316', '805', '930', '998']
['234', '796', '75', '57', '696', '948', '463', '925', '491', '795']
['970', '428', '921', '298', '672', '983', '167', '736', '762', '807']
['468', '459', '261', '623', '287', '934', '622', '639', '689', '505']
