200
800
['34', '574', '148', '372', '909']
['356', '178', '466', '957', '673', '115', '446', '547', '421', '49', '663', '928', '577', '315', '627', '479', '449', '802', '674', '176']
['705', '923', '0', '575', '665', '467', '444', '527', '200', '893', '355', '915', '757', '41', '315', '328', '428', '131', '763', '422']
['444', '504', '877', '315', '873', '993', '997', '746', '341', '339', '407', '741', '639', '662', '763', '105', '878', '692', '399', '493']
['54', '711', '716', '216', '862', '418', '718', '823', '504', '778', '336', '865', '172', '464', '510', '868', '913', '264', '200', '531']
['30', '974', '738', '305', '616', '717', '286', '233', '513', '120', '457', '935', '392', '156', '169', '207', '875', '325', '48', '229']
['963', '205', '287', '307', '56', '501', '968', '304', '21', '150', '723', '286', '241', '676', '684', '410', '717', '141', '729', '465']
['924', '817', '235', '502', '153', '69', '608', '312', '212', '840', '763', '675', '136', '440', '872', '539', '855', '818', '436', '671']
['727', '376', '182', '593', '854', '904', '674', '162', '666', '498', '338', '320', '604', '86', '654', '66', '133', '576', '129', '756']
['767', '88', '968', '306', '43', '789', '381', '141', '440', '898', '946', '730', '577', '900', '954', '660', '343', '235', '760', '892']
['877', '21', '680', '432', '216', '136', '105', '623', '643', '549', '629', '29', '295', '851', '32', '489', '114', '98', '755', '990']
['352', '368', '122', '862', '910', '938', '943', '402', '513', '29', '510', '845', '561', '110', '92', '6', '75', '339', '576', '664']
['23', '2', '80', '912', '817', '454', '37', '895', '621', '193', '583', '400', '647', '248', '345', '156', '728', '512', '743', '643']
['876', '662', '567', '468', '117', '924', '658', '78', '176', '28', '661', '379', '48', '626', '284', '242', '957', '873', '845', '712']
['286', '31', '333', '392', '636', '42', '98', '865', '158', '458', '870', '590', '24', '48', '27', '681', '655', '685', '694', '686']
['630', '343', '499', '988', '81', '169', '238', '376', '820', '431', '834', '361', '764', '167', '412', '949', '284', '87', '507', '816']
['509', '102', '718', '543', '460', '762', '968', '547', '480', '988', '783', '398', '964', '924', '261', '642', '157', '351', '529', '450']
['947', '507', '283', '673', '957', '93', '436', '708', '461', '316', '715', '305', '106', '207', '702', '615', '750', '277', '145', '174']
['19', '68', '375', '38', '703', '701', '292', '925', '678', '222', '352', '837', '295', '519', '890', '173', '378', '584', '710', '262']
['415', '977', '184', '293', '828', '912', '821', '572', '131', '187', '933', '511', '504', '469', '423', '281', '411', '918', '108', '142']
['720', '257', '847', '530', '937', '971', '350', '628', '182', '535', '883', '34', '510', '29', '217', '610', '599', '492', '838', '880']
['975', '158', '137', '177', '979', '91', '369', '74', '600', '100', '417', '733', '34', '704', '841', '547', '183', '977', '730', '646']
['401', '40', '202', '80', '889', '863', '546', '475', '552', '607', '595', '211', '62', '104', '506', '829', '229', '347', '265', '336']
['964', '86', '957', '132', '660', '479', '492', '95', '940', '695', '282', '411', '377', '78', '334', '238', '965', '683', '613', '948']
['326', '891', '662', '181', '713', '10', '641', '910', '855', '72', '854', '311', '906', '116', '208', '826', '679', '620', '61', '688']
['85', '223', '484', '696', '947', '749', '851', '151', '707', '745', '980', '330', '378', '695', '529', '228', '929', '883', '349', '234']
['729', '188', '36', '424', '786', '44', '393', '343', '455', '986', '942', '611', '821', '417', '215', '960', '303', '85', '351', '969']
['739', '465', '942', '190', '443', '348', '342', '332', '273', '612', '15', '274', '377', '541', '560', '490', '176', '716', '406', '616']
['552', '629', '363', '497', '884', '149', '694', '123', '398', '274', '878', '7', '738', '780', '918', '781', '715', '739', '979', '807']
['361', '544', '859', '46', '519', '752', '569', '794', '188', '311', '958', '426', '393', '533', '43', '905', '210', '21', '111', '194']
['89', '107', '124', '370', '688', '309', '749', '855', '220', '565', '915', '137', '536', '730', '263', '928', '465', '13', '98', '822']
['686', '209', '709', '143', '515', '792', '32', '460', '791', '799', '455', '685', '769', '544', '711', '827', '971', '469', '404', '938']
['843', '296', '453', '249', '449', '236', '33', '148', '404', '769', '503', '907', '19', '489', '490', '385', '105', '158', '713', '229']
['779', '188', '969', '521', '972', '872', '519', '658', '382', '325', '618', '731', '849', '635', '838', '289', '791', '297', '830', '807']
['499', '139', '358', '559', '458', '270', '951', '161', '994', '792', '421', '970', '898', '498', '553', '770', '464', '229', '53', '285']
['540', '756', '594', '566', '420', '284', '120', '454', '110', '836', '123', '849', '146', '24', '439', '509', '654', '667', '140', '25']
['838', '380', '969', '725', '721', '945', '803', '486', '743', '502', '177', '101', '139', '547', '403', '2', '555', '360', '479', '690']
['115', '469', '965', '395', '261', '783', '114', '799', '477', '698', '798', '209', '251', '912', '610', '621', '230', '437', '135', '820']
['993', '695', '426', '308', '278', '861', '90', '582', '653', '391', '951', '779', '141', '60', '501', '428', '102', '778', '817', '884']
['103', '187', '700', '140', '430', '753', '301', '121', '291', '984', '506', '388', '477', '645', '531', '570', '490', '42', '117', '787']
['26', '244', '232', '279', '768', '343', '520', '485', '3', '176', '897', '841', '773', '431', '606', '429', '686', '696', '916', '865']
['487', '58', '54', '439', '909', '491', '587', '522', '735', '978', '51', '182', '461', '38', '438', '186', '464', '932', '944', '145']
['253', '679', '962', '714', '741', '600', '809', '460', '363', '196', '850', '972', '505', '280', '798', '834', '547', '686', '279', '853']
['919', '528', '937', '553', '567', '709', '880', '580', '715', '543', '286', '332', '804', '76', '140', '22', '53', '883', '344', '787']
['668', '427', '631', '761', '745', '159', '859', '766', '173', '502', '82', '169', '93', '968', '892', '4', '330', '703', '611', '477']
['225', '598', '665', '239', '316', '832', '777', '968', '295', '142', '554', '305', '760', '667', '248', '261', '518', '303', '99', '987']
['442', '809', '981', '938', '921', '27', '93', '914', '9', '330', '219', '739', '192', '851', '662', '187', '92', '723', '45', '384']
['164', '872', '50', '241', '569', '830', '426', '557', '458', '525', '170', '209', '130', '692', '787', '617', '103', '577', '236', '824']
['900', '663', '560', '831', '640', '1', '195', '74', '44', '813', '506', '411', '416', '246', '534', '797', '763', '92', '264', '633']
['589', '237', '95', '820', '771', '77', '957', '435', '107', '667', '389', '205', '194', '616', '372', '831', '684', '512', '994', '827']
['886', '793', '910', '791', '649', '949', '357', '815', '49', '142', '905', '316', '80', '399', '321', '647', '544', '458', '553', '77']
['434', '452', '331', '230', '201', '397', '637', '689', '231', '499', '740', '172', '931', '89', '816', '26', '585', '952', '196', '380']
['193', '550', '439', '753', '703', '205', '548', '624', '408', '819', '77', '112', '949', '330', '965', '520', '39', '373', '973', '153']
['552', '605', '944', '971', '229', '872', '958', '694', '968', '512', '370', '797', '125', '960', '324', '371', '799', '625', '574', '144']
['652', '697', '1', '818', '556', '685', '622', '850', '698', '937', '761', '918', '180', '43', '346', '78', '873', '270', '349', '791']
['806', '357', '714', '796', '273', '411', '828', '675', '616', '387', '105', '353', '795', '151', '909', '508', '663', '856', '923', '843']
['95', '843', '445', '905', '34', '446', '315', '682', '827', '705', '350', '611', '480', '738', '319', '907', '686', '337', '574', '223']
['864', '156', '994', '516', '803', '748', '735', '25', '128', '1', '23', '952', '131', '108', '777', '548', '647', '68', '305', '958']
['519', '280', '7', '678', '673', '927', '694', '693', '351', '759', '752', '731', '966', '267', '330', '572', '827', '821', '158', '672']
['968', '52', '164', '191', '585', '889', '4', '635', '799', '53', '600', '512', '783', '60', '157', '89', '96', '834', '418', '83']
['923', '239', '66', '717', '26', '829', '70', '374', '697', '652', '103', '593', '963', '651', '399', '206', '226', '133', '304', '685']
['98', '342', '38', '19', '346', '765', '753', '415', '121', '609', '209', '853', '543', '142', '176', '403', '589', '185', '353', '664']
['649', '903', '254', '518', '72', '944', '225', '687', '888', '983', '181', '265', '605', '476', '921', '356', '512', '862', '50', '939']
['854', '848', '673', '27', '855', '137', '601', '895', '683', '484', '49', '778', '983', '860', '190', '570', '513', '811', '655', '70']
['152', '183', '209', '412', '496', '736', '468', '727', '881', '62', '652', '366', '566', '205', '784', '684', '340', '654', '403', '621']
['876', '860', '346', '703', '256', '190', '367', '225', '460', '112', '356', '587', '994', '2', '788', '801', '813', '7', '707', '402']
['355', '508', '218', '244', '324', '3', '253', '185', '839', '44', '772', '930', '980', '334', '728', '806', '795', '425', '737', '886']
['572', '270', '688', '967', '986', '239', '424', '528', '206', '367', '124', '670', '375', '379', '929', '356', '104', '419', '756', '494']
['938', '818', '273', '846', '532', '749', '685', '721', '492', '8', '104', '189', '487', '211', '120', '753', '280', '850', '860', '919']
['505', '650', '117', '17', '508', '844', '562', '23', '168', '612', '96', '901', '703', '939', '563', '161', '582', '189', '296', '651']
['98', '626', '831', '842', '515', '583', '541', '317', '314', '136', '992', '162', '548', '21', '549', '977', '653', '529', '723', '773']
['918', '857', '727', '58', '807', '696', '251', '971', '142', '982', '115', '72', '176', '712', '288', '20', '698', '343', '926', '450']
['382', '336', '726', '746', '844', '391', '707', '972', '574', '691', '47', '162', '246', '242', '930', '910', '960', '159', '819', '900']
['703', '141', '757', '182', '332', '168', '594', '440', '779', '909', '974', '416', '452', '11', '538', '918', '474', '181', '227', '773']
['767', '551', '620', '243', '153', '815', '146', '0', '761', '84', '25', '509', '990', '101', '644', '655', '62', '900', '905', '182']
['575', '696', '700', '504', '124', '679', '702', '442', '507', '153', '218', '237', '513', '531', '248', '405', '241', '718', '789', '823']
['610', '500', '626', '822', '190', '574', '153', '439', '852', '192', '129', '978', '689', '138', '575', '665', '120', '667', '113', '951']
['101', '717', '379', '951', '787', '651', '843', '807', '838', '224', '980', '731', '600', '425', '173', '786', '821', '2', '749', '400']
['23', '653', '705', '116', '143', '179', '936', '237', '265', '365', '58', '373', '151', '741', '12', '575', '87', '399', '553', '984']
['760', '86', '207', '510', '485', '813', '479', '44', '772', '932', '325', '640', '853', '471', '305', '278', '20', '451', '277', '304']
['265', '6', '517', '93', '388', '846', '565', '31', '128', '679', '258', '827', '619', '943', '960', '8', '722', '131', '243', '568']
['535', '344', '140', '711', '233', '19', '492', '961', '553', '721', '178', '947', '668', '909', '2', '283', '209', '35', '56', '493']
['869', '239', '959', '866', '277', '713', '579', '861', '476', '580', '754', '180', '661', '80', '722', '429', '402', '773', '48', '341']
['62', '179', '76', '508', '502', '982', '529', '160', '103', '679', '767', '363', '507', '732', '753', '434', '631', '474', '142', '953']
['547', '861', '877', '816', '33', '379', '902', '279', '16', '626', '374', '311', '162', '559', '195', '54', '332', '469', '795', '99']
['961', '500', '21', '85', '787', '307', '650', '780', '874', '541', '228', '32', '337', '450', '849', '470', '709', '442', '652', '12']
['611', '555', '419', '610', '475', '843', '512', '535', '6', '864', '619', '299', '57', '418', '266', '210', '138', '330', '659', '219']
['47', '728', '102', '997', '734', '144', '777', '371', '859', '21', '171', '809', '815', '41', '106', '5', '555', '907', '844', '262']
['266', '280', '301', '260', '375', '247', '288', '456', '412', '944', '548', '933', '511', '13', '109', '699', '82', '294', '54', '838']
['632', '215', '916', '708', '149', '310', '105', '529', '9', '355', '342', '348', '650', '72', '778', '173', '203', '808', '484', '840']
['808', '988', '381', '935', '328', '514', '977', '763', '865', '45', '53', '511', '341', '730', '676', '624', '836', '919', '661', '807']
['69', '179', '139', '782', '73', '719', '42', '844', '697', '649', '492', '996', '675', '495', '82', '795', '743', '717', '463', '339']
['637', '75', '925', '296', '513', '49', '943', '759', '267', '978', '543', '646', '661', '788', '643', '376', '425', '446', '374', '437']
['338', '825', '173', '677', '188', '982', '694', '111', '533', '60', '522', '564', '293', '92', '162', '135', '685', '397', '361', '89']
['822', '907', '9', '63', '255', '482', '461', '156', '177', '215', '202', '867', '476', '238', '917', '883', '556', '299', '325', '106']
['829', '573', '792', '977', '251', '55', '243', '160', '176', '436', '521', '158', '784', '677', '421', '897', '582', '283', '707', '405']
['494', '337', '80', '799', '298', '92', '541', '379', '419', '15', '481', '681', '240', '791', '692', '896', '972', '785', '37', '497']
['731', '978', '465', '747', '894', '708', '826', '627', '667', '869', '943', '988', '895', '110', '165', '614', '664', '968', '468', '552']
['121', '87', '59', '651', '963', '123', '925', '720', '526', '911', '266', '57', '958', '610', '496', '680', '518', '861', '584', '434']
['533', '656', '130', '572', '490', '34', '261', '461', '958', '866', '135', '627', '741', '51', '97', '841', '192', '623', '96', '703']
['552', '30', '825', '655', '668', '431', '631', '885', '753', '420', '166', '401', '357', '359', '526', '299', '838', '310', '363', '936']
['69', '736', '520', '574', '548', '549', '987', '256', '208', '760', '826', '526', '130', '862', '523', '954', '510', '296', '875', '47']
['781', '663', '375', '612', '553', '880', '215', '640', '344', '595', '484', '906', '900', '513', '112', '376', '979', '883', '643', '198']
['68', '152', '143', '583', '55', '638', '50', '779', '641', '656', '446', '900', '966', '865', '274', '787', '422', '265', '352', '270']
['566', '329', '136', '179', '790', '491', '611', '609', '119', '763', '907', '5', '869', '844', '658', '205', '580', '983', '972', '631']
['921', '871', '570', '945', '12', '519', '858', '258', '940', '999', '903', '217', '11']
['239', '934', '10', '681', '801', '864', '826', '629', '69', '832', '175', '193', '28', '555', '344', '186', '528', '849', '123', '579']
['324', '349', '122', '514', '718', '309', '288', '789', '994', '66', '211', '457']
['115', '120', '627', '135', '711', '610', '203', '395', '653', '461', '340', '233', '997', '603', '512', '642', '382', '802', '935', '243']
['324', '221', '110', '61', '203', '395', '505', '471', '781', '359', '463', '837', '153', '245', '482', '790', '464', '515', '941', '665']
['401', '550', '6', '711', '634', '421', '862', '959', '555', '386', '343', '840', '564', '517', '798', '117', '628', '487', '775', '204']
['991', '553', '309', '270', '166', '421', '57', '682', '253', '503', '770', '594', '871', '923', '388', '530', '908', '218', '40', '249']
['432', '670', '558', '806', '652', '959', '951', '935', '188', '233', '655', '464', '434', '380', '76', '354', '288', '510', '255', '907']
['79', '867', '246', '573', '311', '963', '125', '521', '157', '212', '19', '513', '176', '449', '234', '17', '421', '392', '317', '863']
['1', '267', '972', '459', '952', '488', '282', '281', '52', '29', '912', '901', '724', '218', '137', '157', '54', '686', '661', '323']
['653', '958', '947', '474', '32', '901', '680', '414', '627', '625', '618', '10', '758', '607', '701', '531', '438', '52', '492', '330']
['815', '617', '559', '237', '216', '746', '994', '196', '248', '743', '731', '683', '214', '935', '219', '109', '107', '21', '964', '835']
['632', '498', '682', '240', '362', '783', '30', '349', '757', '296', '556', '474', '845', '910', '477', '469', '860', '555', '686', '699']
['161', '270', '890', '723', '960', '523', '484', '989', '712', '187', '346', '171', '454', '459', '564', '916', '481', '734', '596', '146']
['138', '219', '342', '80', '505', '167', '551', '543', '659', '770', '638', '10', '828', '992', '524', '295', '170', '814', '306', '499']
['240', '49', '910', '451', '393', '309', '946', '792', '973', '494', '225', '551', '17', '772', '140', '509', '773', '570', '371', '104']
['727', '423', '11', '949', '310', '36', '158', '230', '146', '105', '135', '930', '181', '122', '98', '127', '222', '699', '797', '351']
['839', '951', '670', '32', '845', '555', '633', '393', '528', '158', '84', '75', '597', '397', '77', '171', '278', '550', '895', '735']
['150', '429', '516', '718', '423', '201', '323', '675', '257', '219', '28', '715', '587', '829', '537', '872', '920', '35', '875', '432']
['2', '443', '830', '846', '528', '46', '659', '242', '704', '17', '147', '5', '463', '331', '172', '749', '784', '477', '55', '640']
['427', '638', '86', '900', '992', '943', '602', '599', '692', '216', '160', '195', '743', '777', '500', '271', '125', '641', '614', '353']
['347', '402', '192', '640', '914', '705', '114', '28', '986', '288', '318', '864', '681', '885', '377', '591', '366', '916', '910', '330']
['778', '780', '440', '599', '4', '124', '979', '181', '798', '74', '23', '136', '466', '67', '102', '330', '135', '759', '315', '597']
['602', '697', '961', '596', '66', '335', '173', '136', '698', '576', '91', '287', '832', '615', '967', '499', '162', '899', '764', '175']
['695', '330', '821', '721', '61', '915', '271', '615', '93', '785', '666', '903', '795', '899', '851', '33', '395', '229', '226', '548']
['693', '526', '54', '646', '785', '174', '476', '660', '170', '121', '825', '159', '976', '114', '530', '478', '112', '536', '350', '153']
['346', '255', '425', '449', '798', '483', '39', '553', '275', '116', '28', '124', '205', '247', '883', '717', '534', '885', '644', '171']
['998', '778', '126', '10', '480', '17', '135', '852', '953', '536', '813', '354', '247', '672', '637', '154', '68', '66', '59', '697']
['931', '141', '521', '221', '734', '778', '527', '330', '696', '919', '73', '165', '310', '387', '560', '208', '644', '627', '255', '500']
['781', '407', '76', '830', '916', '735', '42']
['361', '229', '646', '438', '963', '955', '904', '931', '713', '830', '88', '978', '35', '22', '50', '279', '640', '612', '799', '481']
['501', '218', '980', '966', '75', '256', '603', '714', '116', '8', '802', '169', '109', '472', '281', '117', '608', '379', '788', '812']
['522', '751', '117', '156', '418', '41', '171', '907', '531', '647', '642', '272', '138', '126', '881', '609', '797', '81', '685', '80']
['671', '508', '507', '244', '603', '276', '903', '845', '450', '825', '225', '50', '79', '848', '606', '734', '175', '438', '12', '137']
['604', '981', '110', '912', '716', '42', '122', '595', '294', '524', '894', '133', '89', '40', '642', '245', '96', '675', '593', '992']
['951', '862', '870', '885', '75', '617', '458', '226', '850', '781', '672', '565', '267', '639', '588', '558', '132', '351', '579', '585']
['215', '147', '83', '771', '498', '298', '351', '741', '468', '572', '175', '526', '966', '171', '425', '113', '735', '84', '103', '899']
['683', '279', '65', '584', '63', '427', '546', '331', '718', '633', '28', '812', '538', '237', '904', '280', '532', '398', '24', '80']
