23
23
['317', '391', '188', '289', '440', '311', '180', '190', '134', '529', '135', '455', '526', '250', '434', '114', '383', '483', '7', '6', '42', '381', '104']
['285', '283', '106', '446', '5', '480', '414', '353', '224', '31', '466', '437', '40', '370', '136', '30', '219', '304', '255', '354', '28', '323', '432']
['108', '375', '170', '507', '232', '294', '61', '495', '485', '428', '492', '74', '266', '159', '258', '513', '472', '276', '101', '48', '297', '60', '494']
['367', '173', '476', '206', '357', '431', '416', '397', '23', '340', '363', '117', '374', '282', '126', '4', '199', '292', '239', '445', '14', '249', '433']
['518', '33', '464', '380', '402', '343', '420', '302', '463', '202', '86', '372', '280', '359', '436', '59', '456', '36', '450', '210', '168', '204', '281']
['146', '164', '71', '192', '407', '191', '81', '24', '387', '338', '478', '344', '500', '392', '356', '57', '124', '163', '93', '314', '395', '312', '296']
['132', '497', '25', '64', '348', '527', '337', '220', '203', '141', '27', '119', '362', '10', '65', '233', '410', '247', '153', '261', '253', '310', '468']
['503', '439', '327', '384', '237', '260', '427', '52', '521', '382', '306', '275', '113', '172', '401', '378', '32', '216', '196', '176', '68', '361', '332']
['334', '501', '243', '506', '9', '399', '267', '118', '83', '350', '137', '166', '510', '393', '156', '54', '67', '15', '360', '278', '328', '519', '125']
['390', '385', '212', '508', '162', '152', '265', '398', '368', '167', '97', '525', '404', '336', '471', '448', '26', '435', '405', '486', '325', '335', '112']
['47', '229', '79', '66', '205', '84', '262', '22', '438', '217', '347', '222', '95', '454', '20', '39', '520', '41', '423', '242', '53', '89', '147']
['208', '509', '49', '116', '268', '352', '175', '197', '408', '301', '194', '369', '264', '469', '345', '413', '447', '273', '103', '227', '138', '298', '58']
['324', '155', '346', '109', '271', '186', '462', '470', '34', '307', '248', '475', '148', '373', '320', '154', '88', '200', '417', '46', '185', '211', '107']
['92', '62', '56', '412', '441', '29', '451', '351', '87', '474', '91', '498', '457', '70', '467', '449', '223', '142', '99', '120', '516', '330', '19']
['364', '333', '244', '115', '12', '234', '209', '80', '409', '424', '477', '313', '174', '78', '123', '484', '94', '90', '193', '514', '131', '406', '287']
['228', '133', '215', '96', '226', '394', '426', '342', '218', '291', '403', '339', '21', '269', '279', '512', '491', '318', '183', '388', '377', '35', '235']
['499', '105', '453', '17', '419', '331', '308', '160', '55', '207', '482', '177', '517', '481', '493', '358', '528', '252', '38', '144', '130', '504', '225']
['488', '198', '411', '515', '371', '524', '322', '490', '11', '50', '213', '487', '230', '73', '341', '459', '129', '386', '8', '143', '161', '85', '18']
['293', '151', '140', '257', '355', '286', '149', '511', '316', '165', '245', '187', '246', '157', '415', '430', '72', '329', '315', '63', '502', '100', '182']
['139', '195', '110', '75', '76', '128', '379', '51', '150', '259', '201', '98', '37', '256', '270', '421', '169', '214', '489', '122', '102', '425', '418']
['465', '496', '300', '3', '305', '442', '461', '422', '16', '13', '400', '365', '179', '288', '366', '473', '251', '44', '460', '45', '241', '284', '326']
['522', '77', '389', '452', '69', '299', '254', '505', '429', '443', '240', '303', '274', '127', '189', '43', '319', '321', '444', '349', '523', '238', '2']
['263', '309', '272', '184', '145', '121', '295', '277', '221', '171', '158', '458', '236', '290', '479', '111', '178', '1', '82', '231', '181', '396', '376']
['391', '285', '283', '106', '446', '5', '480', '414', '353', '224', '31', '466', '437', '40', '370', '136', '30', '219', '304', '255', '354', '28', '323', '494']
['391', '108', '375', '170', '507', '232', '294', '61', '495', '485', '428', '492', '74', '266', '159', '258', '513', '472', '276', '101', '48', '297', '60', '433']
['391', '367', '173', '476', '206', '357', '431', '416', '397', '23', '340', '363', '117', '374', '282', '126', '4', '199', '292', '239', '445', '14', '249', '281']
['391', '518', '33', '464', '380', '402', '343', '420', '302', '463', '202', '86', '372', '280', '359', '436', '59', '456', '36', '450', '210', '168', '204', '296']
['391', '146', '164', '71', '192', '407', '191', '81', '24', '387', '338', '478', '344', '500', '392', '356', '57', '124', '163', '93', '314', '395', '312', '468']
['391', '132', '497', '25', '64', '348', '527', '337', '220', '203', '141', '27', '119', '362', '10', '65', '233', '410', '247', '153', '261', '253', '310', '332']
['391', '503', '439', '327', '384', '237', '260', '427', '52', '521', '382', '306', '275', '113', '172', '401', '378', '32', '216', '196', '176', '68', '361', '125']
['391', '334', '501', '243', '506', '9', '399', '267', '118', '83', '350', '137', '166', '510', '393', '156', '54', '67', '15', '360', '278', '328', '519', '112']
['391', '390', '385', '212', '508', '162', '152', '265', '398', '368', '167', '97', '525', '404', '336', '471', '448', '26', '435', '405', '486', '325', '335', '147']
['391', '47', '229', '79', '66', '205', '84', '262', '22', '438', '217', '347', '222', '95', '454', '20', '39', '520', '41', '423', '242', '53', '89', '58']
['391', '208', '509', '49', '116', '268', '352', '175', '197', '408', '301', '194', '369', '264', '469', '345', '413', '447', '273', '103', '227', '138', '298', '107']
['391', '324', '155', '346', '109', '271', '186', '462', '470', '34', '307', '248', '475', '148', '373', '320', '154', '88', '200', '417', '46', '185', '211', '19']
['391', '92', '62', '56', '412', '441', '29', '451', '351', '87', '474', '91', '498', '457', '70', '467', '449', '223', '142', '99', '120', '516', '330', '287']
['391', '364', '333', '244', '115', '12', '234', '209', '80', '409', '424', '477', '313', '174', '78', '123', '484', '94', '90', '193', '514', '131', '406', '235']
['391', '228', '133', '215', '96', '226', '394', '426', '342', '218', '291', '403', '339', '21', '269', '279', '512', '491', '318', '183', '388', '377', '35', '225']
['391', '499', '105', '453', '17', '419', '331', '308', '160', '55', '207', '482', '177', '517', '481', '493', '358', '528', '252', '38', '144', '130', '504', '18']
['391', '488', '198', '411', '515', '371', '524', '322', '490', '11', '50', '213', '487', '230', '73', '341', '459', '129', '386', '8', '143', '161', '85', '182']
['391', '293', '151', '140', '257', '355', '286', '149', '511', '316', '165', '245', '187', '246', '157', '415', '430', '72', '329', '315', '63', '502', '100', '418']
['391', '139', '195', '110', '75', '76', '128', '379', '51', '150', '259', '201', '98', '37', '256', '270', '421', '169', '214', '489', '122', '102', '425', '326']
['391', '465', '496', '300', '3', '305', '442', '461', '422', '16', '13', '400', '365', '179', '288', '366', '473', '251', '44', '460', '45', '241', '284', '2']
['391', '522', '77', '389', '452', '69', '299', '254', '505', '429', '443', '240', '303', '274', '127', '189', '43', '319', '321', '444', '349', '523', '238', '376']
['391', '263', '309', '272', '184', '145', '121', '295', '277', '221', '171', '158', '458', '236', '290', '479', '111', '178', '1', '82', '231', '181', '396', '104']
['188', '285', '283', '106', '446', '5', '480', '414', '353', '224', '31', '466', '437', '40', '370', '136', '30', '219', '304', '255', '354', '28', '323', '494']
['188', '108', '375', '170', '507', '232', '294', '61', '495', '485', '428', '492', '74', '266', '159', '258', '513', '472', '276', '101', '48', '297', '60', '433']
['188', '367', '173', '476', '206', '357', '431', '416', '397', '23', '340', '363', '117', '374', '282', '126', '4', '199', '292', '239', '445', '14', '249', '281']
['188', '518', '33', '464', '380', '402', '343', '420', '302', '463', '202', '86', '372', '280', '359', '436', '59', '456', '36', '450', '210', '168', '204', '296']
['188', '146', '164', '71', '192', '407', '191', '81', '24', '387', '338', '478', '344', '500', '392', '356', '57', '124', '163', '93', '314', '395', '312', '468']
['188', '132', '497', '25', '64', '348', '527', '337', '220', '203', '141', '27', '119', '362', '10', '65', '233', '410', '247', '153', '261', '253', '310', '332']
['188', '503', '439', '327', '384', '237', '260', '427', '52', '521', '382', '306', '275', '113', '172', '401', '378', '32', '216', '196', '176', '68', '361', '125']
['188', '334', '501', '243', '506', '9', '399', '267', '118', '83', '350', '137', '166', '510', '393', '156', '54', '67', '15', '360', '278', '328', '519', '112']
['188', '390', '385', '212', '508', '162', '152', '265', '398', '368', '167', '97', '525', '404', '336', '471', '448', '26', '435', '405', '486', '325', '335', '147']
['188', '47', '229', '79', '66', '205', '84', '262', '22', '438', '217', '347', '222', '95', '454', '20', '39', '520', '41', '423', '242', '53', '89', '58']
['188', '208', '509', '49', '116', '268', '352', '175', '197', '408', '301', '194', '369', '264', '469', '345', '413', '447', '273', '103', '227', '138', '298', '107']
['188', '324', '155', '346', '109', '271', '186', '462', '470', '34', '307', '248', '475', '148', '373', '320', '154', '88', '200', '417', '46', '185', '211', '19']
['188', '92', '62', '56', '412', '441', '29', '451', '351', '87', '474', '91', '498', '457', '70', '467', '449', '223', '142', '99', '120', '516', '330', '287']
['188', '364', '333', '244', '115', '12', '234', '209', '80', '409', '424', '477', '313', '174', '78', '123', '484', '94', '90', '193', '514', '131', '406', '235']
['188', '228', '133', '215', '96', '226', '394', '426', '342', '218', '291', '403', '339', '21', '269', '279', '512', '491', '318', '183', '388', '377', '35', '225']
['188', '499', '105', '453', '17', '419', '331', '308', '160', '55', '207', '482', '177', '517', '481', '493', '358', '528', '252', '38', '144', '130', '504', '18']
['188', '488', '198', '411', '515', '371', '524', '322', '490', '11', '50', '213', '487', '230', '73', '341', '459', '129', '386', '8', '143', '161', '85', '182']
['188', '293', '151', '140', '257', '355', '286', '149', '511', '316', '165', '245', '187', '246', '157', '415', '430', '72', '329', '315', '63', '502', '100', '418']
['188', '139', '195', '110', '75', '76', '128', '379', '51', '150', '259', '201', '98', '37', '256', '270', '421', '169', '214', '489', '122', '102', '425', '326']
['188', '465', '496', '300', '3', '305', '442', '461', '422', '16', '13', '400', '365', '179', '288', '366', '473', '251', '44', '460', '45', '241', '284', '2']
['188', '522', '77', '389', '452', '69', '299', '254', '505', '429', '443', '240', '303', '274', '127', '189', '43', '319', '321', '444', '349', '523', '238', '376']
['188', '263', '309', '272', '184', '145', '121', '295', '277', '221', '171', '158', '458', '236', '290', '479', '111', '178', '1', '82', '231', '181', '396', '104']
['289', '285', '283', '106', '446', '5', '480', '414', '353', '224', '31', '466', '437', '40', '370', '136', '30', '219', '304', '255', '354', '28', '323', '494']
['289', '108', '375', '170', '507', '232', '294', '61', '495', '485', '428', '492', '74', '266', '159', '258', '513', '472', '276', '101', '48', '297', '60', '433']
['289', '367', '173', '476', '206', '357', '431', '416', '397', '23', '340', '363', '117', '374', '282', '126', '4', '199', '292', '239', '445', '14', '249', '281']
['289', '518', '33', '464', '380', '402', '343', '420', '302', '463', '202', '86', '372', '280', '359', '436', '59', '456', '36', '450', '210', '168', '204', '296']
['289', '146', '164', '71', '192', '407', '191', '81', '24', '387', '338', '478', '344', '500', '392', '356', '57', '124', '163', '93', '314', '395', '312', '468']
['289', '132', '497', '25', '64', '348', '527', '337', '220', '203', '141', '27', '119', '362', '10', '65', '233', '410', '247', '153', '261', '253', '310', '332']
['289', '503', '439', '327', '384', '237', '260', '427', '52', '521', '382', '306', '275', '113', '172', '401', '378', '32', '216', '196', '176', '68', '361', '125']
['289', '334', '501', '243', '506', '9', '399', '267', '118', '83', '350', '137', '166', '510', '393', '156', '54', '67', '15', '360', '278', '328', '519', '112']
['289', '390', '385', '212', '508', '162', '152', '265', '398', '368', '167', '97', '525', '404', '336', '471', '448', '26', '435', '405', '486', '325', '335', '147']
['289', '47', '229', '79', '66', '205', '84', '262', '22', '438', '217', '347', '222', '95', '454', '20', '39', '520', '41', '423', '242', '53', '89', '58']
['289', '208', '509', '49', '116', '268', '352', '175', '197', '408', '301', '194', '369', '264', '469', '345', '413', '447', '273', '103', '227', '138', '298', '107']
['289', '324', '155', '346', '109', '271', '186', '462', '470', '34', '307', '248', '475', '148', '373', '320', '154', '88', '200', '417', '46', '185', '211', '19']
['289', '92', '62', '56', '412', '441', '29', '451', '351', '87', '474', '91', '498', '457', '70', '467', '449', '223', '142', '99', '120', '516', '330', '287']
['289', '364', '333', '244', '115', '12', '234', '209', '80', '409', '424', '477', '313', '174', '78', '123', '484', '94', '90', '193', '514', '131', '406', '235']
['289', '228', '133', '215', '96', '226', '394', '426', '342', '218', '291', '403', '339', '21', '269', '279', '512', '491', '318', '183', '388', '377', '35', '225']
['289', '499', '105', '453', '17', '419', '331', '308', '160', '55', '207', '482', '177', '517', '481', '493', '358', '528', '252', '38', '144', '130', '504', '18']
['289', '488', '198', '411', '515', '371', '524', '322', '490', '11', '50', '213', '487', '230', '73', '341', '459', '129', '386', '8', '143', '161', '85', '182']
['289', '293', '151', '140', '257', '355', '286', '149', '511', '316', '165', '245', '187', '246', '157', '415', '430', '72', '329', '315', '63', '502', '100', '418']
['289', '139', '195', '110', '75', '76', '128', '379', '51', '150', '259', '201', '98', '37', '256', '270', '421', '169', '214', '489', '122', '102', '425', '326']
['289', '465', '496', '300', '3', '305', '442', '461', '422', '16', '13', '400', '365', '179', '288', '366', '473', '251', '44', '460', '45', '241', '284', '2']
['289', '522', '77', '389', '452', '69', '299', '254', '505', '429', '443', '240', '303', '274', '127', '189', '43', '319', '321', '444', '349', '523', '238', '376']
['289', '263', '309', '272', '184', '145', '121', '295', '277', '221', '171', '158', '458', '236', '290', '479', '111', '178', '1', '82', '231', '181', '396', '104']
['440', '285', '283', '106', '446', '5', '480', '414', '353', '224', '31', '466', '437', '40', '370', '136', '30', '219', '304', '255', '354', '28', '323', '494']
['440', '108', '375', '170', '507', '232', '294', '61', '495', '485', '428', '492', '74', '266', '159', '258', '513', '472', '276', '101', '48', '297', '60', '433']
['440', '367', '173', '476', '206', '357', '431', '416', '397', '23', '340', '363', '117', '374', '282', '126', '4', '199', '292', '239', '445', '14', '249', '281']
['440', '518', '33', '464', '380', '402', '343', '420', '302', '463', '202', '86', '372', '280', '359', '436', '59', '456', '36', '450', '210', '168', '204', '296']
['440', '146', '164', '71', '192', '407', '191', '81', '24', '387', '338', '478', '344', '500', '392', '356', '57', '124', '163', '93', '314', '395', '312', '468']
['440', '132', '497', '25', '64', '348', '527', '337', '220', '203', '141', '27', '119', '362', '10', '65', '233', '410', '247', '153', '261', '253', '310', '332']
['440', '503', '439', '327', '384', '237', '260', '427', '52', '521', '382', '306', '275', '113', '172', '401', '378', '32', '216', '196', '176', '68', '361', '125']
['440', '334', '501', '243', '506', '9', '399', '267', '118', '83', '350', '137', '166', '510', '393', '156', '54', '67', '15', '360', '278', '328', '519', '112']
['440', '390', '385', '212', '508', '162', '152', '265', '398', '368', '167', '97', '525', '404', '336', '471', '448', '26', '435', '405', '486', '325', '335', '147']
['440', '47', '229', '79', '66', '205', '84', '262', '22', '438', '217', '347', '222', '95', '454', '20', '39', '520', '41', '423', '242', '53', '89', '58']
['440', '208', '509', '49', '116', '268', '352', '175', '197', '408', '301', '194', '369', '264', '469', '345', '413', '447', '273', '103', '227', '138', '298', '107']
['440', '324', '155', '346', '109', '271', '186', '462', '470', '34', '307', '248', '475', '148', '373', '320', '154', '88', '200', '417', '46', '185', '211', '19']
['440', '92', '62', '56', '412', '441', '29', '451', '351', '87', '474', '91', '498', '457', '70', '467', '449', '223', '142', '99', '120', '516', '330', '287']
['440', '364', '333', '244', '115', '12', '234', '209', '80', '409', '424', '477', '313', '174', '78', '123', '484', '94', '90', '193', '514', '131', '406', '235']
['440', '228', '133', '215', '96', '226', '394', '426', '342', '218', '291', '403', '339', '21', '269', '279', '512', '491', '318', '183', '388', '377', '35', '225']
['440', '499', '105', '453', '17', '419', '331', '308', '160', '55', '207', '482', '177', '517', '481', '493', '358', '528', '252', '38', '144', '130', '504', '18']
['440', '488', '198', '411', '515', '371', '524', '322', '490', '11', '50', '213', '487', '230', '73', '341', '459', '129', '386', '8', '143', '161', '85', '182']
['440', '293', '151', '140', '257', '355', '286', '149', '511', '316', '165', '245', '187', '246', '157', '415', '430', '72', '329', '315', '63', '502', '100', '418']
['440', '139', '195', '110', '75', '76', '128', '379', '51', '150', '259', '201', '98', '37', '256', '270', '421', '169', '214', '489', '122', '102', '425', '326']
['440', '465', '496', '300', '3', '305', '442', '461', '422', '16', '13', '400', '365', '179', '288', '366', '473', '251', '44', '460', '45', '241', '284', '2']
['440', '522', '77', '389', '452', '69', '299', '254', '505', '429', '443', '240', '303', '274', '127', '189', '43', '319', '321', '444', '349', '523', '238', '376']
['440', '263', '309', '272', '184', '145', '121', '295', '277', '221', '171', '158', '458', '236', '290', '479', '111', '178', '1', '82', '231', '181', '396', '104']
['311', '285', '283', '106', '446', '5', '480', '414', '353', '224', '31', '466', '437', '40', '370', '136', '30', '219', '304', '255', '354', '28', '323', '494']
['311', '108', '375', '170', '507', '232', '294', '61', '495', '485', '428', '492', '74', '266', '159', '258', '513', '472', '276', '101', '48', '297', '60', '433']
['311', '367', '173', '476', '206', '357', '431', '416', '397', '23', '340', '363', '117', '374', '282', '126', '4', '199', '292', '239', '445', '14', '249', '281']
['311', '518', '33', '464', '380', '402', '343', '420', '302', '463', '202', '86', '372', '280', '359', '436', '59', '456', '36', '450', '210', '168', '204', '296']
['311', '146', '164', '71', '192', '407', '191', '81', '24', '387', '338', '478', '344', '500', '392', '356', '57', '124', '163', '93', '314', '395', '312', '468']
['311', '132', '497', '25', '64', '348', '527', '337', '220', '203', '141', '27', '119', '362', '10', '65', '233', '410', '247', '153', '261', '253', '310', '332']
['311', '503', '439', '327', '384', '237', '260', '427', '52', '521', '382', '306', '275', '113', '172', '401', '378', '32', '216', '196', '176', '68', '361', '125']
['311', '334', '501', '243', '506', '9', '399', '267', '118', '83', '350', '137', '166', '510', '393', '156', '54', '67', '15', '360', '278', '328', '519', '112']
['311', '390', '385', '212', '508', '162', '152', '265', '398', '368', '167', '97', '525', '404', '336', '471', '448', '26', '435', '405', '486', '325', '335', '147']
['311', '47', '229', '79', '66', '205', '84', '262', '22', '438', '217', '347', '222', '95', '454', '20', '39', '520', '41', '423', '242', '53', '89', '58']
['311', '208', '509', '49', '116', '268', '352', '175', '197', '408', '301', '194', '369', '264', '469', '345', '413', '447', '273', '103', '227', '138', '298', '107']
['311', '324', '155', '346', '109', '271', '186', '462', '470', '34', '307', '248', '475', '148', '373', '320', '154', '88', '200', '417', '46', '185', '211', '19']
['311', '92', '62', '56', '412', '441', '29', '451', '351', '87', '474', '91', '498', '457', '70', '467', '449', '223', '142', '99', '120', '516', '330', '287']
['311', '364', '333', '244', '115', '12', '234', '209', '80', '409', '424', '477', '313', '174', '78', '123', '484', '94', '90', '193', '514', '131', '406', '235']
['311', '228', '133', '215', '96', '226', '394', '426', '342', '218', '291', '403', '339', '21', '269', '279', '512', '491', '318', '183', '388', '377', '35', '225']
['311', '499', '105', '453', '17', '419', '331', '308', '160', '55', '207', '482', '177', '517', '481', '493', '358', '528', '252', '38', '144', '130', '504', '18']
['311', '488', '198', '411', '515', '371', '524', '322', '490', '11', '50', '213', '487', '230', '73', '341', '459', '129', '386', '8', '143', '161', '85', '182']
['311', '293', '151', '140', '257', '355', '286', '149', '511', '316', '165', '245', '187', '246', '157', '415', '430', '72', '329', '315', '63', '502', '100', '418']
['311', '139', '195', '110', '75', '76', '128', '379', '51', '150', '259', '201', '98', '37', '256', '270', '421', '169', '214', '489', '122', '102', '425', '326']
['311', '465', '496', '300', '3', '305', '442', '461', '422', '16', '13', '400', '365', '179', '288', '366', '473', '251', '44', '460', '45', '241', '284', '2']
['311', '522', '77', '389', '452', '69', '299', '254', '505', '429', '443', '240', '303', '274', '127', '189', '43', '319', '321', '444', '349', '523', '238', '376']
['311', '263', '309', '272', '184', '145', '121', '295', '277', '221', '171', '158', '458', '236', '290', '479', '111', '178', '1', '82', '231', '181', '396', '104']
['180', '285', '283', '106', '446', '5', '480', '414', '353', '224', '31', '466', '437', '40', '370', '136', '30', '219', '304', '255', '354', '28', '323', '494']
['180', '108', '375', '170', '507', '232', '294', '61', '495', '485', '428', '492', '74', '266', '159', '258', '513', '472', '276', '101', '48', '297', '60', '433']
['180', '367', '173', '476', '206', '357', '431', '416', '397', '23', '340', '363', '117', '374', '282', '126', '4', '199', '292', '239', '445', '14', '249', '281']
['180', '518', '33', '464', '380', '402', '343', '420', '302', '463', '202', '86', '372', '280', '359', '436', '59', '456', '36', '450', '210', '168', '204', '296']
['180', '146', '164', '71', '192', '407', '191', '81', '24', '387', '338', '478', '344', '500', '392', '356', '57', '124', '163', '93', '314', '395', '312', '468']
['180', '132', '497', '25', '64', '348', '527', '337', '220', '203', '141', '27', '119', '362', '10', '65', '233', '410', '247', '153', '261', '253', '310', '332']
['180', '503', '439', '327', '384', '237', '260', '427', '52', '521', '382', '306', '275', '113', '172', '401', '378', '32', '216', '196', '176', '68', '361', '125']
['180', '334', '501', '243', '506', '9', '399', '267', '118', '83', '350', '137', '166', '510', '393', '156', '54', '67', '15', '360', '278', '328', '519', '112']
['180', '390', '385', '212', '508', '162', '152', '265', '398', '368', '167', '97', '525', '404', '336', '471', '448', '26', '435', '405', '486', '325', '335', '147']
['180', '47', '229', '79', '66', '205', '84', '262', '22', '438', '217', '347', '222', '95', '454', '20', '39', '520', '41', '423', '242', '53', '89', '58']
['180', '208', '509', '49', '116', '268', '352', '175', '197', '408', '301', '194', '369', '264', '469', '345', '413', '447', '273', '103', '227', '138', '298', '107']
['180', '324', '155', '346', '109', '271', '186', '462', '470', '34', '307', '248', '475', '148', '373', '320', '154', '88', '200', '417', '46', '185', '211', '19']
['180', '92', '62', '56', '412', '441', '29', '451', '351', '87', '474', '91', '498', '457', '70', '467', '449', '223', '142', '99', '120', '516', '330', '287']
['180', '364', '333', '244', '115', '12', '234', '209', '80', '409', '424', '477', '313', '174', '78', '123', '484', '94', '90', '193', '514', '131', '406', '235']
['180', '228', '133', '215', '96', '226', '394', '426', '342', '218', '291', '403', '339', '21', '269', '279', '512', '491', '318', '183', '388', '377', '35', '225']
