5
200
['454', '140', '102', '156', '213', '249', '467', '608', '967', '790', '857', '69', '128', '202', '247', '300', '359', '864', '76', '789', '876', '927', '266', '342', '369', '380', '466', '543', '573', '657', '822', '824', '849', '866', '888', '931', '99', '132', '245', '435', '482', '904', '909', '43', '49', '97', '165', '224', '539', '603', '626', '666', '710', '728', '770', '784', '905', '969', '974', '7', '153', '207', '340', '416', '449', '538', '928', '3', '11', '29', '203', '316', '368', '387', '398', '432', '524', '580', '612', '615', '628', '740', '881', '965', '14', '42', '64', '87', '96', '137', '295', '355', '431', '518', '532', '594', '639', '718', '744', '763', '827', '946', '951', '12', '85', '112', '228', '320', '336', '417', '511', '711', '802', '844', '861', '884', '953', '985', '103', '127', '209', '226', '386', '521', '566', '581', '708', '750', '843', '39', '56', '159', '184', '278', '315', '325', '328', '375', '404', '421', '459', '589', '637', '703', '713', '722', '738', '960', '972', '18', '95', '134', '199', '280', '298', '400', '419', '497', '508', '535', '574', '618', '673', '689', '715', '755', '771', '808', '809', '825', '845', '852', '896', '922', '948']
['454', '140']
['193', '264', '363', '465']
['503', '777', '919', '15']
['41', '99', '150', '152', '163', '225', '236']
['486', '648', '838', '892', '918', '944', '16']
['48', '83', '88', '184']
['270', '888', '963', '17']
['87', '139', '276', '300', '341', '432']
['468', '527', '556', '830', '874', '18']
['190', '228', '262', '599', '740']
['843', '870', '995', '19']
['94', '139', '191', '253', '294', '369', '657']
['743', '767', '805', '824', '866', '867', '20']
['44', '160', '174', '322', '331', '363']
['376', '451', '558', '945', '963', '21']
['175', '309', '338', '525', '723', '730']
['831', '843', '938', '988', '22']
['53', '163', '409', '460', '495', '507']
['602', '787', '889', '947', '23']
['510', '518', '634']
['889', '915', '24']
['44', '224', '348', '352', '377']
['470', '579', '949', '25']
['59', '146', '242', '282', '391']
['558', '740', '776', '933', '26']
['38', '57', '165', '173', '535', '551']
['783', '803', '833', '956', '27']
['34', '274', '309', '326', '606']
['618', '626', '686', '983', '28']
['167', '287', '335', '430', '537', '708']
['757', '780', '815', '877', '925', '29']
['227', '303', '391', '496', '499']
['543', '560', '818', '30']
['47', '57', '63', '144', '249', '253', '428', '528']
['560', '648', '719', '750', '915', '986', '31']
['39', '97', '130', '243', '344', '396', '572']
['608', '679', '714', '761', '899', '32']
['75', '96', '233', '268', '301', '404', '411', '567', '662', '693', '702']
['722', '741', '743', '773', '816', '884', '925', '960', '990', '33']
['48', '148', '332', '436']
['802', '841', '34']
['99', '109', '184', '344', '477', '710']
['776', '798', '883', '996', '35']
['45', '229', '239', '245']
['414', '419', '801', '36']
['106', '139', '181', '247']
['412', '618', '654', '37']
['103', '230', '261', '268']
['701', '837', '893', '38']
['132', '192', '379', '515']
['846', '930', '39']
['166', '285', '341', '371', '518']
['558', '844', '878', '40']
['74', '221', '298', '332']
['753', '771', '822', '41']
['111', '140', '166', '375', '478']
['630', '825', '858', '42']
['104', '231', '405', '443', '532']
['551', '714', '934', '43']
['250', '252', '285', '313']
['554', '559', '730', '44']
['485', '636', '690']
['710', '45']
['54', '102', '135', '343', '378', '460', '534']
['540', '631', '705', '784', '860', '46']
['175', '279', '435']
['619', '624', '47']
['104', '156', '264', '315', '368', '501', '650']
['667', '678', '753', '852', '889', '48']
['185', '311', '389', '395', '615']
['618', '640', '655', '49']
['235', '328', '391', '410', '522', '580']
['761', '827', '912', '977', '50']
['398', '469', '481', '628']
['892', '899', '51']
['148', '150', '374', '687']
['746', '837', '52']
['202', '388', '460', '462']
['518', '577', '951', '53']
['499', '533', '543', '551', '624', '644']
['658', '709', '715', '988', '54']
['116', '269', '306', '403', '409', '421']
['450', '501', '636', '690', '889', '55']
['76', '120', '201', '280', '366', '460', '499']
['616', '772', '802', '817', '887', '962', '56']
['79', '176', '238', '497', '515', '605', '689', '749']
['772', '794', '805', '859', '897', '913', '57']
['63', '265', '631']
['714', '863', '58']
['102', '154', '167', '316']
['686', '976', '59']
['142', '181', '185', '444', '481', '571', '580']
['648', '655', '744', '833', '875', '60']
['204', '222', '336', '378', '435', '462']
['610', '636', '793', '885', '920', '61']
['75', '109', '490', '530', '571']
['607', '625', '799', '62']
['290', '352', '442', '456']
['572', '641', '846', '63']
['194', '221', '456', '514', '525']
['563', '625', '709', '766', '64']
['91', '578', '648', '657']
['831', '987', '989', '65']
['68', '70', '99', '402', '758']
['846', '879', '929', '960', '66']
['78', '162', '242', '266', '286']
['288', '483', '875', '893', '67']
['203', '301', '318', '326', '332', '345']
['528', '588', '646', '670', '903', '68']
['206', '621', '666', '710']
['769', '816', '874', '69']
['162', '221', '266', '375', '405']
['554', '689', '951', '70']
['94', '178', '196']
['311', '866', '71']
['217', '492', '862']
['955', '965', '72']
['114', '205', '246', '261', '313', '326', '480']
['580', '608', '642', '783', '958', '964', '73']
['359', '491', '498']
['614', '935', '74']
['218', '493', '518', '640', '655']
['707', '805', '814', '964', '75']
['229', '258', '329', '405', '511']
['714', '975', '982', '76']
['96', '258', '551', '613', '657', '767']
['802', '890', '943', '985', '986', '77']
['180', '199', '243', '453', '498', '645']
['680', '698', '768', '841', '968', '78']
['168', '202', '226', '291', '449', '556']
['567', '622', '686', '902', '79']
['515', '684']
['80']
['120', '166', '191', '526', '550']
['730', '805', '958', '81']
['184', '280', '286', '312', '326', '333', '402', '446']
['452', '622', '625', '626', '637', '931', '994', '82']
['95', '193', '299', '475']
['487', '891', '83']
['182', '233', '284', '286', '290', '360', '365']
['489', '529', '610', '775', '858', '84']
['99', '134', '203', '351', '357', '413']
['540', '553', '604', '769', '807', '85']
['216', '368', '495', '557']
['616', '807', '86']
['200', '244', '246', '282', '405']
['471', '647', '836', '976', '87']
['563', '642', '936']
['994', '88']
['486', '543', '573', '593', '626', '628']
['812', '825', '917', '974', '89']
['201', '277', '287', '611']
['710', '742', '90']
['129', '168', '233', '246', '293']
['438', '677', '952', '91']
['94', '221', '288']
['563', '981', '92']
['225', '290', '308', '641']
['696', '835', '93']
['144', '296', '360', '541']
['544', '875', '94']
['108', '183', '211', '303', '354']
['557', '707', '709', '750', '95']
['155', '277', '510', '627', '788']
['817', '838', '903', '96']
['193', '231', '502', '605']
['742', '799', '883', '97']
['109', '212', '244', '454', '468', '563', '590']
['695', '752', '829', '920', '968', '98']
['108', '192', '334', '357', '442']
['546', '656', '922', '987', '99']
['429', '443', '733']
['762', '767', '100']
['216', '274', '407', '527', '562']
['723', '889', '919', '101']
['172', '194', '202', '255', '293', '353', '403']
['526', '532', '767', '852', '856', '102']
['151', '310', '429', '447', '648', '743']
['752', '755', '862', '884', '103']
['190', '194', '246', '384', '487', '501', '592']
['685', '800', '816', '849', '851', '852', '104']
['119', '172', '189', '226', '254', '597']
['624', '736', '906', '916', '105']
['252', '338', '422', '616', '691']
['837', '891', '929', '106']
['229', '489', '514', '693', '822']
['846', '908', '934', '107']
['115', '306', '360', '366', '468', '596', '657', '662']
['681', '684', '813', '823', '919', '940', '108']
['352', '357', '403', '433', '702']
['917', '923', '947', '109']
['372', '464', '785', '828']
['834', '862', '914', '110']
['174', '276', '301', '402', '437']
['685', '801', '810', '845', '111']
['150', '262', '515']
['605', '729', '112']
['171', '175', '244', '383']
['419', '781', '113']
['230', '342', '568']
['593', '675', '114']
['184', '208', '209', '243', '285', '345', '577']
['686', '770', '771', '820', '921', '115']
['234', '303', '351', '362', '411']
['604', '808', '884', '936', '116']
['127', '160', '296', '325', '498', '515', '540', '554', '607']
['700', '713', '742', '752', '829', '938', '942', '948', '117']
['299', '372', '388', '460', '464']
['652', '816', '843', '854', '118']
['166', '242', '347']
['623', '914', '119']
['143', '202', '270', '308', '389']
['416', '578', '583', '120']
['155', '165', '230', '394', '402']
['637', '644', '653', '840', '121']
['362', '702']
['996', '122']
['195', '269', '283', '296', '307', '373', '415', '429']
['451', '495', '562', '858', '927', '934', '123']
['264', '445', '571', '775']
['822', '838', '913', '124']
['373', '398', '686']
['860', '125']
['152', '226', '250', '461', '610']
['629', '741', '811', '992', '126']
['224', '279', '397', '424', '806']
['811', '814', '912', '995', '127']
['229', '559', '577', '588', '623', '798']
['814', '907', '919', '967', '128']
['185', '255', '269', '404', '459', '461', '521']
['549', '554', '662', '823', '890', '129']
['139', '188', '317', '358', '388', '398']
['732', '778', '833', '914', '982', '130']
['217', '341', '392', '576']
['604', '774', '131']
['565', '581', '662', '681', '692']
['695', '767', '800', '132']
['258', '273', '289', '295', '298', '410']
['417', '492', '519', '782', '837', '133']
['200', '368', '441', '522', '612']
['757', '788', '955', '134']
['150', '200', '237', '371', '443', '477']
['808', '839', '906', '983', '135']
['413', '485', '545']
['611', '766', '136']
['157', '297', '439', '576', '607', '622']
['677', '772', '849', '927', '137']
['437', '635', '682', '692']
['925', '954', '138']
['220', '477', '582', '619', '628']
['739', '772', '845', '881', '139']
['327', '373', '736', '756', '794', '810']
['866', '890', '920', '925', '960', '140']
['146', '253', '498', '523', '547']
['793', '825', '901', '141']
['162', '275', '532', '587']
['680', '753', '813', '142']
['243', '286', '431', '571', '604', '625']
['650', '783', '810', '967', '143']
['189', '210', '236', '389', '720']
['750', '798', '988', '144']
['287', '402', '431']
['757', '145']
['422', '447', '484', '507', '526', '552']
['590', '610', '632', '730', '847', '146']
['184', '217', '307', '461', '500']
['734', '742', '754', '817', '147']
['228', '410', '416', '433', '544']
['878', '947', '955', '148']
['314', '419', '467', '512', '535', '586', '629', '721', '726']
['742', '850', '852', '860', '872', '906', '958', '974', '149']
['193', '271', '319', '361', '524', '547']
['567', '611', '660', '675', '924', '150']
['336', '368', '975']
['982', '151']
['177', '214', '367', '504', '530', '583']
['602', '817', '827', '944', '152']
['234', '255', '439', '444', '462', '567']
['684', '900', '908', '955', '153']
['255', '528', '618', '646', '693']
['698', '782', '967', '154']
['312', '385', '467', '472', '492', '507', '541', '685']
['779', '787', '794', '805', '842', '897', '952', '155']
['225', '340', '345', '603']
['713', '811', '156']
['356', '526', '554', '637']
['650', '771', '952', '157']
['194', '204', '338', '348', '355', '457', '492']
['570', '571', '577', '692', '831', '898', '158']
['180', '198', '440', '465']
['615', '692', '860', '159']
['368', '498', '681', '745']
['758', '789', '986', '160']
['181', '205', '312', '377', '395', '494', '678']
['731', '735', '765', '880', '918', '161']
['211', '217', '268', '317', '329', '333', '422', '616', '662']
['699', '710', '726', '772', '828', '848', '986', '162']
['171', '214', '420', '485']
['633', '875', '163']
['330', '334', '364', '411', '440', '614']
['625', '634', '671', '764', '839', '164']
['295', '335', '550', '703', '735', '789']
['883', '926', '949', '993', '165']
['213', '291', '336', '440', '564', '604', '678']
['712', '808', '810', '824', '882', '991', '166']
['290', '313', '371', '539', '634']
['663', '701', '915', '167']
['299', '300', '351', '397']
['624', '648', '168']
['300', '525', '645', '711']
['812', '975', '987', '169']
['228', '256', '339', '544']
['677', '943', '964', '170']
['237', '266', '404', '416', '746', '801']
['866', '878', '973', '992', '171']
['175', '191', '384', '393', '433']
['511', '520', '526', '890', '172']
['282', '301', '532', '618']
['702', '845', '907', '173']
['294', '315', '720']
['945', '982', '174']
['380', '404', '458', '591', '623']
['655', '906', '924', '175']
['204', '341', '455', '718']
['833', '950', '980', '176']
['262', '293', '379']
['392', '503', '177']
['221', '255', '307', '376', '479']
['535', '838', '900', '178']
['287', '367', '699', '771', '808']
['853', '917', '952', '179']
['245', '323', '455', '482', '572']
['611', '715', '743', '759', '180']
['276', '518', '627']
['680', '870', '181']
['339', '411', '465', '520', '559']
['756', '767', '784', '182']
['196', '205', '327', '380', '434', '447', '474']
['493', '506', '679', '812', '821', '899', '183']
['255', '313', '334', '361', '367', '393', '421']
['476', '508', '693', '744', '956', '184']
['280', '423', '462', '475']
['602', '941', '185']
['488', '605', '762', '810']
['861', '916', '186']
['203', '225', '250', '258', '408', '412', '474', '668']
['711', '793', '832', '883', '953', '988', '187']
['384', '463', '538', '635', '657']
['792', '826', '936', '188']
['275', '312', '390', '519', '535', '651']
['684', '754', '804', '955', '965', '189']
['268', '344', '355', '483', '536', '574', '585', '618']
['629', '776', '837', '864', '869', '973', '190']
['293', '316', '640', '668']
['868', '929', '191']
['434', '470', '677']
['752', '192']
['446', '499', '510', '585', '642']
['648', '674', '719', '193']
['246', '353', '359', '389', '432', '736']
['833', '842', '879', '943', '194']
['288', '343', '635', '707']
['737', '806', '195']
['254', '323', '329', '472', '477', '482']
['621', '731', '762', '960', '196']
['243', '274', '319', '471', '488', '612', '722', '728']
['842', '847', '877', '914', '928', '969', '197']
['204', '482', '521', '533']
['581', '988', '198']
['395', '441', '462', '514', '573', '574']
['758', '798', '827', '837', '996', '199']
['366', '373', '392', '477', '484', '598', '611']
['698', '720', '870', '906', '977', '200']
['671', '846']
['904', '201']
['236', '438', '533', '608']
['724', '926', '954', '202']
['404', '439', '452', '465', '576', '627', '655']
['787', '794', '813', '838', '850', '203']
['237', '253', '322']
['994', '995', '204']
['220', '542', '757', '893']
['917', '982', '205']
['495', '573', '651', '692', '703']
['730', '842', '900', '985', '206']
['255', '431', '452', '510', '604']
['611', '813', '834', '876', '207']
['233', '253', '260', '268', '283', '344']
['436', '556', '925', '956', '208']
['355', '431', '583', '584', '660', '735']
['739', '803', '840', '894', '209']
['624', '626', '704']
['735', '893', '210']
['242', '366', '408']
['641', '891', '211']
['287', '562', '650', '849']
['962', '973', '212']
['287', '395', '511', '526']
['764', '802', '853', '213']
['460', '463', '686', '822', '843']
['862', '943', '973', '214']
['316', '375', '533', '617', '681']
['744', '819', '886', '982', '215']
['232', '261', '265', '460', '545']
['568', '666', '937', '941', '216']
['358', '402', '502', '548', '638', '662']
['695', '800', '811', '897', '217']
['224', '323', '327', '420', '466']
['753', '825', '968', '218']
['394', '981']
['219']
['313', '326', '351', '382', '402', '431', '582']
['714', '727', '749', '790', '821', '853', '220']
['350', '360', '409', '435', '547', '555', '577']
['611', '647', '706', '965', '994', '221']
['354', '507', '833', '877']
['933', '981', '222']
['299', '388', '392', '403', '431', '591']
['718', '747', '771', '902', '967', '223']
['417', '424', '469', '628']
['904', '988', '224']
['352', '362', '363', '367', '384', '736']
['745', '930', '933', '972', '225']
['438', '500', '526', '700', '777']
['824', '850', '980', '226']
['238', '287', '590', '726']
['854', '949', '227']
['267', '401', '493']
['959', '228']
['288', '345', '352', '431', '493', '610']
['622', '647', '693', '940', '229']
['276', '284', '397', '617']
['801', '919', '230']
['258', '276', '377', '533', '613', '621', '666']
['670', '717', '772', '821', '900', '231']
['445', '509', '522', '591', '615']
['651', '740', '781', '907', '232']
['552', '581', '625']
['878', '923', '233']
['363', '480', '598', '693']
['771', '917', '971', '234']
['288', '392', '533', '575']
['685', '759', '959', '235']
['255', '272', '303', '591', '669', '694']
['770', '803', '814', '824', '871', '236']
['263', '311', '468', '473', '490', '562']
['597', '619', '641', '868', '237']
['250', '351', '357', '370', '372', '500', '711']
['760', '814', '858', '873', '946', '238']
['358', '543', '636', '653']
['724', '932', '956', '239']
['316', '453', '508', '523', '572', '632']
['907', '913', '917', '937', '996', '240']
['344', '372', '486', '520', '582']
['808', '842', '847', '909', '241']
['300', '311', '420', '476', '478', '626', '633']
['644', '746', '802', '838', '871', '877', '242']
['277', '406', '498', '499', '514', '676', '678']
['738', '759', '904', '929', '946', '243']
['504', '520', '932']
['971', '244']
['371', '386', '596', '607', '698']
['710', '777', '893', '921', '245']
['303', '328', '491', '570']
['865', '970', '246']
['504', '592', '778']
['800', '996', '247']
['257', '404', '446', '562']
['567', '779', '885', '248']
['254', '280', '359', '407', '458', '460', '502']
['540', '666', '714', '773', '872', '928', '249']
['303', '318', '375', '383', '484', '508']
['533', '729', '762', '882', '250']
['267', '462', '600', '659']
['675', '862', '939', '251']
['257', '315', '342', '427', '447', '797', '816']
['821', '859', '871', '946', '982', '252']
['330', '413', '594']
['831', '882', '253']
['278', '365', '430', '590', '614']
['645', '878', '902', '971', '254']
['264', '351', '417', '515', '645', '674']
['691', '799', '839', '908', '255']
['267', '737', '760']
['861', '256']
['514', '727']
['257']
['335', '338', '469', '500', '514']
['549', '647', '700', '258']
['278', '400', '443', '506']
['550', '752', '259']
['384', '511', '582', '616', '708', '840']
['867', '932', '943', '981', '260']
['268', '377', '496', '551', '575']
['619', '675', '688', '261']
['592', '666', '711']
['768', '262']
['298', '336', '589', '651', '712', '744']
['751', '755', '804', '833', '263']
['322', '373', '480', '559']
['726', '817', '958', '264']
['418', '692', '747', '825']
['923', '956', '265']
['280', '442', '551', '576', '700']
['841', '865', '867', '266']
['280', '450', '452', '517']
['521', '747', '792', '267']
['299', '541', '603', '763']
['773', '804', '816', '268']
['274', '346', '368', '391', '418', '462']
['571', '620', '655', '918', '269']
['424', '434', '449', '756']
['816', '861', '986', '270']
['297', '321', '358', '428', '672']
['841', '873', '893', '972', '272']
['407', '826']
['848', '273']
['307', '314', '424', '714']
['821', '844', '274']
['292', '369', '373', '553', '592']
['783', '808', '906', '275']
['303', '348', '471', '548', '686', '699']
['831', '876', '924', '992', '276']
['440', '647', '719', '743']
['766', '980', '277']
['284', '336', '377', '499', '509', '518']
['611', '731', '756', '870', '973', '278']
['380', '423', '428', '472', '646']
['650', '696', '732', '957', '279']
['497', '520', '572', '665']
['965', '973', '280']
['378', '449', '450', '720']
['883', '985', '281']
['354', '429', '489', '562', '684', '693']
['735', '765', '838', '892', '957', '282']
['385', '495', '519', '562']
['672', '752', '762', '283']
['317', '334', '346', '429', '436', '442', '492', '512']
['627', '704', '727', '753', '805', '942', '284']
['380', '439']
['681', '285']
['370', '427', '443', '486', '567']
['596', '691', '962', '286']
['291', '356', '626', '803']
['921', '940', '287']
['290', '304', '312', '549', '662', '734']
['748', '799', '853', '912', '288']
['310', '361', '414', '509']
['605', '855', '963', '289']
['310', '330', '395', '450', '617', '659', '716']
['748', '882', '883', '904', '943', '290']
['468', '480']
['744', '291']
['385', '466', '476', '478', '493', '513', '528']
['604', '796', '836', '887', '891', '990', '292']
['342', '346', '381', '502', '540']
['612', '735', '786', '293']
['458', '504', '514', '521', '594', '604']
['646', '708', '737', '910', '294']
['319', '377', '449', '612', '629', '673']
['702', '729', '845', '914', '991', '295']
['299', '389', '553', '604', '654']
['671', '702', '819', '860', '296']
['360', '470', '505', '572']
['666', '958', '297']
['332', '365', '392', '599', '678', '728']
['753', '808', '979', '993', '298']
['306', '430', '546', '681', '762', '813']
['816', '818', '892', '924', '932', '299']
['380', '514', '573', '589', '813']
['843', '861', '884', '300']
['359', '427', '608', '623']
['676', '844', '864', '301']
['311', '425', '441', '625', '686', '735']
['757', '910', '955', '994', '302']
['310', '426', '677', '717', '815']
['818', '907', '954', '303']
['560', '572', '663', '692']
['755', '880', '916', '304']
['334', '353', '447', '455', '565']
['751', '793', '919', '305']
['394', '414', '466', '558']
['601', '679', '901', '306']
['403', '477', '490', '773']
['889', '993', '307']
['316', '443', '459', '587']
['616', '736', '308']
['373', '489', '497', '533', '598']
['688', '834', '893', '908', '309']
['312', '326', '370', '433', '441', '560']
['574', '584', '930', '944', '310']
['474', '520', '720', '731']
['849', '873', '897', '311']
['465', '520', '764']
['780', '871', '312']
['393', '466', '798']
['995', '313']
['378', '507', '534', '551', '560', '624']
['705', '776', '897', '987', '314']
['378', '463', '501', '555', '565', '620']
['761', '780', '854', '857', '867', '315']
['334', '357', '364', '416', '431']
['452', '576', '676', '989', '316']
['376', '396', '450', '837']
['928', '956', '981', '317']
['341', '410', '496', '539', '839']
['928', '958', '989', '318']
['448', '451', '478', '577', '748']
['772', '923', '968', '319']
['441', '525', '657', '735']
['888', '990', '320']
['357', '411', '412', '456', '473', '536']
['806', '913', '932', '936', '321']
['342', '418', '494', '513', '534', '744']
['787', '922', '926', '958', '322']
['467', '477', '517', '528']
['688', '698', '761', '323']
['461', '777']
['324']
['497', '543', '552', '744']
['886', '960', '325']
['405', '567', '673', '677', '703']
['847', '906', '972', '326']
['409', '488', '493']
['581', '771', '327']
['388', '400', '416', '480', '677', '699']
['796', '927', '939', '993', '328']
['372', '375', '429', '468', '497', '558', '567']
['570', '571', '656', '729', '749', '787', '329']
['502', '685', '737']
['739', '330']
['384', '478', '553', '575', '734', '782']
['834', '888', '895', '933', '981', '331']
['372', '516', '641', '942']
['952', '996', '332']
['440', '469', '596']
['711', '850', '333']
['338', '456', '462', '470', '480', '669', '717']
['745', '774', '797', '843', '978', '334']
['346', '354', '574', '655', '725']
['737', '743', '810', '816', '335']
['421', '452', '539', '580']
['730', '872', '992', '336']
['369', '400', '410', '425', '523']
['578', '721', '732', '832', '337']
['452', '545', '592', '803']
['807', '932', '943', '338']
['373', '673', '717', '735', '743']
['786', '953', '987', '339']
['374', '528', '677', '773']
['820', '962', '340']
['352', '365', '468', '497', '529', '764', '765']
['796', '852', '910', '938', '957', '341']
['397', '432', '566', '606', '626', '628', '633', '636']
['656', '747', '755', '774', '889', '891', '342']
['363', '373', '403', '597']
['644', '800', '833', '343']
['777', '844']
['962', '344']
['811']
['345']
['362', '412', '464', '492', '653']
['696', '740', '990', '994', '346']
['388', '391', '446', '519', '695']
['715', '733', '923', '347']
['406', '455', '550', '559', '600', '635']
['715', '766', '924', '948', '348']
['430', '564', '644', '753']
['810', '842', '349']
['373', '453', '476', '616', '652']
['745', '799', '891', '941', '350']
['402', '481', '603', '668']
['782', '904', '351']
['459', '551', '628', '672']
['830', '846', '932', '352']
['571', '605', '816']
['995', '353']
['442', '455', '593']
['820', '988', '354']
['390', '516', '692', '750']
['859', '890', '970', '355']
['372', '402', '516']
['628', '356']
['455', '487', '495', '555', '556']
['647', '703', '785', '919', '357']
['549', '668', '777', '793', '822']
['847', '883', '984', '358']
['364', '384', '514', '764', '884']
['904', '972', '994', '359']
['492', '574', '598', '615', '639']
['652', '663', '750', '360']
['425', '782']
['972', '361']
['384', '395', '418', '546']
['732', '841', '845', '362']
['528', '630', '910']
['937', '983', '363']
['451', '520', '548', '558', '620']
['704', '843', '857', '906', '364']
['442', '468', '583', '614']
['876', '961', '365']
['371', '611', '718', '796']
['837', '844', '366']
['638', '756', '841', '875']
['879', '918', '367']
['398', '655', '688', '700']
['741', '775', '368']
['576', '854']
['934', '369']
['477', '537', '605']
['816', '370']
['445', '516', '605', '623', '673', '769']
['784', '792', '946', '982', '988', '371']
['442', '691', '721', '748', '752', '838']
['870', '901', '966', '987', '372']
['756', '775']
['909', '373']
['559', '670', '677', '700', '706']
['751', '763', '789', '374']
['407', '564', '663', '782']
['933', '953', '375']
['388', '532', '615', '752']
['890', '945', '376']
['499', '506', '508', '620', '621']
['682', '801', '831', '988', '377']
['387', '516', '521', '596']
['701', '913', '945', '378']
['402', '452', '695', '705', '729', '778']
['837', '850', '936', '957', '379']
['453', '491']
['854', '380']
['457', '533', '594']
['935', '381']
['457', '504', '553', '621', '628']
['678', '716', '880', '382']
['404', '537', '764']
['869', '920', '383']
['432', '504', '702']
['756', '825', '384']
['456', '458', '653', '799']
['819', '905', '385']
['404', '590']
['386']
['406', '461', '498', '521']
['645', '714', '797', '387']
['434', '465', '597', '799']
['904', '976', '388']
['511', '570', '815']
['828', '956', '389']
