50
20
['54', '87', '89']
['50', '83', '15']
['82', '96', '17']
['72', '71', '20']
['89', '19', '60']
['85', '75', '83']
['39', '44', '99']
['28', '71', '41']
['16', '98', '95']
['79', '50', '63']
['22', '31', '42']
['35', '84', '19']
['18', '25', '71']
['42', '39', '22']
['45', '54', '49']
['36', '54', '69']
['68', '62', '4']
['96', '42', '68']
['32', '18', '47']
['89', '21', '12']
['4', '77', '3']
['25', '45', '15']
['26', '82', '51']
['45', '60', '51']
['58', '35', '72']
['55', '52', '41']
['42', '3', '35']
['68', '45', '97']
['37', '18', '56']
['66', '54', '100']
['95', '41', '2']
['9', '81', '87']
['51', '76', '69']
['44', '22', '2']
['8', '48', '21']
['76', '55', '96']
['90', '26', '50']
['55', '79', '9']
['56', '9', '39']
['19', '1', '35']
['59', '78', '85']
['86', '42', '35']
['1', '85', '43']
['17', '76', '52']
['40', '91', '47']
['32', '72', '58']
['48', '1', '26']
['89', '82', '8']
['53', '56', '10']
['71', '15', '99']
['83', '94', '48']
['7', '91', '53']
['38', '79', '58']
['16', '39', '34']
['74', '83', '14']
['16', '44', '38']
['31', '94', '58']
['57', '73', '39']
['55', '60', '16']
['30', '99', '35']
['78', '45', '34']
['30', '27', '1']
['3', '82', '18']
['67', '93', '42']
['55', '89', '19']
['29', '65', '37']
['37', '8', '19']
['84', '46', '10']
['94', '42', '54']
['20', '41', '85']
['7', '23', '99']
['93', '84', '51']
['80', '59', '10']
['8', '14', '55']
['64', '69', '100']
['57', '61', '77']
['39', '53', '66']
['46', '14', '30']
['47', '27', '40']
['45', '81', '16']
['50', '16', '64']
['88', '30', '52']
['68', '61', '60']
['88', '21', '43']
['14', '41', '86']
['55', '90', '15']
['69', '49', '74']
['94', '71', '85']
['86', '13', '46']
['37', '1', '24']
['42', '25', '65']
['10', '83', '34']
['55', '64', '11']
['33', '98', '18']
['34', '12', '9']
['42', '50', '22']
['84', '78', '30']
['30', '55', '59']
['14', '48', '88']
['16', '71', '60']
['78', '17', '38']
['63', '66', '46']
['70', '6', '71']
['35', '57', '34']
['14', '33', '85']
['58', '57', '22']
['53', '57', '10']
['33', '31', '32']
['65', '14', '9']
['40', '20', '60']
['15', '13', '64']
['92', '8', '12']
['95', '93', '98']
['96', '61', '42']
['23', '48', '34']
['81', '67', '23']
['80', '26', '55']
['19', '89', '1']
['2', '28', '61']
['42', '37', '21']
['58', '60', '47']
['68', '52', '38']
['79', '71', '100']
['100', '56', '65']
['21', '73', '46']
['29', '99', '39']
['76', '21', '48']
['39', '51', '6']
['24', '47', '62']
['31', '43', '25']
['9', '41', '8']
['41', '46', '76']
['50', '40', '12']
['86', '17', '23']
['70', '84', '11']
['53', '42', '96']
['82', '60', '4']
['58', '92', '2']
['76', '21', '61']
['62', '63', '45']
['9', '82', '74']
['83', '62', '12']
['77', '55', '49']
['56', '90', '88']
['88', '35', '44']
['3', '21', '41']
['26', '98', '11']
['65', '28', '63']
['2', '13', '77']
['89', '48', '19']
['34', '69', '73']
['8', '84', '18']
['8', '41', '55']
['5', '98', '3']
['97', '22', '7']
['80', '77', '54']
['92', '55', '56']
['23', '8', '19']
['55', '66', '97']
['90', '84', '39']
['55', '71', '54']
['2', '83', '4']
['16', '29', '78']
['85', '35', '7']
['49', '33', '21']
['67', '42', '88']
['80', '52', '64']
['28', '24', '21']
['71', '28', '37']
['67', '43', '26']
['15', '16', '42']
['44', '90', '16']
['6', '11', '40']
['1', '18', '51']
['77', '37', '43']
['69', '67', '2']
['39', '8', '64']
['23', '62', '75']
['47', '87', '12']
['44', '63', '87']
['10', '78', '84']
['81', '72', '69']
['53', '59', '8']
['2', '58', '47']
['50', '1', '94']
['7', '43', '85']
['59', '20', '11']
['5', '12', '2']
['82', '79', '48']
['86', '47', '48']
['21', '24', '37']
['62', '30', '79']
['25', '67', '7']
['78', '72', '17']
['80', '73', '19']
['22', '26', '38']
['45', '15', '59']
['52', '85', '81']
['11', '6', '60']
['52', '32', '10']
['35', '78', '51']
['94', '66', '86']
['77', '49', '27']
['2', '83', '16']
['93', '44', '36']
['43', '60', '76']
['64', '65', '97']
['95', '96', '4']
['84', '18', '77']
['94', '90', '72']
['71', '33', '17']
['35', '63', '13']
['18', '43', '34']
['100', '7', '57']
['63', '50', '91']
['66', '76', '55']
['45', '34', '6']
['12', '34', '39']
['96', '25', '46']
['20', '93', '73']
['38', '24', '51']
['82', '15', '95']
['100', '67', '27']
['37', '74', '88']
['63', '99', '100']
['42', '7', '61']
['97', '8', '82']
['41', '1', '24']
['42', '8', '87']
['89', '38', '75']
['6', '39', '88']
['46', '70', '79']
['8', '17', '16']
['87', '39', '23']
['31', '97', '7']
['96', '86', '23']
['60', '72', '8']
['70', '84', '63']
['78', '55', '21']
['89', '40', '42']
['74', '80', '83']
['99', '29', '17']
['42', '1', '23']
['20', '83', '62']
['38', '67', '94']
['13', '66', '31']
['34', '74', '93']
['7', '27', '63']
['69', '16', '39']
['60', '50', '63']
['51', '9', '4']
['96', '42', '79']
['30', '69', '25']
['76', '73', '99']
['68', '77', '61']
['21', '84', '43']
['20', '19', '6']
['4', '74', '68']
['27', '80', '69']
['34', '51', '45']
['81', '65', '93']
['51', '38', '39']
['88', '94', '16']
['97', '64', '87']
['81', '42', '17']
['59', '97', '93']
['95', '81', '26']
['30', '24', '2']
['89', '47', '17']
['53', '78', '94']
['73', '63', '82']
['62', '96', '66']
['53', '75', '23']
['13', '36', '2']
['82', '26', '41']
['28', '69', '29']
['10', '69', '72']
['55', '100', '68']
['29', '54', '97']
['98', '71', '96']
['27', '56', '23']
['63', '73', '42']
['70', '6', '54']
['48', '43', '13']
['16', '90', '54']
['48', '42', '50']
['5', '1', '7']
['88', '49', '35']
['41', '35', '83']
['79', '64', '73']
['19', '63', '36']
['96', '54', '14']
['16', '64', '63']
['53', '12', '100']
['30', '1', '7']
['99', '71', '100']
['60', '87', '11']
['35', '11', '10']
['71', '7', '51']
['99', '67', '98']
['25', '100', '15']
['66', '67', '88']
['44', '13', '27']
['65', '32', '33']
['3', '12', '91']
['17', '34', '33']
['32', '58', '96']
['28', '71', '69']
['44', '83', '87']
['72', '36', '97']
['11', '10', '21']
['93', '43', '45']
['57', '62', '5']
['13', '76', '45']
['85', '11', '23']
['75', '76', '27']
['52', '89', '60']
['9', '89', '95']
['8', '86', '47']
['78', '34', '49']
['6', '47', '98']
['83', '71', '56']
['47', '97', '85']
['16', '9', '47']
['42', '57', '16']
['34', '20', '66']
['16', '23', '83']
['32', '25', '95']
['88', '79', '28']
['63', '46', '35']
['51', '36', '18']
['40', '77', '9']
['8', '53', '85']
['11', '42', '13']
['42', '7', '92']
['90', '5', '20']
['71', '45', '63']
['66', '4', '68']
['99', '19', '98']
['67', '36', '45']
['20', '86', '83']
['99', '25', '38']
['80', '77', '3']
['82', '22', '47']
['56', '65', '60']
['58', '19', '21']
['14', '50', '64']
['40', '19', '86']
['36', '65', '22']
['98', '71', '79']
['97', '37', '95']
['48', '65', '36']
['12', '21', '99']
['19', '80', '69']
['39', '20', '38']
['30', '64', '67']
['81', '13', '38']
['14', '98', '38']
['58', '41', '67']
['79', '66', '86']
['28', '66', '83']
['70', '98', '36']
['7', '9', '22']
['29', '6', '4']
['30', '3', '6']
['22', '86', '48']
['10', '91', '38']
['91', '40', '2']
['72', '90', '30']
['80', '33', '76']
['97', '15', '42']
['99', '93', '89']
['12', '96', '77']
['56', '38', '47']
['74', '41', '11']
['13', '93', '91']
['23', '42', '33']
['71', '15', '58']
['29', '28', '62']
['28', '38', '23']
['78', '22', '12']
['20', '74', '70']
['8', '18', '95']
['6', '25', '59']
['75', '2', '24']
['89', '54', '82']
['38', '61', '55']
['100', '13', '32']
['19', '100', '58']
['40', '62', '68']
['66', '54', '40']
['21', '53', '41']
['72', '78', '80']
['19', '70', '86']
['78', '77', '95']
['25', '33', '9']
['34', '24', '97']
['4', '10', '64']
['11', '67', '89']
['91', '37', '82']
['16', '61', '14']
['2', '46', '17']
['67', '34', '49']
['34', '57', '39']
['13', '80', '14']
['59', '72', '27']
['15', '94', '74']
['54', '51', '68']
['14', '39', '25']
['94', '6', '68']
['57', '28', '35']
['44', '74', '84']
['38', '71', '34']
['65', '69', '34']
['80', '66', '30']
['14', '30', '23']
['14', '25', '43']
['36', '70', '6']
['46', '2', '9']
['98', '83', '90']
['3', '95', '17']
['24', '58', '57']
['92', '49', '42']
['35', '54', '12']
['67', '46', '54']
['59', '51', '58']
['16', '57', '8']
['7', '78', '82']
['55', '98', '30']
['51', '34', '79']
['57', '36', '21']
['36', '93', '57']
['86', '35', '22']
['15', '99', '50']
['46', '3', '31']
['56', '24', '27']
['84', '64', '57']
['57', '49', '83']
['30', '67', '80']
['84', '39', '46']
['20', '76', '91']
['74', '54', '21']
['40', '26', '27']
['56', '72', '35']
['3', '62', '39']
['90', '53', '95']
['14', '12', '17']
['2', '53', '89']
['61', '63', '30']
['92', '67', '81']
['78', '46', '47']
['68', '59', '11']
['29', '89', '1']
['2', '53', '61']
['68', '11', '62']
['61', '10', '21']
['4', '51', '53']
['78', '51', '6']
['74', '58', '49']
['94', '37', '91']
['17', '35', '36']
['44', '51', '78']
['32', '70', '48']
['12', '78', '53']
['23', '89', '87']
['26', '96', '80']
['20', '10', '21']
['100', '61', '48']
['15', '10', '23']
['9', '47', '34']
['2', '76', '91']
['58', '71', '66']
['8', '68', '43']
['90', '28', '46']
['92', '44', '94']
['1', '21', '74']
['22', '82', '67']
['31', '12', '94']
['34', '74', '7']
['78', '39', '87']
['12', '41', '16']
['78', '81', '13']
['18', '44', '13']
['58', '72', '97']
['37', '59', '43']
['25', '78', '13']
['22', '94', '88']
['73', '79', '88']
['81', '70', '95']
['48', '10', '61']
['60', '79', '85']
['76', '99', '74']
['9', '29', '14']
['44', '72', '17']
['64', '55', '70']
['1', '100', '71']
['19', '59', '8']
['47', '90', '10']
['30', '16', '61']
['60', '94', '40']
['43', '27', '5']
['81', '55', '21']
['62', '61', '49']
['20', '6', '42']
['47', '51', '8']
['2', '81', '3']
['51', '42', '21']
['59', '30', '6']
['67', '60', '35']
['66', '35', '40']
['44', '13', '61']
['73', '1', '52']
['75', '100', '7']
['94', '73', '72']
['39', '60', '11']
['17', '85', '67']
['82', '53', '12']
['32', '9', '14']
['57', '25', '54']
['15', '85', '10']
['79', '54', '68']
['90', '26', '69']
['68', '6', '91']
['54', '2', '4']
['23', '100', '42']
['14', '66', '44']
['31', '26', '33']
['94', '39', '41']
['64', '34', '13']
['37', '53', '41']
['56', '7', '12']
['27', '48', '42']
['62', '57', '38']
['51', '36', '30']
['7', '34', '45']
['13', '41', '48']
['45', '68', '7']
['28', '5', '42']
['28', '67', '95']
['42', '54', '16']
['56', '16', '17']
['31', '12', '87']
['78', '9', '52']
