200
5
['878', '67']
['115', '343']
['197', '857']
['284', '462']
['686', '665']
['820', '270']
['175', '332']
['528', '329']
['962', '1']
['798', '793']
['177', '405']
['76', '271']
['793', '719']
['130', '27']
['166', '882']
['364', '458']
['426', '877']
['741', '91']
['465', '613']
['954', '419']
['822', '820']
['126', '519']
['848', '955']
['425', '400']
['678', '911']
['580', '16']
['51', '16']
['563', '346']
['135', '980']
['141', '766']
['975', '629']
['589', '86']
['688', '397']
['39', '230']
['810', '87']
['628', '860']
['709', '85']
['576', '323']
['647', '228']
['616', '61']
['367', '46']
['795', '215']
['222', '114']
['594', '363']
['887', '290']
['271', '689']
['63', '442']
['433', '897']
['529', '623']
['349', '393']
['12', '732']
['530', '828']
['527', '775']
['907', '329']
['20', '838']
['356', '6']
['176', '827']
['366', '329']
['4', '503']
['775', '696']
['41', '980']
['369', '854']
['620', '653']
['511', '156']
['656', '673']
['847', '990']
['271', '730']
['308', '42']
['601', '659']
['380', '881']
['885', '321']
['269', '178']
['234', '702']
['53', '372']
['654', '451']
['195', '872']
['415', '607']
['568', '361']
['707', '179']
['824', '496']
['369', '682']
['614', '590']
['151', '756']
['323', '380']
['633', '791']
['213', '459']
['555', '502']
['693', '498']
['337', '602']
['541', '437']
['268', '81']
['580', '355']
['464', '629']
['865', '773']
['901', '961']
['991', '510']
['751', '468']
['722', '525']
['825', '762']
['737', '917']
['344', '349']
['266', '81']
['558', '628']
['330', '353']
['881', '651']
['553', '275']
['152', '611']
['289', '123']
['981', '467']
['101', '210']
['662', '944']
['120', '254']
['570', '58']
['338', '917']
['957', '808']
['62', '629']
['663', '220']
['89', '314']
['528', '996']
['107', '256']
['887', '486']
['991', '320']
['181', '24']
['204', '754']
['334', '108']
['720', '118']
['493', '335']
['79', '436']
['278', '547']
['519', '809']
['124', '169']
['567', '263']
['310', '17']
['604', '351']
['762', '584']
['172', '838']
['864', '222']
['244', '708']
['657', '898']
['658', '419']
['866', '175']
['749', '430']
['772', '184']
['285', '512']
['740', '453']
['949', '32']
['924', '32']
['195', '533']
['770', '94']
['947', '894']
['551', '925']
['566', '603']
['964', '927']
['100', '630']
['754', '669']
['870', '124']
['866', '939']
['756', '81']
['562', '808']
['396', '373']
['378', '957']
['886', '875']
['832', '813']
['934', '772']
['21', '880']
['477', '808']
['855', '338']
['169', '653']
['862', '245']
['904', '894']
['589', '68']
['908', '744']
['176', '206']
['668', '339']
['602', '240']
['528', '170']
['683', '571']
['517', '398']
['529', '846']
['840', '495']
['358', '629']
['820', '595']
['188', '389']
['537', '884']
['494', '404']
['590', '324']
['994', '917']
['952', '295']
['875', '309']
['461', '803']
['104', '828']
['493', '793']
['683', '158']
['290', '567']
['134', '984']
['671', '834']
['69', '470']
['964', '944']
['871', '358']
['303', '836']
['655', '87']
['137', '93']
['606', '542']
['794', '862']
['221', '270']
['784', '472']
['716', '145']
['890', '732']
['135', '775']
['990', '817']
['349', '216']
['151', '934']
['518', '46']
['178', '832']
['235', '192']
['942', '383']
['704', '192']
['447', '263']
['354', '322']
['895', '653']
['239', '495']
['891', '631']
['379', '694']
['903', '374']
['884', '427']
['105', '944']
['878', '626']
['694', '92']
['287', '294']
['640', '335']
['242', '844']
['482', '730']
['841', '369']
['777', '495']
['417', '287']
['586', '357']
['164', '478']
['581', '986']
['327', '697']
['133', '588']
['162', '866']
['975', '986']
['945', '774']
['427', '564']
['492', '790']
['443', '666']
['612', '988']
['764', '741']
['327', '103']
['202', '720']
['558', '321']
['241', '818']
['304', '642']
['654', '224']
['507', '812']
['24', '672']
['395', '504']
['551', '327']
['813', '351']
['923', '726']
['971', '457']
['747', '607']
['180', '475']
['517', '995']
['205', '159']
['869', '30']
['269', '255']
['169', '492']
['18', '633']
['755', '903']
['195', '204']
['943', '915']
['548', '432']
['965', '125']
['827', '709']
['34', '63']
['431', '567']
['197', '865']
['789', '172']
['107', '37']
['108', '429']
['394', '599']
['109', '378']
['954', '333']
['109', '27']
['576', '641']
['670', '990']
['395', '265']
['520', '893']
['428', '580']
['634', '305']
['627', '749']
['52', '685']
['261', '747']
['168', '167']
['517', '955']
['649', '533']
['321', '868']
['143', '663']
['484', '264']
['835', '602']
['576', '957']
['175', '184']
['3', '301']
['124', '895']
['204', '56']
['72', '567']
['811', '304']
['895', '696']
['565', '195']
['10', '897']
['336', '135']
['95', '390']
['115', '525']
['751', '812']
['959', '73']
['395', '582']
['802', '129']
['269', '180']
['568', '817']
['466', '227']
['790', '585']
['333', '299']
['931', '899']
['977', '708']
['249', '925']
['445', '862']
['843', '74']
['265', '280']
['489', '637']
['981', '266']
['85', '812']
['433', '373']
['219', '154']
['279', '629']
['221', '979']
['521', '211']
['297', '390']
['745', '919']
['589', '525']
['429', '905']
['324', '622']
['501', '275']
['940', '352']
['598', '671']
['501', '321']
['847', '392']
['291', '989']
['500', '476']
['595', '127']
['315', '119']
['280', '344']
